Time_ps,V1_mag,V2_mag,V1_x,V1_y,V1_z,V2_x,V2_y,V2_z,R_distance
0.018,0.2326124923100229,0.23261258831002768,-1.0236165508e-07,-1.3193623624e-08,-0.23261249231,1.0449167581e-07,-4.4300080124e-08,0.23261258831,9.0041928475
0.019,0.24545618871002797,0.24545628877002895,-1.1610988171e-07,-1.5945208271e-08,-0.24545618871,1.1010010123e-07,-4.5703396472e-08,0.24545628877,9.0046709184
0.02,0.2582867182900331,0.25828682083002935,-1.2931746877e-07,-1.8845940632e-08,-0.25828671829,1.1424543823e-07,-4.6048289461e-08,0.25828682083,9.0051746637
0.021,0.27110332338003795,0.2711034266000288,-1.4171758985e-07,-2.182014155e-08,-0.27110332338,1.1654803354e-07,-4.5139384088e-08,0.2711034266,9.005704056199999
0.022,0.28390524115004234,0.2839053430100272,-1.5310351125e-07,-2.4746839383e-08,-0.28390524115,1.1665759042e-07,-4.2807723041e-08,0.28390534301,9.0062590675
0.023,0.29669171228004626,0.29669181058002453,-1.6330936939e-07,-2.7501114256e-08,-0.29669171228,1.1423567891e-07,-3.8914888259e-08,0.29669181058,9.0068396672
0.024,0.30946197636004935,0.30946206874002097,-1.7222951172e-07,-2.9938635985e-08,-0.30946197636,1.0900056538e-07,-3.336455293e-08,0.30946206874,9.0074458237
0.025,0.3222152980200517,0.3222153820700168,-1.7982202011e-07,-3.1899999367e-08,-0.32221529802,1.0075358958e-07,-2.6109532642e-08,0.32221538207,9.008077503900001
0.026,0.33495096168005334,0.3349510350000124,-1.8607378018e-07,-3.3243510802e-08,-0.33495096168,8.9376014374e-08,-1.716381706e-08,0.334951035,9.0087346733
0.027,0.3476682612800541,0.34766832152000815,-1.9101780073e-07,-3.3841228483e-08,-0.34766826128,7.4881564837e-08,-6.6070326903e-09,0.34766832152,9.0094172957
0.028,0.3603665258700542,0.3603665709100046,-1.9472090509e-07,-3.360255741e-08,-0.36036652587,5.7413084578e-08,5.4188415158e-09,0.36036657091,9.0101253338
0.029,0.37304511421005354,0.37304514222000235,-1.9726432213e-07,-3.2473970473e-08,-0.37304511421,3.7230347905e-08,1.8728700409e-08,0.37304514222,9.0108587488
0.03,0.3857034523500524,0.38570346187000165,-1.9877611518e-07,-3.0439243489e-08,-0.38570345235,1.4734372512e-08,3.3073095148e-08,0.38570346187,9.0116175008
0.031,0.39834105057005087,0.39834104067000303,-1.9940506905e-07,-2.753552676e-08,-0.39834105057,-9.5596921269e-09,4.8150432531e-08,0.39834104067,9.0124015488
0.032,0.41095747724004905,0.41095744755000646,-1.9931512621e-07,-2.3836050772e-08,-0.41095747724,-3.5043716877e-08,6.3625772181e-08,0.41095744755,9.0132108508
0.033,0.423552357570047,0.42355230835001184,-1.9869860539e-07,-1.9448895623e-08,-0.42355235757,-6.1032029658e-08,7.9110915173e-08,0.42355230835,9.0140453642
0.034,0.4361254182000451,0.4361253503900188,-1.9776003723e-07,-1.451088744e-08,-0.4361254182,-8.6816948653e-08,9.4206282428e-08,0.43612535039,9.014905045599999
0.035,0.44867644543004326,0.448676360560027,-1.9671976008e-07,-9.1467565322e-09,-0.44867644543,-1.1167159385e-07,1.0852290001e-07,0.44867636056,9.0157898511
0.036,0.4612052841200416,0.46120518437003577,-1.95793822e-07,-3.4880198684e-09,-0.46120528412,-1.3488368799e-07,1.2166437966e-07,0.46120518437,9.0166997364
0.037,0.47371186759004025,0.4737117556400444,-1.9519963441e-07,2.3466486175e-09,-0.47371186759,-1.5583036388e-07,1.3325752171e-07,0.47371175564,9.0176346572
0.038,0.4861962142300392,0.4861960932000522,-1.95158021e-07,8.2933360445e-09,-0.48619621423,-1.7395004016e-07,1.4299362893e-07,0.4861960932,9.0185945689
0.039,0.4986584538500387,0.4986583271900585,-1.9587024832e-07,1.4288296115e-08,-0.49865845385,-1.8881206251e-07,1.5059343764e-07,0.49865832719,9.019579427
0.04,0.5110987602200386,0.511098631560063,-1.9752763185e-07,2.0304734481e-08,-0.51109876022,-2.0014925695e-07,1.5585034882e-07,0.51109863156,9.0205891877
0.041,0.523517389250039,0.5235172623100652,-2.0032015349e-07,2.6376480765e-08,-0.52351738925,-2.0782389303e-07,1.5862315488e-07,0.52351726231,9.0216238074
0.042,0.53591470202004,0.5359145804400653,-2.0439775476e-07,3.2534175053e-08,-0.53591470202,-2.11889843e-07,1.5882613478e-07,0.53591458044,9.0226832428
0.043,0.5482911107800416,0.5482909980100635,-2.0989295144e-07,3.8858328129e-08,-0.54829111078,-2.1256771836e-07,1.5648912942e-07,0.54829099801,9.0237674521
0.044,0.5606470940500439,0.56064699323006,-2.1690499408e-07,4.546823379e-08,-0.56064709405,-2.1021634566e-07,1.5169124088e-07,0.56064699323,9.0248763934
0.045,0.5729831684200467,0.572983082310055,-2.2548289467e-07,5.247667527e-08,-0.57298316842,-2.053449685e-07,1.446064464e-07,0.57298308231,9.0260100269
0.046,0.5852999450300506,0.5852998759200494,-2.3565478591e-07,5.9994172635e-08,-0.58529994503,-1.9857209914e-07,1.3549169899e-07,0.58529987592,9.0271683131
