Time_ps,V1_mag,V2_mag,V1_x,V1_y,V1_z,V2_x,V2_y,V2_z,R_distance
2.841,5.437075680514891,5.485949162549468,-5.1836101878,-1.6304868299,-0.18300293469,-0.35868146024,-5.44883284,0.52650404167,26.07978794826141
2.842,5.4370947922379855,5.483864758737598,-5.1836941226,-1.6300151607,-0.18537960781,-0.35809043423,-5.4464819058,0.52950805738,26.081173437771096
2.843,5.437086919189464,5.481703562777321,-5.1837479338,-1.6295442421,-0.18776871061,-0.35747822542,-5.4440526377,0.53251680393,26.082565595123654
2.844,5.4370477382224305,5.479475036707554,-5.1837653776,-1.6290805766,-0.19016070217,-0.35684910909,-5.4415551825,0.53552085585,26.083964418335594
2.845,5.436977764928427,5.477181180776497,-5.1837440305,-1.6286342309,-0.19255021299,-0.35619567714,-5.4389914058,0.53852652142,26.085369896840028
2.846,5.436862297004684,5.474819490125657,-5.1836714391,-1.6281967638,-0.19492908044,-0.35553079719,-5.4363591258,0.54152170505,26.086782013560963
2.847,5.436690783591926,5.47237901090206,-5.1835398121,-1.6277574185,-0.19730047969,-0.35486085665,-5.4336464795,0.54451055747,26.088200735254436
2.848,5.436487963480131,5.469853759100943,-5.1833750465,-1.6273151934,-0.19967414884,-0.35417662909,-5.4308471747,0.54750162229,26.089626049594354
2.849,5.436268843243471,5.4672475807739005,-5.1831916466,-1.6268741268,-0.20204916774,-0.35347208972,-5.4279650523,0.55049884857,26.0910579503751
2.85,5.4360183506832565,5.464569339328925,-5.1829710199,-1.6264417034,-0.20443654586,-0.35276449519,-5.4250080133,0.55350097642,26.09249644871471
2.851,5.435750513334942,5.461795636780686,-5.1827270562,-1.626021155,-0.20683110899,-0.35205574422,-5.4219542956,0.55648894629,26.09394153199282
2.852,5.435465748800898,5.458939708306585,-5.1824635389,-1.6256022434,-0.20922934931,-0.35133410442,-5.4188164676,0.55947759246,26.095393191353534
2.853,5.435168584882336,5.4560191293211835,-5.1821821576,-1.6251945455,-0.21163251362,-0.35059447506,-5.4156123295,0.56246897705,26.09685142596865
2.854,5.434847502338759,5.4530017527700245,-5.1818751711,-1.6247863185,-0.21402454072,-0.34984370498,-5.4123092254,0.56546118032,26.098316224165224
2.855,5.43449609128337,5.449886928227851,-5.1815380331,-1.6243698551,-0.21641153286,-0.34908860653,-5.4089061372,0.56845322958,26.099787568089884
2.856,5.4341105111485835,5.446703442565201,-5.1811639286,-1.6239538143,-0.21879534129,-0.34832114904,-5.405432396,0.5714467435,26.101265443708392
2.857,5.433705262969681,5.443459386989408,-5.1807688067,-1.6235346364,-0.22118485653,-0.34753466688,-5.4018971542,0.57443614838,26.10274984335711
2.858,5.433281908227015,5.440137105308461,-5.1803555696,-1.6231100124,-0.22356733757,-0.34673450687,-5.39828279,0.57741650954,26.104240753447225
2.859,5.432824926639586,5.436729337010697,-5.179907413,-1.6226810595,-0.22594701902,-0.34592800152,-5.3945804553,0.5803976335,26.105738154704117
2.86,5.432328352446697,5.433224177855378,-5.1794186219,-1.6222462801,-0.22832230424,-0.34511420984,-5.3907775711,0.58338523115,26.107242036668975
2.861,5.431785108373876,5.4296425876122285,-5.1788830433,-1.6218021754,-0.23068938259,-0.34429356618,-5.3868956431,0.58637522104,26.10875238780686
2.862,5.431196967121291,5.42597486428527,-5.1783048374,-1.6213416973,-0.23304636282,-0.34345560556,-5.3829266126,0.58935775063,26.11026918437558
2.863,5.430562024730405,5.422206105330761,-5.1776826585,-1.6208635062,-0.23538837393,-0.34260209573,-5.3788549766,0.59233604769,26.11179239734984
2.864,5.429882905923501,5.4183495629842,-5.1770166102,-1.620374356,-0.23772744093,-0.34173946373,-5.3746924483,0.59532109975,26.11332200639325
2.865,5.429153941937308,5.4144333063704435,-5.1763019519,-1.6198705519,-0.24006253997,-0.34086002492,-5.370466285,0.59832629411,26.114858013293606
2.866,5.428370475593614,5.410481843062719,-5.1755331066,-1.6193544957,-0.24239245046,-0.33996118735,-5.3662029016,0.60133732968,26.116400421636946
2.867,5.427526177061171,5.4064794545505235,-5.1747042476,-1.6188230664,-0.24472072296,-0.33905052493,-5.3618856069,0.60435715644,26.117949223317698
2.868,5.426635348371201,5.402389791238176,-5.1738282709,-1.6182835651,-0.24704357987,-0.33813287718,-5.3574765275,0.607393506,26.119504417433507
2.869,5.425698971779625,5.39820642018334,-5.1729037301,-1.6177438191,-0.2493617197,-0.33721021169,-5.3529688893,0.61044729357,26.12106600490353
2.87,5.424714630963213,5.3939444186451215,-5.1719279265,-1.6172020237,-0.25169021637,-0.33628495797,-5.3483776514,0.6135187988,26.122633987831172
2.871,5.423681847956808,5.389617692344383,-5.1709027948,-1.6166515288,-0.25402147353,-0.33535017222,-5.3437163639,0.61661540186,26.12420838543798
2.872,5.422607064939687,5.385231188570496,-5.1698349283,-1.6160922546,-0.25635916111,-0.33441053226,-5.3389907701,0.61972744578,26.12578921263315
2.873,5.421474976609869,5.3807750614948855,-5.1687071275,-1.6155281693,-0.25870115256,-0.33348134533,-5.3341878182,0.62287300061,26.12737648666137
2.874,5.420292466398975,5.376224857215645,-5.1675277872,-1.6149535583,-0.2610593694,-0.33254364818,-5.3292837553,0.62605358628,26.128970236345893
2.875,5.41907745560804,5.371609238902706,-5.1663143462,-1.6143736707,-0.26342778418,-0.33160397553,-5.3243084275,0.62925701246,26.130570491921727
2.876,5.417833030860489,5.36694486185104,-5.1650714362,-1.6137841754,-0.26580527546,-0.33066747591,-5.3192762249,0.63250028754,26.13217728362113
2.877,5.416552326282547,5.362232618522466,-5.1637902932,-1.613188417,-0.26820149602,-0.32973445635,-5.3141887691,0.63577635204,26.13379065525925
2.878,5.41521330905756,5.357501684413474,-5.1624477087,-1.6125854002,-0.2706236586,-0.32881021371,-5.3090772583,0.6390671383,26.135410638387494
2.879,5.41383249357979,5.352717181477415,-5.1610595291,-1.6119799178,-0.2730705957,-0.32789246987,-5.3039044966,0.64238994702,26.13703727139154
2.88,5.412407131755797,5.347854853320497,-5.1596242104,-1.6113659825,-0.27555151565,-0.32699342962,-5.2986447318,0.64574827552,26.138670603760538
2.881,5.410905504018444,5.342952135285257,-5.1581088234,-1.6107451601,-0.27804993903,-0.32611473087,-5.293336311,0.64913588786,26.140310680048163
2.882,5.409333920515606,5.338052044689716,-5.1565198434,-1.6101179845,-0.28056486639,-0.32525390847,-5.2880222961,0.65255629856,26.14195753114327
2.883,5.407720415118523,5.333148099653156,-5.1548842637,-1.609492984,-0.28309124042,-0.32441622551,-5.2826961249,0.65600641569,26.143611193198964
2.884,5.406079593461451,5.328174143720581,-5.1532163258,-1.6088712179,-0.28564221425,-0.32358591574,-5.2772895402,0.65950509463,26.14527170815459
2.885,5.404373604802746,5.323116166579147,-5.1514776517,-1.6082494387,-0.28821139333,-0.32275738169,-5.2717879955,0.66305710611,26.146939138181494
2.886,5.402608108778574,5.317984901734591,-5.1496725681,-1.607633686,-0.29079331154,-0.32193875677,-5.2662014695,0.66666403428,26.148613530594282
2.887,5.400784033916565,5.312833129684769,-5.1478058035,-1.6070120757,-0.29338673967,-0.32113235609,-5.2605851031,0.67030906811,26.150294932833365
2.888,5.398881803236029,5.3076480772092065,-5.1458576545,-1.606382304,-0.29598921996,-0.32033593564,-5.2549248999,0.67400096161,26.151983380418102
2.889,5.3969034858270195,5.302434683935149,-5.1438317171,-1.6057376767,-0.29861181342,-0.31955684038,-5.2492252542,0.67773979803,26.153678922598232
2.89,5.3948318285880035,5.297157123045895,-5.1417129147,-1.6050718113,-0.30123618993,-0.31878222313,-5.24345169,0.68151731826,26.155381596124435
2.891,5.392665895329865,5.2918020700422925,-5.1394961936,-1.6043954226,-0.30387441907,-0.31801089398,-5.2375866887,0.6853640625,26.15709144201264
