Time_ps,V1_mag,V2_mag,V1_x,V1_y,V1_z,V2_x,V2_y,V2_z,R_distance,X1,Y1,Z1,X2,Y2,Z2
0.832,1.8679432928047957,1.8679544118399007,-1.9777840849e-05,-5.8505984784e-07,-1.8679432927,-3.6446637995e-06,1.165254186e-05,1.8679544118,19.915915803205046,-7.8457547544e-06,-5.8762542275e-06,-9.9579543145,5.4291110024e-06,-9.1104035292e-07,9.9579614887
0.833,1.8662342970047239,1.8662454552417256,-1.9767626969e-05,-3.4457170933e-07,-1.8662342969,-3.8683450662e-06,1.186492439e-05,1.8662454552,19.919649994505054,-7.865527239e-06,-5.8767182375e-06,-9.9598214046,5.4253540013e-06,-8.9928130602e-07,9.9598285899
0.834,1.8645038628047508,1.8645150561435744,-1.9763707637e-05,-1.1281896782e-07,-1.8645038627,-4.0865590514e-06,1.2074379071e-05,1.8645150561,19.923380747005073,-7.885291127e-06,-5.8769454173e-06,-9.9616867753,5.4213751603e-06,-8.8731117326e-07,9.9616939717
0.835,1.8627681670048464,1.862779462545436,-1.976348988e-05,1.1603023361e-07,-1.8627681669,-4.2979655567e-06,1.2280136827e-05,1.8627794625,19.92710802970508,-7.9050564635e-06,-5.876944962e-06,-9.963550411,5.4171836903e-06,-8.7513375644e-07,9.9635576187
0.836,1.8610381581048057,1.8610495536473608,-1.974768213e-05,3.5143185241e-07,-1.861038158,-4.5166006413e-06,1.2485261619e-05,1.8610495536,19.930831846705097,-7.9248128782e-06,-5.8767112669e-06,-9.9654123138,5.4127769711e-06,-8.6275128506e-07,9.9654195329
0.837,1.8592961864047837,1.8593075888493906,-1.9730821558e-05,5.8563055183e-07,-1.8592961863,-4.7419488348e-06,1.269560459e-05,1.8593075888,19.934552197205104,-7.9445501966e-06,-5.8762414584e-06,-9.9672724834,5.408147207e-06,-8.5016126831e-07,9.9672797138
0.838,1.8575197491050606,1.857531143351455,-1.9739681399e-05,8.0563071868e-07,-1.857519749,-4.957728926e-06,1.2906582486e-05,1.8575311433,19.938269030005117,-7.9642845982e-06,-5.8755457191e-06,-9.9691308941,5.4032971728e-06,-8.37360008e-07,9.9691381359
0.839,1.8557228686052607,1.8557343363535759,-1.9738050348e-05,1.0387366819e-06,-1.8557228685,-5.1818841559e-06,1.3114614195e-05,1.8557343363,19.94198228520513,-7.9840249571e-06,-5.8746248485e-06,-9.970987516,5.3982282814e-06,-8.2434909665e-07,9.9709947692
0.84,1.853935289205468,1.8539469211557549,-1.9734308075e-05,1.2720115333e-06,-1.8539352891,-5.4102515192e-06,1.3321514291e-05,1.8539469211,19.94569195100514,-8.003760893e-06,-5.8734691609e-06,-9.9728423431,5.3929327215e-06,-8.1113131738e-07,9.9728496079
0.841,1.85216904980559,1.8521808113581035,-1.9719290064e-05,1.5134915903e-06,-1.8521690497,-5.6591967703e-06,1.3535507773e-05,1.8521808113,19.949398065105154,-8.0234886606e-06,-5.8720774422e-06,-9.9746953943,5.3873995745e-06,-7.9770321871e-07,9.9747026708
0.842,1.8503973231055924,1.8504091155605824,-1.9688749985e-05,1.7689778901e-06,-1.850397323,-5.9216754723e-06,1.3752752972e-05,1.8504091155,19.953100646805165,-8.0431963896e-06,-5.8704389384e-06,-9.9765466793,5.3816115618e-06,-7.8405957879e-07,9.9765539675
0.843,1.8485918403052777,1.8486036220632274,-1.9622188914e-05,2.0494934317e-06,-1.8485918402,-6.207136555e-06,1.3972700202e-05,1.848603622,19.95679965410518,-8.0628500658e-06,-5.8685278005e-06,-9.978396177,5.3755457227e-06,-7.7019633322e-07,9.9784034771
0.844,1.8467635169053518,1.8467753759657641,-1.959172091e-05,2.2988054897e-06,-1.8467635168,-6.4624467992e-06,1.4182376241e-05,1.8467753759,19.960495022605187,-8.0824549921e-06,-5.8663518254e-06,-9.9802438554,5.3692089014e-06,-7.5611791485e-07,9.9802511672
0.845,1.8449421791055165,1.844954185068238,-1.956742794e-05,2.5415342881e-06,-1.844942179,-6.7014980528e-06,1.4383380353e-05,1.844954185,19.964186737405196,-8.1020367524e-06,-5.8639332362e-06,-9.9820897068,5.3626273922e-06,-7.4183485213e-07,9.9820970306
0.846,1.8431266063053455,1.8431386883709133,-1.9504413337e-05,2.8121735755e-06,-1.8431266062,-6.9660264804e-06,1.4590405827e-05,1.8431386883,19.96787481970521,-8.1215760098e-06,-5.8612589674e-06,-9.9839337419,5.3557968637e-06,-7.2734908664e-07,9.9839410778
0.847,1.8412987620051167,1.8413109179738105,-1.9430096526e-05,3.0940451717e-06,-1.8412987619,-7.2506378429e-06,1.4806905424e-05,1.8413109179,19.971559258305216,-8.1410430094e-06,-5.8583061063e-06,-9.9857759552,5.3486890465e-06,-7.1265086292e-07,9.9857833031
0.848,1.8394740270049033,1.8394863196767886,-1.9351926209e-05,3.3817560846e-06,-1.8394740269,-7.5352304885e-06,1.5024087385e-05,1.8394863196,19.97524004140523,-8.1604365127e-06,-5.8550702488e-06,-9.9876163406,5.341297019e-06,-6.977353012e-07,9.9876237008
0.849,1.83765489240447,1.8376672736799433,-1.9244025171e-05,3.6914601747e-06,-1.8376548923,-7.838662719e-06,1.524382249e-05,1.8376672736,19.97891718370524,-8.1797344763e-06,-5.851533336e-06,-9.9894549056,5.3336106176e-06,-6.8260137027e-07,9.9894622781
0.85,1.8358161810045268,1.8358285793830091,-1.9186597357e-05,3.9570923145e-06,-1.8358161809,-8.1133713307e-06,1.5458166715e-05,1.8358285793,19.98259067170525,-8.1989444537e-06,-5.8477048094e-06,-9.9912916434,5.3256309518e-06,-6.6724970312e-07,9.9912990283
0.851,1.8339536836046837,1.8339661300861005,-1.9135883026e-05,4.2175571327e-06,-1.8339536835,-8.3805913788e-06,1.5670885043e-05,1.83396613,19.98626045710526,-8.2181074138e-06,-5.8436189221e-06,-9.9931265299,5.3173846666e-06,-6.5168517556e-07,9.9931339272
0.852,1.8320799575046203,1.832092509189417,-1.9054922286e-05,4.5005794699e-06,-1.8320799574,-8.670069608e-06,1.5889321411e-05,1.8320925091,19.98992650360527,-8.2372061536e-06,-5.8392625789e-06,-9.9949595469,5.3088624218e-06,-6.3590595341e-07,9.9949669567
0.853,1.8302141513047139,1.830226864292838,-1.8986386671e-05,4.7764084996e-06,-1.8302141512,-8.9592475626e-06,1.6110915283e-05,1.8302268642,19.993588807405278,-8.2562223649e-06,-5.8346208278e-06,-9.9967906925,5.3000449136e-06,-6.1990548476e-07,9.9967981149
0.854,1.828357890804818,1.8283706955964019,-1.8910929304e-05,5.0661705234e-06,-1.8283578907,-9.2539656291e-06,1.6336470122e-05,1.8283706955,19.997247393205285,-8.2751748116e-06,-5.8297035852e-06,-9.998619979,5.2909409447e-06,-6.0368247995e-07,9.9986274142
0.855,1.8264785676047293,1.8264913762002741,-1.8802018931e-05,5.3903085334e-06,-1.8264785675,-9.5765037575e-06,1.6570778496e-05,1.8264913761,20.000902248005296,-8.2940320906e-06,-5.8244762824e-06,-10.0004474,5.2815268013e-06,-5.8722954234e-07,10.000454848
0.856,1.8245754604050242,1.824588372304067,-1.8735006701e-05,5.678816474e-06,-1.8245754603,-9.8696415089e-06,1.6803231468e-05,1.8245883722,20.004553315005303,-8.3127947137e-06,-5.8189365896e-06,-10.002272927,5.2717990602e-06,-5.7054180264e-07,10.002280388
0.857,1.822685478705454,1.8226985599078958,-1.8679221424e-05,5.9586876171e-06,-1.8226854786,-1.0152911434e-05,1.7036455956e-05,1.8226985598,20.00820058600531,-8.3315075784e-06,-5.8131227164e-06,-10.004096556,5.2617923989e-06,-5.5362311885e-07,10.00410403
0.858,1.8207923227053273,1.8208054447123536,-1.8541134611e-05,6.3075168199e-06,-1.8207923226,-1.0505844914e-05,1.7285136694e-05,1.8208054446,20.011844081005314,-8.3501199373e-06,-5.8069918045e-06,-10.005918297,5.2514652885e-06,-5.3646279712e-07,10.005925784
0.859,1.8188728973054535,1.8188860648167737,-1.8426755489e-05,6.6383585734e-06,-1.8188728972,-1.0841875981e-05,1.7528544416e-05,1.8188860647,20.015483764005324,-8.3685998403e-06,-5.8005155294e-06,-10.007738132,5.2407878189e-06,-5.1905497053e-07,10.007745632
0.86,1.816950089305886,1.8169634043210323,-1.8345985035e-05,6.9429673744e-06,-1.8169500892,-1.1145825759e-05,1.7764949367e-05,1.8169634042,20.01911959700533,-8.3869856739e-06,-5.7937244371e-06,-10.009556042,5.229793234e-06,-5.0140824933e-07,10.009563555
0.861,1.8150451022060798,1.8150585792256801,-1.8225214442e-05,7.2746870869e-06,-1.8150451021,-1.1480324832e-05,1.8012103141e-05,1.8150585791,20.022751603005336,-8.4052757865e-06,-5.7866187066e-06,-10.011372038,5.2184837808e-06,-4.8352082857e-07,10.011379565
0.862,1.8131381867061238,1.813151712830647,-1.807700143e-05,7.6194588941e-06,-1.8131381866,-1.18385966e-05,1.8265057612e-05,1.8131517127,20.026379804005344,-8.4234308429e-06,-5.779174131e-06,-10.013186132,5.2068274815e-06,-4.6538268882e-07,10.013193672
0.863,1.811201903406093,1.8112154558359177,-1.7903034386e-05,7.9870968705e-06,-1.8112019033,-1.2218976076e-05,1.8521594116e-05,1.8112154557,20.03000416200535,-8.4414229305e-06,-5.7713731271e-06,-10.014998304,5.1948003901e-06,-4.4698967536e-07,10.015005858
0.864,1.8092518708060854,1.8092655416413554,-1.7714952667e-05,8.3696365056e-06,-1.8092518707,-1.2606986804e-05,1.8776656508e-05,1.8092655415,20.033624629005356,-8.4592320621e-06,-5.7631950111e-06,-10.016808531,5.1823868881e-06,-4.2834010373e-07,10.016816098
0.865,1.8073007889061374,1.80731454604692,-1.7520837294e-05,8.7558528848e-06,-1.8073007888,-1.2995365186e-05,1.9031075085e-05,1.8073145459,20.03724119700536,-8.4768506094e-06,-5.7546325805e-06,-10.018616808,5.1695863784e-06,-4.0943679014e-07,10.018624389
0.866,1.80533778520635,1.8053516386526927,-1.7334293721e-05,9.1387739893e-06,-1.8053377851,-1.3385011783e-05,1.9291697559e-05,1.8053516385,20.040853851005366,-8.4942764577e-06,-5.7456843654e-06,-10.020423128,5.1563956238e-06,-3.9027543988e-07,10.020430723
0.867,1.8033752461067196,1.8033892531584625,-1.7160781459e-05,9.5088360263e-06,-1.803375246,-1.3767149296e-05,1.9544946371e-05,1.803389253,20.04446257700537,-8.5115230444e-06,-5.7363591936e-06,-10.022227484,5.142818454e-06,-3.7085616236e-07,10.022235093
0.868,1.8014181605071888,1.801432281764231,-1.6992387651e-05,9.8713373478e-06,-1.8014181604,-1.4140664006e-05,1.9792515245e-05,1.8014322816,20.048067385005375,-8.5285993185e-06,-5.7266688231e-06,-10.024029881,5.128864232e-06,-3.5118740188e-07,10.024037504
0.869,1.7994497830076377,1.7994639691703407,-1.6796575473e-05,1.0259244028e-05,-1.7994497829,-1.4535142727e-05,2.0044283692e-05,1.799463969,20.051668269005376,-8.5454965603e-06,-5.7166062014e-06,-10.025830316,5.1145283735e-06,-3.3126939964e-07,10.025837953
0.87,1.797460363308013,1.7974746076768886,-1.6560638071e-05,1.0679131859e-05,-1.7974603632,-1.4957032381e-05,2.0302532242e-05,1.7974746075,20.05526519700538,-8.5621772061e-06,-5.7061382913e-06,-10.027628773,5.0997837418e-06,-3.1109652083e-07,10.027636424
0.871,1.7954582348086257,1.7954725958834792,-1.6351152245e-05,1.107721507e-05,-1.7954582347,-1.536466443e-05,2.0561887237e-05,1.7954725957,20.058858131005383,-8.5786293299e-06,-5.6952573954e-06,-10.029425233,5.0846206366e-06,-2.9066406977e-07,10.029432898
0.872,1.793461084909426,1.7934755843900405,-1.6156301144e-05,1.1466289274e-05,-1.7934610848,-1.5760238717e-05,2.0815400353e-05,1.7934755842,20.062447064005383,-8.594885753e-06,-5.6839876525e-06,-10.031219692,5.0690595573e-06,-2.6997503912e-07,10.031227372
0.873,1.7914533734101836,1.7914679337969748,-1.5926058043e-05,1.1880183604e-05,-1.7914533733,-1.6179207918e-05,2.1070884412e-05,1.7914679336,20.066031997005386,-8.6109273573e-06,-5.6723147241e-06,-10.033012151,5.0530905715e-06,-2.4903231631e-07,10.033019846
0.874,1.789434836111144,1.7894495449040322,-1.5714345388e-05,1.2281254639e-05,-1.789434836,-1.6589898433e-05,2.1330389258e-05,1.7894495447,20.069612899005385,-8.6267478083e-06,-5.660234286e-06,-10.034802595,5.0367062637e-06,-2.2783217493e-07,10.034810304
0.875,1.7874268538120563,1.7874416994118163,-1.5446120287e-05,1.2728030605e-05,-1.7874268537,-1.7044431338e-05,2.1603383425e-05,1.7874416992,20.07318977400539,-8.6423353665e-06,-5.6477354858e-06,-10.036591025,5.0198952137e-06,-2.0636687143e-07,10.036598749
0.876,1.7853897457130332,1.7854045573202877,-1.5147127687e-05,1.3197766956e-05,-1.7853897456,-1.7537231415e-05,2.1887242605e-05,1.7854045571,20.076762615005386,-8.6576261195e-06,-5.6347678241e-06,-10.038377438,5.002601388e-06,-1.8462104354e-07,10.038385177
0.877,1.783323619814421,1.7833385873279963,-1.4951482043e-05,1.3585018329e-05,-1.7833236197,-1.7956030082e-05,2.2153331064e-05,1.7833385871,20.080331342005387,-8.6726695793e-06,-5.6213718225e-06,-10.040161794,4.9848496206e-06,-1.6259908231e-07,10.040169548
0.878,1.7812782821158062,1.7812934314359674,-1.4721356757e-05,1.3994559303e-05,-1.781278282,-1.839026727e-05,2.2415447057e-05,1.7812934312,20.083895957005385,-8.6875163443e-06,-5.6075891803e-06,-10.041944094,4.96668343e-06,-1.403158856e-07,10.041951863
0.879,1.7792194001171666,1.7792346065444695,-1.4452649266e-05,1.4423971302e-05,-1.7792194,-1.8847970441e-05,2.2686805301e-05,1.7792346063,20.087456474005382,-8.7020999413e-06,-5.5933768865e-06,-10.043724345,4.9480614617e-06,-1.177649842e-07,10.043732129
0.88,1.7771536442187232,1.7771690130529452,-1.4216401266e-05,1.4828107178e-05,-1.7771536441,-1.9282160373e-05,2.2961951507e-05,1.7771690128,20.091012861005385,-8.7164367655e-06,-5.5787527953e-06,-10.045502531,4.9289985405e-06,-9.4941489542e-08,10.04551033
0.881,1.7750791377203858,1.7750945468619725,-1.3951328843e-05,1.5256119892e-05,-1.7750791376,-1.9742292712e-05,2.3244214595e-05,1.7750945466,20.09456511400538,-8.7305201645e-06,-5.5637104572e-06,-10.04727865,4.9094858389e-06,-7.1838134838e-08,10.047286464
0.882,1.7729765414222634,1.7729920417705616,-1.3730939601e-05,1.5652510235e-05,-1.7729765413,-2.0160072973e-05,2.3515495252e-05,1.7729920415,20.098113188005378,-8.7443581954e-06,-5.5482541155e-06,-10.049052679,4.889531255e-06,-4.8457448113e-08,10.049060509
0.883,1.7708739303242629,1.7708895901796013,-1.3479495124e-05,1.6075162589e-05,-1.7708739302,-2.0597192224e-05,2.3791651811e-05,1.7708895899,20.101657053005372,-8.7579690621e-06,-5.5323944549e-06,-10.050824604,4.8691573968e-06,-2.4805061792e-08,10.050832449
0.884,1.7687721011263513,1.7687879067888588,-1.3231997324e-05,1.6489014075e-05,-1.768772101,-2.1037851031e-05,2.4068000438e-05,1.7687879065,20.105196715005366,-8.7713181109e-06,-5.5161067205e-06,-10.052594427,4.8483350588e-06,-8.7406577125e-10,10.052602288
0.885,1.766665673528573,1.7666815688980706,-1.2997729407e-05,1.6892324996e-05,-1.7666656734,-2.1466138287e-05,2.4339197065e-05,1.7666815686,20.108732171005364,-8.784438204e-06,-5.4994203915e-06,-10.054362147,4.8270868437e-06,2.3328918723e-08,10.054370024
0.886,1.7645336140309682,1.7645495874077204,-1.2743347254e-05,1.7314806863e-05,-1.7645336139,-2.1912221574e-05,2.4613615474e-05,1.7645495871,20.11226338900536,-8.797303362e-06,-5.4823128103e-06,-10.056127748,4.8053937622e-06,4.780607653e-08,10.056135641
0.887,1.7624024801334774,1.7624186377171218,-1.252327098e-05,1.7710152822e-05,-1.76240248,-2.2328533357e-05,2.4884533075e-05,1.7624186374,20.115790339005354,-8.809940664e-06,-5.4648033275e-06,-10.057891215,4.7832761043e-06,7.2554373251e-08,10.057899124
0.888,1.760263258436248,1.7602794783277267,-1.2226623499e-05,1.8170707967e-05,-1.7602632583,-2.2807757155e-05,2.5171172372e-05,1.760279478,20.11931302600535,-8.8223184134e-06,-5.4468657981e-06,-10.05965255,4.7607109538e-06,9.7581209833e-08,10.059660476
0.889,1.7581148912391327,1.7581313239378569,-1.1998252568e-05,1.8581307513e-05,-1.7581148911,-2.3241600671e-05,2.5452330313e-05,1.7581313236,20.122831418005344,-8.8344216104e-06,-5.4284822534e-06,-10.061411738,4.7376796489e-06,1.2289415211e-07,10.06141968
0.89,1.7559817460420974,1.7559982952483713,-1.1761395416e-05,1.89923793e-05,-1.7559817459,-2.3688218189e-05,2.5736102569e-05,1.7559982949,20.126345532005338,-8.8463126982e-06,-5.409703629e-06,-10.063168787,4.7142234501e-06,1.4848678986e-07,10.063176745
0.891,1.75381424524529,1.7538308249598933,-1.1451548516e-05,1.9454700344e-05,-1.7538142451,-2.4184813306e-05,2.6028413234e-05,1.7538308246,20.12985535100533,-8.8579146677e-06,-5.3904762779e-06,-10.064923688,4.6902830438e-06,1.7436997316e-07,10.064931663
0.892,1.7516398889483775,1.7516566604704105,-1.1243952527e-05,1.9833842246e-05,-1.7516398888,-2.4608907036e-05,2.6307128229e-05,1.7516566601,20.13336082000532,-8.8692572815e-06,-5.3708276808e-06,-10.066676414,4.6658832114e-06,2.0053806836e-07,10.066684406
0.893,1.7494687033516678,1.7494856180815763,-1.1003907429e-05,2.0238328173e-05,-1.7494687032,-2.5061643305e-05,2.6590202055e-05,1.7494856177,20.136861946005315,-8.8803867318e-06,-5.3507961544e-06,-10.068426969,4.6410519858e-06,2.2698651913e-07,10.068434977
0.894,1.7473019979551612,1.7473191038929825,-1.0758524218e-05,2.0651408387e-05,-1.7473019978,-2.5521211788e-05,2.6870046347e-05,1.7473191035,20.140358731005303,-8.8912676808e-06,-5.3303513337e-06,-10.070175353,4.615760833e-06,2.5371681189e-07,10.070183378
0.895,1.7451352421589181,1.7451524528048619,-1.0490962703e-05,2.1085713365e-05,-1.745135242,-2.5997920604e-05,2.7151429009e-05,1.7451524524,20.143851188005293,-8.9018955136e-06,-5.3094855063e-06,-10.071921573,4.5900030354e-06,2.8072721406e-07,10.071929615
0.896,1.7429476323627782,1.7429649124166893,-1.0245100141e-05,2.1505013741e-05,-1.7429476322,-2.6458383611e-05,2.7431800782e-05,1.742964912,20.14733929200528,-8.912255701e-06,-5.2881841626e-06,-10.073665616,4.5637698813e-06,3.0801950483e-07,10.073673676
0.897,1.740745141966424,1.7407625822275852,-1.0094126055e-05,2.1852050665e-05,-1.7407451418,-2.685635266e-05,2.770170982e-05,1.7407625818,20.15082300200527,-8.9224214751e-06,-5.2665025584e-06,-10.075407462,4.5371096468e-06,3.3558701559e-07,10.07541554
0.898,1.73855259727047,1.7385701930394613,-9.8637372594e-06,2.2258687727e-05,-1.7385525971,-2.7304373521e-05,2.7973913745e-05,1.7385701926,20.154302317005264,-8.9324132721e-06,-5.2444569747e-06,-10.077147111,4.5100379122e-06,3.6342375331e-07,10.077155206
0.899,1.7363463777747732,1.7363640984518616,-9.6078870105e-06,2.2685278441e-05,-1.7363463776,-2.7770554311e-05,2.8248701816e-05,1.736364098,20.157777235005252,-8.9421406876e-06,-5.2219789643e-06,-10.078884561,4.4824949192e-06,3.9153574325e-07,10.078892674
0.9,1.7341449348791542,1.7341628019642545,-9.3838300758e-06,2.3093347791e-05,-1.7341449347,-2.8220673588e-05,2.8526824949e-05,1.7341628015,20.16124774400524,-8.9516416953e-06,-5.1990940437e-06,-10.080619807,4.4545036244e-06,4.1992226765e-07,10.080627937
0.901,1.7319309641838216,1.7319489483773292,-9.1301284966e-06,2.3523889866e-05,-1.731930964,-2.8696803558e-05,2.8808198716e-05,1.7319489479,20.164713840005227,-8.9608981844e-06,-5.1757847015e-06,-10.082352846,4.4260443231e-06,4.4859054028e-07,10.082360994
0.902,1.7297184356886317,1.7297365974906214,-8.8628968617e-06,2.3958483664e-05,-1.7297184355,-2.917761552e-05,2.9085355235e-05,1.729736597,20.168175506005216,-8.9698925351e-06,-5.1520416935e-06,-10.08408367,4.397105599e-06,4.7753777444e-07,10.084091836
0.903,1.7275161087934452,1.727534455503669,-8.6164617283e-06,2.4374504395e-05,-1.7275161086,-2.9639533783e-05,2.9354883791e-05,1.727534455,20.1716327570052,-8.9786375759e-06,-5.1278784439e-06,-10.085812286,4.3676996418e-06,5.0675801226e-07,10.085820471
0.904,1.7252994643985766,1.7253178500174395,-8.3203732306e-06,2.4818950942e-05,-1.7252994642,-3.012746855e-05,2.9628213367e-05,1.7253178495,20.17508559700519,-8.9870981977e-06,-5.1032756688e-06,-10.087538697,4.3378108516e-06,5.3625005228e-07,10.0875469
0.905,1.7230721649033611,1.723090732630202,-8.1042776627e-06,2.5201828354e-05,-1.7230721647,-3.0555590196e-05,2.9891940984e-05,1.7230907321,20.178533985005174,-8.995319406e-06,-5.0782712184e-06,-10.089262882,4.3074742655e-06,5.6601000523e-07,10.089271103
0.906,1.7208388622087536,1.7208575395442343,-7.7959648427e-06,2.5645382248e-05,-1.720838862,-3.1040992914e-05,3.015884532e-05,1.720857539,20.18197791800516,-9.0032591882e-06,-5.0528398087e-06,-10.090984839,4.276669285e-06,5.9603652766e-07,10.090993079
0.907,1.718622991113212,1.7186419588561723,-7.6555811879e-06,2.5966416434e-05,-1.7186229909,-3.141600263e-05,3.040980552e-05,1.7186419583,20.185417391005146,-9.010986634e-06,-5.0270350639e-06,-10.092704566,4.2454418576e-06,6.26320836e-07,10.092712825
0.908,1.7164146601186585,1.7164337107703012,-7.3807250181e-06,2.6384498217e-05,-1.7164146599,-3.188417908e-05,3.067844533e-05,1.7164337102,20.188852452005126,-9.0185083732e-06,-5.0008622826e-06,-10.094422087,4.2137946814e-06,6.5686363892e-07,10.094430365
0.909,1.7141986361238977,1.714217870084064,-7.1659730579e-06,2.6763008114e-05,-1.7141986359,-3.2318581382e-05,3.0950519926e-05,1.7142178695,20.192283083005112,-9.0257818156e-06,-4.9742889041e-06,-10.096137393,4.1816939159e-06,6.8767769645e-07,10.09614569
0.91,1.7119803974300134,1.7119997313995603,-6.8493878192e-06,2.7214745983e-05,-1.7119803972,-3.2823443797e-05,3.1233250829e-05,1.7119997308,20.195709284005098,-9.0327947281e-06,-4.947303215e-06,-10.097850484,4.1491261428e-06,7.1876948174e-07,10.0978588
0.911,1.7097549664356642,1.7097744904141299,-6.606778944e-06,2.7608080314e-05,-1.7097549662,-3.3277433114e-05,3.1506501368e-05,1.7097744898,20.19913103700508,-9.0395157792e-06,-4.9198867007e-06,-10.099561351,4.1160716019e-06,7.5013961029e-07,10.099569686
0.912,1.7075372906421526,1.7075569594303461,-6.2845619289e-06,2.8061963617e-05,-1.7075372904,-3.3792174905e-05,3.1792964963e-05,1.7075569588,20.20254834900506,-9.0459760425e-06,-4.8920622627e-06,-10.101269997,4.0825466332e-06,7.8178796662e-07,10.101278352
0.913,1.7053055558492263,1.7053253364474334,-5.90406e-06,2.855093072e-05,-1.7053055556,-3.4337531334e-05,3.2079642413e-05,1.7053253358,20.205961215005043,-9.0520658985e-06,-4.8637517728e-06,-10.10297642,4.048478003e-06,8.13725271e-07,10.102984795
0.914,1.703073795155619,1.7030937880632595,-5.6131977394e-06,2.8968397251e-05,-1.7030737949,-3.4817273786e-05,3.2356498615e-05,1.7030937874,20.209369611005027,-9.0578180247e-06,-4.8349869296e-06,-10.104680608,4.0138956727e-06,8.4594415435e-07,10.104689003
0.915,1.7008546820623727,1.7008748600797452,-5.2803353862e-06,2.9404653542e-05,-1.7008546818,-3.5317659021e-05,3.2634120067e-05,1.7008748594,20.212773559005004,-9.0632734041e-06,-4.8058055653e-06,-10.106382572,3.9788338742e-06,8.7843875941e-07,10.106390987
0.916,1.6986321350694742,1.6986524370969116,-4.9182117529e-06,2.9854422679e-05,-1.6986321348,-3.5836758006e-05,3.2914254278e-05,1.6986524364,20.216173069004988,-9.0683731043e-06,-4.7761761719e-06,-10.108082317,3.9432560783e-06,9.112134357e-07,10.108090752
0.917,1.6963953793769044,1.6964158017142676,-4.5407329663e-06,3.0312712676e-05,-1.6963953791,-3.6354756124e-05,3.3192197946e-05,1.696415801,20.21956811800497,-9.0731006401e-06,-4.7460912746e-06,-10.109779831,3.9071586426e-06,9.4426667791e-07,10.109788287
0.918,1.6941603748834715,1.6941810321302055,-4.2684992075e-06,3.0696446637e-05,-1.6941603746,-3.6801125087e-05,3.3464576747e-05,1.6941810314,20.222958692004948,-9.0774982042e-06,-4.715581763e-06,-10.111475108,3.8705757075e-06,9.775956397e-07,10.111483584
0.919,1.6919368164906272,1.6919576138470451,-3.9457806883e-06,3.1110723728e-05,-1.6919368162,-3.7278386117e-05,3.3738092089e-05,1.6919576131,20.226344811004925,-9.0816155238e-06,-4.6846847949e-06,-10.113168157,3.8335426682e-06,1.0111964596e-06,10.113176654
0.92,1.689711932697121,1.6897329727629098,-3.6941203065e-06,3.1471433753e-05,-1.6897119324,-3.770698077e-05,3.4006043e-05,1.689732972,20.229726477004903,-9.0854297482e-06,-4.6533897855e-06,-10.11485898,3.7960459017e-06,1.0450689307e-06,10.114867497
0.921,1.6874948019056175,1.6875159582815906,-3.2818216617e-06,3.1948175643e-05,-1.6874948016,-3.8239787171e-05,3.4287200842e-05,1.6875159575,20.233103708004883,-9.0889331684e-06,-4.621691483e-06,-10.116547585,3.758082886e-06,1.0792138796e-06,10.116556123
0.922,1.6852787659141917,1.685300179000316,-2.9024914708e-06,3.2412608831e-05,-1.6852787656,-3.8759531564e-05,3.4572297022e-05,1.6853001782,20.236476498004862,-9.0920260734e-06,-4.589512395e-06,-10.118233969,3.7195846052e-06,1.1136431685e-06,10.118242529
0.923,1.6830644192240196,1.6830859558207063,-2.4560133144e-06,3.2934174238e-05,-1.6830644189,-3.9332077373e-05,3.4865838146e-05,1.683085955,20.239844866004834,-9.0946986955e-06,-4.5568349735e-06,-10.119918142,3.6805350538e-06,1.1483622492e-06,10.119926724
0.924,1.6808410821331667,1.6808627829400604,-2.0823183003e-06,3.3401563909e-05,-1.6808410818,-3.985383943e-05,3.5152874782e-05,1.6808627821,20.24320879300481,-9.0969697097e-06,-4.5236670915e-06,-10.121600095,3.640942552e-06,1.1833717611e-06,10.121608698
0.925,1.6786119863430482,1.6786338365602387,-1.6553697968e-06,3.3896160949e-05,-1.678611986,-4.0399018277e-05,3.5439684314e-05,1.6786338357,20.24656826900479,-9.098837844e-06,-4.4900172129e-06,-10.123279822,3.6008144253e-06,1.2186686678e-06,10.123288447
0.926,1.6763874466526998,1.676409534080167,-1.2553218302e-06,3.4364913104e-05,-1.6763874463,-4.0924412272e-05,3.5724410367e-05,1.6764095332,20.249923289004766,-9.100291651e-06,-4.4558848887e-06,-10.124957321,3.5601519576e-06,1.2542511208e-06,10.124965968
0.927,1.6741657801622423,1.6741880264997382,-8.7406557966e-07,3.4815849403e-05,-1.6741657798,-4.1431627328e-05,3.6001148932e-05,1.6741880256,20.253273865004736,-9.1013544198e-06,-4.4212934063e-06,-10.126632598,3.5189720505e-06,1.2901144959e-06,10.126641267
0.928,1.6719445679717628,1.6719670038190193,-5.0644200184e-07,3.5254460389e-05,-1.6719445676,-4.1923387205e-05,3.6270779141e-05,1.6719670029,20.256619997004712,-9.1020480838e-06,-4.3862602714e-06,-10.128305653,3.4772957662e-06,1.3262509453e-06,10.128314344
0.929,1.669724027481498,1.6697466422384208,-1.401554995e-07,3.5692764843e-05,-1.6697240271,-4.241223896e-05,3.653836762e-05,1.6697466413,20.259961688004687,-9.1023724956e-06,-4.350787726e-06,-10.129976487,3.4351298645e-06,1.3626547823e-06,10.129985201
