t_ps,v_spline_Aps,F_drag_amuAps2
4.54,3.291474900106392,130.1644823587377
4.541,3.2912845436527225,130.1357907116366
4.542,3.2910941871315114,130.10709432302875
4.543,3.2909038305428977,130.07839322426463
4.544,3.2907134738870223,130.04968746073655
4.545,3.2905231171640255,130.02097708245927
4.546,3.29033276037405,129.99226211594004
4.547,3.290142403517236,129.96354258770407
4.548,3.289952046593723,129.93481853823758
4.549,3.2897616896036532,129.90608998000047
4.55,3.289571332547167,129.8773569207449
4.551,3.2893809754244066,129.8486193868577
4.552,3.2891906182355104,129.81987742812507
4.553,3.289000260980621,129.79113108963026
4.554,3.2888099036598777,129.7623803929414
4.555,3.2886195462734227,129.73362535029912
4.556,3.2884291888213975,129.7048660205933
4.557,3.2882388313039406,129.67610243472365
4.558,3.2880484737211946,129.6473346514667
4.559,3.2878581160733007,129.61856270159103
4.56,3.2876677583603975,129.5897865599331
4.561,3.2874774005826275,129.56100623394013
4.562,3.2872870427401315,129.53222178684973
4.563,3.2870966848330507,129.5034332539695
4.564,3.2869063268615255,129.47464065660864
4.565,3.286715968825695,129.44584403929875
4.566,3.286525610725702,129.41704347895424
4.567,3.2863352525616887,129.38823899214208
4.568,3.2861448943337934,129.35943066499607
4.569,3.285954536042158,129.33061855567036
4.57,3.285764177686922,129.30180276390698
4.571,3.2855738192682282,129.2729833614667
4.572,3.2853834607862167,129.2441604153735
4.573,3.2851931022410277,129.21533402029766
4.574,3.2850027436328024,129.18650428464207
4.575,3.284812384961683,129.15767133033057
4.576,3.284622026227809,129.12883525139267
4.577,3.28443166743132,129.0999961878908
4.578,3.2842413085723594,129.07115425652455
4.579,3.284050949651067,129.04230959224267
4.58,3.283860590667582,129.01346230211405
4.581,3.283670231622048,128.98461252066468
4.582,3.2834798725146044,128.95576034994195
4.583,3.283289513345392,128.92690589643064
4.584,3.283099154114553,128.89804923881672
4.585,3.282908794822226,128.8691904740325
4.586,3.2827184354685532,128.84032973100233
4.587,3.282528076053675,128.8114671201273
4.588,3.282337716577732,128.78260271945533
4.589,3.2821473570408655,128.75373661608782
4.59,3.2819569974432183,128.7248689473887
4.591,3.281766637784927,128.69599984132444
4.592,3.2815762780661357,128.66712942106213
4.593,3.281385918286984,128.63825781413655
4.594,3.2811955584476133,128.6093850975093
4.595,3.2810051985481645,128.58051132971127
4.596,3.2808148385887774,128.55163655541608
4.597,3.2806244785695924,128.5227608466976
4.598,3.2804341184907533,128.49388428009792
4.599,3.2802437583523987,128.4650069502099
4.6,3.2800533981546693,128.4361289514125
4.601,3.279863037897706,128.40725037335878
4.602,3.27967267758165,128.37837130564904
4.603,3.2794823172066434,128.34949181945348
4.604,3.279291956772826,128.3206119539076
4.605,3.2791015962803374,128.29173172075667
4.606,3.2789112357293204,128.2628511499816
4.607,3.278720875119915,128.23397031245491
4.608,3.278530514452262,128.2050892789138
4.609,3.2783401537265022,128.17620812
4.61,3.278149792942776,128.14732686529211
4.611,3.277959432101225,128.1184455580256
4.612,3.2777690712019902,128.0895643230426
4.613,3.277578710245211,128.06068326224306
4.614,3.2773883492310305,128.0318024683318
4.615,3.277197988159588,128.00292203832566
4.616,3.2770076270310247,127.97404204193204
4.617,3.276817265845481,127.9451625668238
4.618,3.276626904603098,127.91628370957304
4.619,3.2764365433040177,127.88740560735832
4.62,3.27624618194838,127.8585283879575
4.621,3.2760558205363237,127.8296521426943
4.622,3.2758654590679934,127.80077699441293
4.623,3.2756750975435276,127.77190308834625
4.624,3.275484735963068,127.74303059203152
4.625,3.275294374326755,127.71415968628189
4.626,3.2751040126347286,127.68529054252848
4.627,3.2749136508871315,127.65642328233517
4.628,3.274723289084103,127.62755802252619
4.629,3.274532927225786,127.59869486169963
4.63,3.2743425653123186,127.56983391177519
4.631,3.2741522033438435,127.54097528448739
4.632,3.273961841320501,127.51211910029225
4.633,3.2737714792424324,127.4832655243363
4.634,3.273581117109777,127.45441464065502
4.635,3.2733907549226777,127.42556656905208
4.636,3.273200392681274,127.39672144255834
4.637,3.273010030385707,127.36787943873288
4.638,3.272819668036118,127.33904068111016
4.639,3.272629305632647,127.31020526163184
4.64,3.2724389431754353,127.28137327203596
4.641,3.2722485806646233,127.25254479937567
4.642,3.2720582181003532,127.22371993499385
4.643,3.2718678554827654,127.19489878797383
4.644,3.2716774928119987,127.16608146274814
4.645,3.2714871300881976,127.13726807244755
4.646,3.271296767311499,127.10845877012244
4.647,3.2711064044820466,127.0796536550094
4.648,3.2709160415999805,127.05085281270419
4.649,3.270725678665441,127.0220563598296
4.65,3.270535315678569,126.99326441723245
4.651,3.270344952639505,126.96447708774204
4.652,3.2701545895483917,126.93569446059034
4.653,3.269964226405368,126.90691663812571
4.654,3.269773863210575,126.87814372694994
4.655,3.269583499964154,126.8493758379355
4.656,3.2693931366662468,126.82061302837776
4.657,3.2692027733169926,126.79185541322349
4.658,3.2690124099165323,126.76310316931162
4.659,3.268822046465008,126.73435643757946
4.66,3.268631682962559,126.70561529662868
4.661,3.268441319409328,126.676879802701
4.662,3.268250955805455,126.64815003856792
4.663,3.268060592151079,126.61942610016723
4.664,3.2678702284463443,126.59070810541448
4.665,3.267679864691389,126.56199618081766
4.666,3.267489500886354,126.53329043939729
4.667,3.267299137031383,126.50459094094813
4.668,3.2671087731266133,126.47589776276833
4.669,3.266918409172188,126.44721100852684
4.67,3.266728045168247,126.41853081704451
4.671,3.2665376811149325,126.38985730478386
4.672,3.2663473170123836,126.3611905703573
4.673,3.2661569528607415,126.3325306417571
4.674,3.2659665886601457,126.30387756888194
4.675,3.2657762244107413,126.2752314059266
4.676,3.2655858601126653,126.24659225983459
4.677,3.265395495766059,126.2179602768968
4.678,3.2652051313710655,126.18933559875315
4.679,3.2650147669278233,126.16071828317291
4.68,3.264824402436474,126.13210836589178
4.681,3.264634037897159,126.1035059132934
4.682,3.264443673310018,126.07491100911804
4.683,3.264253308675192,126.0463237544512
4.684,3.264062943992823,126.0177442282729
4.685,3.2638725792630505,125.98917243059063
4.686,3.2636822144860167,125.96060842268821
4.687,3.2634918496618615,125.93205229638744
4.688,3.263301484790726,125.90350413900288
4.689,3.2631111198727516,125.87496400268941
4.69,3.2629207549080776,125.84643195693397
4.691,3.2627303898968467,125.81790807116127
4.692,3.262540024839198,125.78939243647898
4.693,3.262349659735273,125.7608850740144
4.694,3.2621592945852136,125.73238601795313
4.695,3.2619689293891585,125.70389530674545
4.696,3.2617785641472508,125.67541307461981
