t_ps,v_spline_Aps,F_drag_amuAps2
2.972,4.739970724728974,330.2302180579703
2.973,4.739331458120256,330.19254526506415
2.974,4.738692190384016,330.1547034236826
2.975,4.73805292153016,330.1166921000595
2.976,4.737413651568602,330.0785112493807
2.977,4.736774380509256,330.04016069629347
2.978,4.736135108362028,330.00164030458575
2.979,4.735495835136835,329.9629501389469
2.98,4.734856560843586,329.92408991763205
2.981,4.734217285492193,329.8850593200343
2.982,4.733578009092567,329.8458580866609
2.983,4.732938731654621,329.8064863842544
2.984,4.732299453188268,329.7669441586703
2.985,4.731660173703414,329.7272315069848
2.986,4.731020893209975,329.68734827916575
2.987,4.7303816117178625,329.6472945613974
2.988,4.729742329236988,329.6070705487495
2.989,4.729103045777261,329.56667640171025
2.99,4.7284637613485945,329.52611230336043
2.991,4.727824475960901,329.48537840712856
2.992,4.727185189624091,329.44447471865675
2.993,4.726545902348077,329.40340165402415
2.994,4.725906614142768,329.3621590092886
2.995,4.725267325018079,329.3207469787454
2.996,4.72462803498392,329.2791652403539
2.997,4.723988744050204,329.237413151175
2.998,4.72334945222684,329.19549058686675
2.999,4.72271015952374,329.1533975658922
3.0,4.722070865950818,329.1111339374419
3.001,4.721431571517984,329.06869965843487
3.002,4.720792276235149,329.026094763223
3.003,4.7201529801122275,328.9833191396195
3.004,4.719513683159126,328.940372848313
3.005,4.718874385385761,328.8972559549346
3.006,4.718235086802042,328.85396770647145
3.007,4.71759578741788,328.81050808088344
3.008,4.7169564872431895,328.76687701455353
3.009,4.716317186287878,328.7230743775956
3.01,4.7156778845618605,328.6791003366925
3.011,4.715038582075047,328.6349552377742
3.012,4.714399278837347,328.5906386533377
3.013,4.713759974858678,328.54615087611603
3.014,4.713120670148944,328.5014926110474
3.015,4.712481364718064,328.4566641503973
3.016,4.711842058575946,328.41166568744734
3.017,4.7112027517325,328.3664977428216
3.018,4.710563444197642,328.32116031362204
3.019,4.709924135981278,328.2756535854315
3.02,4.709284827093325,328.22997793404545
3.021,4.708645517543692,328.18413373011765
3.022,4.70800620734229,328.1381212843402
3.023,4.707366896499032,328.0919405278188
3.024,4.706727585023829,328.04559157239976
3.025,4.706088272926594,327.9990743321413
3.026,4.705448960217235,327.95238884104265
3.027,4.704809646905667,327.9055352856572
3.028,4.704170333001801,327.8585137338258
3.029,4.703531018515547,327.8113242161204
3.03,4.702891703456819,327.7639670032815
3.031,4.702252387835527,327.7164418396286
3.032,4.7016130716615825,327.6687485634635
3.033,4.700973754944897,327.62088715418645
3.034,4.700334437695384,327.5728574163877
3.035,4.6996951199229535,327.52465942167566
3.036,4.699055801637517,327.47629301426787
3.037,4.698416482848986,327.4277579339005
3.038,4.697777163567274,327.3790537912502
3.039,4.697137843802289,327.3301805092266
3.04,4.696498523563946,327.2811378560476
3.041,4.695859202862156,327.23192544678284
3.042,4.695219881706829,327.18254324242446
3.043,4.694580560107878,327.1329907211385
3.044,4.693941238075214,327.08326731888667
3.045,4.693301915618748,327.0333726268314
3.046,4.692662592748394,326.98330603986943
3.047,4.6920232694740625,326.93306730304744
3.048,4.691383945805662,326.88265592433396
3.049,4.690744621753109,326.8320713689403
3.05,4.690105297326312,326.7813132891978
3.051,4.689465972535182,326.73038061216175
3.052,4.688826647389634,326.679272518464
3.053,4.688187321899576,326.6279884344382
3.054,4.687547996074923,326.5765282119793
3.055,4.686908669925584,326.52489160740936
3.056,4.686269343461472,326.4730782428833
3.057,4.685630016692499,326.4210877976833
3.058,4.684990689628573,326.36892025061536
3.059,4.6843513622796085,326.31657553625655
3.06,4.683712034655519,326.2640533083679
3.061,4.683072706766213,326.2113528175588
3.062,4.682433378621603,326.1584740903853
3.063,4.681794050231601,326.1054168580421
3.064,4.681154721606117,326.0521806099608
3.065,4.680515392755066,325.9987650503295
3.066,4.679876063688356,325.9451696293231
