# Tier-0 MD ensemble-mean trajectory. run=9A_drag_percase_linear_cubic_N50, N=50, ion_steps=3000, window=[2.67,14.081] ps, m_eff=202.953908 amu.
# time_ps,mean_distance_A,mean_speed_I1_Aps,mean_speed_I2_Aps
1.644999999999977192e+01,1.223995597728239630e+02,3.048781115199470815e+00,3.048781115199470815e+00
1.645999999999977348e+01,1.224605398274738803e+02,3.049224182695917662e+00,3.049224182695917662e+00
1.646999999999977504e+01,1.225215287403035092e+02,3.049666932950247933e+00,3.049666932950247933e+00
1.647999999999977661e+01,1.225825265049619759e+02,3.050109365333356859e+00,3.050109365333356859e+00
1.648999999999977817e+01,1.226435331150853614e+02,3.050551479224807849e+00,3.050551479224807849e+00
1.649999999999977973e+01,1.227045485642978520e+02,3.050993274012784529e+00,3.050993274012784529e+00
1.650999999999978129e+01,1.227655728462112279e+02,3.051434749094032117e+00,3.051434749094032117e+00
1.651999999999978286e+01,1.228266059544253466e+02,3.051875903873762841e+00,3.051875903873762841e+00
1.652999999999978442e+01,1.228876478825283129e+02,3.052316737765653265e+00,3.052316737765653265e+00
1.653999999999978598e+01,1.229486986240965649e+02,3.052757250191771909e+00,3.052757250191771909e+00
1.654999999999978755e+01,1.230097581726950864e+02,3.053197440582496647e+00,3.053197440582496647e+00
1.655999999999978911e+01,1.230708265218774073e+02,3.053637308376482729e+00,3.053637308376482729e+00
1.656999999999979067e+01,1.231319036651862433e+02,3.054076853020600169e+00,3.054076853020600169e+00
1.657999999999979224e+01,1.231929895961529127e+02,3.054516073969884449e+00,3.054516073969884449e+00
1.658999999999979380e+01,1.232540843082980615e+02,3.054954970687461469e+00,3.054954970687461469e+00
1.659999999999979536e+01,1.233151877951319761e+02,3.055393542644514682e+00,3.055393542644514682e+00
1.660999999999979693e+01,1.233763000501540290e+02,3.055831789320208713e+00,3.055831789320208713e+00
1.661999999999979849e+01,1.234374210668534602e+02,3.056269710201653389e+00,3.056269710201653389e+00
1.662999999999980005e+01,1.234985508387093063e+02,3.056707304783836676e+00,3.056707304783836676e+00
1.663999999999980162e+01,1.235596893591906849e+02,3.057144572569574947e+00,3.057144572569574947e+00
1.664999999999980318e+01,1.236208366217565384e+02,3.057581513069462797e+00,3.057581513069462797e+00
1.665999999999980474e+01,1.236819926198565014e+02,3.058018125801796661e+00,3.058018125801796661e+00
1.666999999999980631e+01,1.237431573469302180e+02,3.058454410292551273e+00,3.058454410292551273e+00
1.667999999999980787e+01,1.238043307964084079e+02,3.058890366075307732e+00,3.058890366075307732e+00
1.668999999999980943e+01,1.238655129617121986e+02,3.059325992691203755e+00,3.059325992691203755e+00
1.669999999999981100e+01,1.239267038362536226e+02,3.059761289688883057e+00,3.059761289688883057e+00
1.670999999999981256e+01,1.239879034134359443e+02,3.060196256624429179e+00,3.060196256624429179e+00
1.671999999999981412e+01,1.240491116866535037e+02,3.060630893061333513e+00,3.060630893061333513e+00
1.672999999999981569e+01,1.241103286492919864e+02,3.061065198570432244e+00,3.061065198570432244e+00
1.673999999999981725e+01,1.241715542947285087e+02,3.061499172729853058e+00,3.061499172729853058e+00
1.674999999999981881e+01,1.242327886163321580e+02,3.061932815124958296e+00,3.061932815124958296e+00
1.675999999999982037e+01,1.242940316074632392e+02,3.062366125348296997e+00,3.062366125348296997e+00
1.676999999999982194e+01,1.243552832614744688e+02,3.062799102999562706e+00,3.062799102999562706e+00
1.677999999999982350e+01,1.244165435717104060e+02,3.063231747685527306e+00,3.063231747685527306e+00
1.678999999999982506e+01,1.244778125315078370e+02,3.063664059019997055e+00,3.063664059019997055e+00
1.679999999999982663e+01,1.245390901341958880e+02,3.064096036623754404e+00,3.064096036623754404e+00
1.680999999999982819e+01,1.246003763730961680e+02,3.064527680124523812e+00,3.064527680124523812e+00
1.681999999999982975e+01,1.246616712415230523e+02,3.064958989156902902e+00,3.064958989156902902e+00
1.682999999999983132e+01,1.247229747327835128e+02,3.065389963362324721e+00,3.065389963362324721e+00
1.683999999999983288e+01,1.247842868401773728e+02,3.065820602388999561e+00,3.065820602388999561e+00
1.684999999999983444e+01,1.248456075569976917e+02,3.066250905891865663e+00,3.066250905891865663e+00
1.685999999999983601e+01,1.249069368765305228e+02,3.066680873532545704e+00,3.066680873532545704e+00
1.686999999999983757e+01,1.249682747920553112e+02,3.067110504979285501e+00,3.067110504979285501e+00
1.687999999999983913e+01,1.250296212968448231e+02,3.067539799906918052e+00,3.067539799906918052e+00
1.688999999999984070e+01,1.250909763841655291e+02,3.067968757996810680e+00,3.067968757996810680e+00
1.689999999999984226e+01,1.251523400472774910e+02,3.068397378936808639e+00,3.068397378936808639e+00
1.690999999999984382e+01,1.252137122794348016e+02,3.068825662421198253e+00,3.068825662421198253e+00
1.691999999999984539e+01,1.252750930738850315e+02,3.069253608150641632e+00,3.069253608150641632e+00
1.692999999999984695e+01,1.253364824238703079e+02,3.069681215832142485e+00,3.069681215832142485e+00
1.693999999999984851e+01,1.253978803226267331e+02,3.070108485179005697e+00,3.070108485179005697e+00
1.694999999999985008e+01,1.254592867633848101e+02,3.070535415910768506e+00,3.070535415910768506e+00
1.695999999999985164e+01,1.255207017393694571e+02,3.070962007753165413e+00,3.070962007753165413e+00
1.696999999999985320e+01,1.255821252438001636e+02,3.071388260438077555e+00,3.071388260438077555e+00
1.697999999999985477e+01,1.256435572698911187e+02,3.071814173703482975e+00,3.071814173703482975e+00
1.698999999999985633e+01,1.257049978108513670e+02,3.072239747293421974e+00,3.072239747293421974e+00
1.699999999999985789e+01,1.257664468598848373e+02,3.072664980957940717e+00,3.072664980957940717e+00
1.700999999999985945e+01,1.258279044101906976e+02,3.073089874453044601e+00,3.073089874453044601e+00
1.701999999999986102e+01,1.258893704549630570e+02,3.073514427540653848e+00,3.073514427540653848e+00
1.702999999999986258e+01,1.259508449873913776e+02,3.073938639988558652e+00,3.073938639988558652e+00
1.703999999999986414e+01,1.260123280006605597e+02,3.074362511570370327e+00,3.074362511570370327e+00
1.704999999999986571e+01,1.260738194879511553e+02,3.074786042065480451e+00,3.074786042065480451e+00
1.705999999999986727e+01,1.261353194424392115e+02,3.075209231259014686e+00,3.075209231259014686e+00
1.706999999999986883e+01,1.261968278572965403e+02,3.075632078941774594e+00,3.075632078941774594e+00
1.707999999999987040e+01,1.262583447256909324e+02,3.076054584910223877e+00,3.076054584910223877e+00
1.708999999999987196e+01,1.263198700407861423e+02,3.076476748966415986e+00,3.076476748966415986e+00
1.709999999999987352e+01,1.263814037957418464e+02,3.076898570917959930e+00,3.076898570917959930e+00
1.710999999999987509e+01,1.264429459837141252e+02,3.077320050577968313e+00,3.077320050577968313e+00
1.711999999999987665e+01,1.265044965978552653e+02,3.077741187765028030e+00,3.077741187765028030e+00
1.712999999999987821e+01,1.265660556313140859e+02,3.078161982303142086e+00,3.078161982303142086e+00
1.713999999999987978e+01,1.266276230772358247e+02,3.078582434021696290e+00,3.078582434021696290e+00
1.714999999999988134e+01,1.266891989287625506e+02,3.079002542755417071e+00,3.079002542755417071e+00
1.715999999999988290e+01,1.267507831790327941e+02,3.079422308344314185e+00,3.079422308344314185e+00
1.716999999999988447e+01,1.268123758211820871e+02,3.079841730633651409e+00,3.079841730633651409e+00
1.717999999999988603e+01,1.268739768483430339e+02,3.080260809473910122e+00,3.080260809473910122e+00
1.718999999999988759e+01,1.269355862536450559e+02,3.080679544720724028e+00,3.080679544720724028e+00
1.719999999999988916e+01,1.269972040302149594e+02,3.081097936234856061e+00,3.081097936234856061e+00
1.720999999999989072e+01,1.270588301711767940e+02,3.081515983882145981e+00,3.081515983882145981e+00
1.721999999999989228e+01,1.271204646696517386e+02,3.081933687533478849e+00,3.081933687533478849e+00
1.722999999999989384e+01,1.271821075187587269e+02,3.082351047064739724e+00,3.082351047064739724e+00
1.723999999999989541e+01,1.272437587116140776e+02,3.082768062356764815e+00,3.082768062356764815e+00
1.724999999999989697e+01,1.273054182413319211e+02,3.083184733295317947e+00,3.083184733295317947e+00
1.725999999999989853e+01,1.273670861010241282e+02,3.083601059771035935e+00,3.083601059771035935e+00
1.726999999999990010e+01,1.274287622838001681e+02,3.084017041679376181e+00,3.084017041679376181e+00
1.727999999999990166e+01,1.274904467827677621e+02,3.084432678920598470e+00,3.084432678920598470e+00
1.728999999999990322e+01,1.275521395910326987e+02,3.084847971399718780e+00,3.084847971399718780e+00
1.729999999999990479e+01,1.276138407016987344e+02,3.085262919026482198e+00,3.085262919026482198e+00
1.730999999999990635e+01,1.276755501078679345e+02,3.085677521715293192e+00,3.085677521715293192e+00
1.731999999999990791e+01,1.277372678026407300e+02,3.086091779385188971e+00,3.086091779385188971e+00
1.732999999999990948e+01,1.277989937791160315e+02,3.086505691959818609e+00,3.086505691959818609e+00
1.733999999999991104e+01,1.278607280303910727e+02,3.086919259367379098e+00,3.086919259367379098e+00
1.734999999999991260e+01,1.279224705495618082e+02,3.087332481540593143e+00,3.087332481540593143e+00
1.735999999999991417e+01,1.279842213297229989e+02,3.087745358416659869e+00,3.087745358416659869e+00
1.736999999999991573e+01,1.280459803639680842e+02,3.088157889937223732e+00,3.088157889937223732e+00
1.737999999999991729e+01,1.281077476453894519e+02,3.088570076048331448e+00,3.088570076048331448e+00
1.738999999999991886e+01,1.281695231670781823e+02,3.088981916700392016e+00,3.088981916700392016e+00
1.739999999999992042e+01,1.282313069221249577e+02,3.089393411848139870e+00,3.089393411848139870e+00
1.740999999999992198e+01,1.282930989036189828e+02,3.089804561450613551e+00,3.089804561450613551e+00
1.741999999999992355e+01,1.283548991046489505e+02,3.090215365471097098e+00,3.090215365471097098e+00
1.742999999999992511e+01,1.284167075183031272e+02,3.090625823877100053e+00,3.090625823877100053e+00
1.743999999999992667e+01,1.284785241376687850e+02,3.091035936640305959e+00,3.091035936640305959e+00
1.744999999999992824e+01,1.285403489558326555e+02,3.091445703736538153e+00,3.091445703736538153e+00
1.745999999999992980e+01,1.286021819658814707e+02,3.091855125145737571e+00,3.091855125145737571e+00
1.746999999999993136e+01,1.286640231609011948e+02,3.092264200851907230e+00,3.092264200851907230e+00
1.747999999999993292e+01,1.287258725339775935e+02,3.092672930843085588e+00,3.092672930843085588e+00
1.748999999999993449e+01,1.287877300781962049e+02,3.093081315111322116e+00,3.093081315111322116e+00
1.749999999999993605e+01,1.288495957866426807e+02,3.093489353652621343e+00,3.093489353652621343e+00
1.750999999999993761e+01,1.289114696524023316e+02,3.093897046466912659e+00,3.093897046466912659e+00
1.751999999999993918e+01,1.289733516685607242e+02,3.094304393558017896e+00,3.094304393558017896e+00
1.752999999999994074e+01,1.290352418282033966e+02,3.094711394933628235e+00,3.094711394933628235e+00
1.753999999999994230e+01,1.290971401244161996e+02,3.095118050605252691e+00,3.095118050605252691e+00
1.754999999999994387e+01,1.291590465502851259e+02,3.095524360588191914e+00,3.095524360588191914e+00
1.755999999999994543e+01,1.292209610988965949e+02,3.095930324901495556e+00,3.095930324901495556e+00
1.756999999999994699e+01,1.292828837633374803e+02,3.096335943567938287e+00,3.096335943567938287e+00
1.757999999999994856e+01,1.293448145366949689e+02,3.096741216613982051e+00,3.096741216613982051e+00
1.758999999999995012e+01,1.294067534120571281e+02,3.097146144069744977e+00,3.097146144069744977e+00
1.759999999999995168e+01,1.294687003825122531e+02,3.097550725968966301e+00,3.097550725968966301e+00
1.760999999999995325e+01,1.295306554411497189e+02,3.097954962348962837e+00,3.097954962348962837e+00
1.761999999999995481e+01,1.295926185810594973e+02,3.098358853250605893e+00,3.098358853250605893e+00
1.762999999999995637e+01,1.296545897953324982e+02,3.098762398718304834e+00,3.098762398718304834e+00
1.763999999999995794e+01,1.297165690770603987e+02,3.099165598799944465e+00,3.099165598799944465e+00
1.764999999999995950e+01,1.297785564193360699e+02,3.099568453546866831e+00,3.099568453546866831e+00
1.765999999999996106e+01,1.298405518152533773e+02,3.099970963013833014e+00,3.099970963013833014e+00
1.766999999999996263e+01,1.299025552579071814e+02,3.100373127258996941e+00,3.100373127258996941e+00
1.767999999999996419e+01,1.299645667403937352e+02,3.100774946343884508e+00,3.100774946343884508e+00
1.768999999999996575e+01,1.300265862558103436e+02,3.101176420333333628e+00,3.101176420333333628e+00
1.769999999999996732e+01,1.300886137972558458e+02,3.101577549295490233e+00,3.101577549295490233e+00
1.770999999999996888e+01,1.301506493578305594e+02,3.101978333301768309e+00,3.101978333301768309e+00
1.771999999999997044e+01,1.302126929306357965e+02,3.102378772426809483e+00,3.102378772426809483e+00
1.772999999999997200e+01,1.302747445087749156e+02,3.102778866748455044e+00,3.102778866748455044e+00
1.773999999999997357e+01,1.303368040853525542e+02,3.103178616347723295e+00,3.103178616347723295e+00
1.774999999999997513e+01,1.303988716534750267e+02,3.103578021308779800e+00,3.103578021308779800e+00
1.775999999999997669e+01,1.304609472062506654e+02,3.103977081718901410e+00,3.103977081718901410e+00
1.776999999999997826e+01,1.305230307367890532e+02,3.104375797668436743e+00,3.104375797668436743e+00
1.777999999999997982e+01,1.305851222382021604e+02,3.104774169250800853e+00,3.104774169250800853e+00
1.778999999999998138e+01,1.306472217036033499e+02,3.105172196562425491e+00,3.105172196562425491e+00
1.779999999999998295e+01,1.307093291261084005e+02,3.105569879702739566e+00,3.105569879702739566e+00
1.780999999999998451e+01,1.307714444988348532e+02,3.105967218774133176e+00,3.105967218774133176e+00
1.781999999999998607e+01,1.308335678149022669e+02,3.106364213881931846e+00,3.106364213881931846e+00
1.782999999999998764e+01,1.308956990674324459e+02,3.106760865134364558e+00,3.106760865134364558e+00
1.783999999999998920e+01,1.309578382495494964e+02,3.107157172642545095e+00,3.107157172642545095e+00
