v_Aps,signal_arb
18.786804,488.239814718787
18.872982,475.967199599521
18.95916,465.399274947817
19.045338,456.189462725958
19.131516,447.852518914344
19.217694,439.418269376681
19.303872,429.811796701489
19.39005,418.373314834181
19.476228,403.674954141623
19.562406,386.282512834795
19.648584,365.748040677738
19.734762,341.867912719771
19.82094,316.33541079651
19.907118,290.825123282599
19.993296,265.869979402024
20.079474,243.085970505226
20.165652,223.398089317379
20.25183,205.879322772411
20.338008,190.329460402141
20.424186,176.432651451995
20.510364,163.927195438958
20.596542,153.709739429224
20.68272,145.25825361494
20.768898,137.663294479241
20.855076,130.747230511676
20.941254,124.454815638894
21.027432,118.942489133211
21.11361,114.167933968004
21.199788,109.814113809002
21.285966,105.749099409364
21.372144,101.882312658617
21.458322,98.1745662160785
21.5445,94.6613233062061
21.630678,91.339811439308
21.716856,88.4283143334962
21.803034,85.9767568072422
21.889212,84.2287949989188
21.97539,83.4374176969489
22.061568,83.4386269127416
22.147746,84.0993735710848
22.233924,85.2102981768203
22.320102,86.6420584661192
22.40628,88.1732209867546
22.492458,89.7351201992338
22.578636,91.3001723040911
22.664814,92.91004769491
22.750992,94.7518452477249
22.83717,96.8517568614043
22.923348,99.4408140418882
23.009526,102.543036129217
23.095704,106.026484558745
23.181882,109.852260855777
23.26806,113.820871355071
23.354238,117.794473709909
23.440416,121.692766003867
23.526594,125.489000083398
23.612772,129.188892932521
23.69895,132.862889796804
23.785128,136.545940473034
23.871306,140.234678673933
23.957484,143.917188978597
24.043662,147.539356166132
24.12984,151.062350440353
24.216018,154.406124731143
24.302196,157.442096472986
24.388374,160.126170364118
24.474552,162.411640383589
24.56073,164.370963821851
24.646908,166.187193561625
24.733086,167.838408958305
24.819264,169.380853575938
24.905442,170.804602785134
24.99162,171.966201888055
25.077798,172.962364207851
25.163976,173.413041313445
25.250154,172.6103695027
25.336332,170.429168111272
25.42251,166.999146932865
25.508688,162.426669800526
25.594866,156.813143535968
25.681044,149.984350858799
25.767222,141.863123147805
25.8534,133.060257845379
25.939578,123.896405949409
26.025756,114.609106983137
26.111934,105.288295172808
26.198112,96.0314413056073
26.28429,86.8041063282056
26.370468,77.5872608150261
26.456646,68.3895846929665
26.542824,59.2740462375518
26.629002,50.423002758768
26.71518,41.9434448861856
26.801358,33.823960160681
26.887536,26.186410082098
26.973714,19.4532106433939
27.059892,13.9948877280873
27.14607,9.7271585699134
27.232248,6.28266213390739
27.318426,3.59345966213701
27.404604,1.68263511228208
27.490782,0.599527675465674
27.57696,0.16223512120074
27.663138,0.0375761760714414
27.749316,0.00376228822007364
27.835494,0.000189592106809003
27.921672,0
28.00785,0
28.094028,0
28.180206,0
28.266384,0
28.352562,0
28.43874,0
28.524918,0
28.611096,0
28.697274,0
28.783452,0
28.86963,0
28.955808,0
29.041986,0
29.128164,0
29.214342,0
29.30052,0
29.386698,0
29.472876,0
29.559054,0
29.645232,0
29.73141,0
29.817588,0
29.903766,0
29.989944,0
30.076122,0
30.1623,0
30.248478,0
30.334656,0
30.420834,0
30.507012,0
30.59319,0
30.679368,0
30.765546,0
30.851724,0
30.937902,0
31.02408,0
31.110258,0
31.196436,0
31.282614,0
31.368792,0
31.45497,0
31.541148,0
31.627326,0
31.713504,0
31.799682,0
31.88586,0
31.972038,0
32.058216,0
32.144394,0
32.230572,0
32.31675,0
32.402928,0
32.489106,0
32.575284,0
32.661462,0
32.74764,0
32.833818,0
32.919996,0
33.006174,0
33.092352,0
33.17853,0
