v_mps,signal_arb
8.6178,0.547161072384465
17.2356,1.07257480107852
25.8534,1.54145800297953
34.4712,1.97323174750133
43.089,2.3667912044854
51.7068,2.73190165326427
60.3246,3.1701542954791
68.9424,3.66459679024064
77.5602,4.06877172515758
86.178,4.22221269896829
94.7958,4.20139709839548
103.4136,4.05089019149912
112.0314,3.96138962123743
120.6492,4.07532604878872
129.267,4.70785663871682
137.8848,5.49105227527752
146.5026,6.27007607838572
155.1204,7.10870065533321
163.7382,7.87513341108709
172.356,8.32266932036061
180.9738,8.74096448923978
189.5916,9.18676618317269
198.2094,9.51210593555834
206.8272,9.72487418313008
215.445,10.0956427537887
224.0628,10.3397927141387
232.6806,10.3595068703234
241.2984,10.462687418311
249.9162,10.8175558687145
258.534,11.2840372953817
267.1518,11.7944831417135
275.7696,12.2688964991833
284.3874,12.6901472512168
293.0052,13.11072450286
301.623,13.5295926647642
310.2408,13.9768523231127
318.8586,14.4053805127727
327.4764,15.0434373261542
336.0942,15.7938776362172
344.712,16.9692260774989
353.3298,18.4819864343727
361.9476,19.8447071951264
370.5654,20.6655208396357
379.1832,21.2155967018686
387.801,21.2847514759559
396.4188,21.0954466666382
405.0366,20.9936510030545
413.6544,21.0547063308757
422.2722,21.0651496892029
430.89,21.0798586327026
439.5078,21.2872089946064
448.1256,21.8166912902909
456.7434,22.9243685885395
465.3612,23.9826889648873
473.979,25.1399556621116
482.5968,26.1390489818366
491.2146,26.709717773448
499.8324,27.2012380414763
508.4502,27.6472693803033
517.068,27.9771873841844
525.6858,28.5207810305111
534.3036,29.3875652464487
542.9214,30.2639728260293
551.5392,30.9062524661297
560.157,31.8265343372997
568.7748,32.9032984744407
577.3926,33.8965040927788
586.0104,34.6515904715917
594.6282,35.255827360623
603.246,35.6706617413123
611.8638,35.7286853711392
620.4816,35.6217588731368
629.0994,35.6004194761845
637.7172,35.9975953722527
646.335,36.7993203574909
654.9528,37.5928579359815
663.5706,38.5159900146427
672.1884,39.4468321246453
680.8062,39.7498246905506
689.424,39.9516407698023
698.0418,40.4308011712851
706.6596,40.8668627168759
715.2774,40.9889767509052
723.8952,41.1500067978933
732.513,41.1931225314666
741.1308,41.6428526432004
749.7486,42.2730480072816
758.3664,42.5242517243959
766.9842,42.3027737132856
775.602,42.2876077820663
784.2198,42.3909563923628
792.8376,42.4677134763794
801.4554,42.5289547565817
810.0732,43.2278824353355
818.691,43.9483270311175
827.3088,44.3251072402306
835.9266,44.888013422694
844.5444,45.7268980989024
853.1622,46.4876569483341
861.78,47.4331766919341
870.3978,47.9828986643928
879.0156,48.4948660821427
887.6334,48.5273057103632
896.2512,48.3027099082018
904.869,47.9389691241864
913.4868,48.4731281479852
922.1046,49.7222028171701
930.7224,51.027785660627
939.3402,52.0257982648655
947.958,52.8026263762714
956.5758,52.7310771353623
965.1936,52.3494662400265
973.8114,52.3157224552548
982.4292,52.1591788689753
991.047,51.4781900579445
999.6648,50.6302007428977
1008.2826,49.4654115260338
1016.9004,47.1132025007138
1025.5182,44.4859620739552
1034.136,43.2952698305156
1042.7538,43.1432654365101
1051.3716,43.9952938943669
1059.9894,45.6100895248622
1068.6072,47.0461181189431
1077.225,47.8232385550125
1085.8428,48.2148232325333
1094.4606,47.8672592983375
1103.0784,47.2550883577141
1111.6962,46.5999927904624
1120.314,45.600546990316
1128.9318,44.4238648806098
1137.5496,43.1181660890559
1146.1674,42.10156611541
1154.7852,42.0966927089716
1163.403,42.484521028153
1172.0208,42.4166283551218
1180.6386,41.8642236926929
1189.2564,40.9204102105547
1197.8742,39.2707803719343
1206.492,37.5954258405712
1215.1098,36.5548133820246
1223.7276,36.6399504445556
1232.3454,37.4088613227139
1240.9632,38.39289129033
1249.581,38.6571536908395
1258.1988,38.0858991601738
1266.8166,36.5465342229287
1275.4344,34.0739236920421
1284.0522,32.1183786098526
1292.67,31.3785328353301
1301.2878,31.449929221623
1309.9056,31.4698352110002
1318.5234,30.9842525773115
1327.1412,29.9065105861285
1335.759,28.698357973381
1344.3768,27.4644058422846
1352.9946,27.0524418976951
1361.6124,27.2332036316819
1370.2302,27.5342882803856
1378.848,27.6999804198821
1387.4658,27.5184976062407
1396.0836,27.1709091820914
1404.7014,26.9240207534398
1413.3192,26.5776549559624
1421.937,25.848588728998
1430.5548,24.9558860938695
1439.1726,24.0405212241689
1447.7904,22.9671135200214
1456.4082,22.0461140015985
1465.026,21.4250387113424
1473.6438,21.4662232930719
1482.2616,21.4088750646313
1490.8794,20.8588510038229
1499.4972,19.743213141946
1508.115,18.3355873220441
1516.7328,16.72040436035
1525.3506,15.3187838260825
1533.9684,14.6015308949039
1542.5862,14.4141194547174
1551.204,14.1226339744607
1559.8218,13.5424759359629
1568.4396,12.9640993696597
1577.0574,12.1854473289245
1585.6752,11.3738409624981
1594.293,10.8194368192909
1602.9108,10.6255072423913
1611.5286,10.6285332897816
1620.1464,10.6566852091867
1628.7642,10.9251772465027
1637.382,10.8486825787125
1645.9998,10.4470965871733
1654.6176,9.95247428197139
1663.2354,9.54344007627559
1671.8532,9.27562360281626
1680.471,9.16434934816574
1689.0888,9.05936522750216
1697.7066,8.49104267904178
1706.3244,7.8037107869902
1714.9422,7.29959330787313
1723.56,7.01929933169739
1732.1778,6.68333669774414
1740.7956,6.40559055351093
1749.4134,6.33399034643671
1758.0312,6.2209650747558
1766.649,6.0892464252638
1775.2668,6.04031650456285
1783.8846,5.83677058752404
1792.5024,5.79230306262546
1801.1202,5.70868066510506
1809.738,5.49900691537551
1818.3558,5.14162977391233
1826.9736,4.97259202110214
1835.5914,4.74981063294761
