v_Aps,signal_arb
32.92437,0.495026063638059
33.025365,0.506595555789502
33.12636,0.493006237360978
33.227355,0.453190651293008
33.32835,0.400173300641393
33.429345,0.314326969141334
33.53034,0.307412736742308
33.631335,0.439383612474003
33.73233,0.601248029450954
33.833325,0.713201947421788
33.93432,0.560707761831763
34.035315,0.350319081850025
34.13631,0.211507443511257
34.237305,0.217043797898313
34.3383,0.284033520907797
34.439295,0.286484251904394
34.54029,0.227847203705564
34.641285,0.185776919059524
34.74228,0.233697324785645
34.843275,0.334112775585345
34.94427,0.378080615681019
35.045265,0.332743447466591
35.14626,0.23609224584265
35.247255,0.158984418342956
35.34825,0.171649248826518
35.449245,0.20443173804229
35.55024,0.167881261852627
35.651235,0.109582588979246
35.75223,0.0495861547551457
35.853225,0.0240788977707044
35.95422,0.00458433024434554
36.055215,-0.00229278656237242
36.15621,-0.000414346895237289
36.257205,0
36.3582,0
36.459195,0
36.56019,0
36.661185,0
36.76218,0
36.863175,0
36.96417,0
37.065165,0
37.16616,0
37.267155,0
37.36815,0
37.469145,0
37.57014,0
37.671135,0
37.77213,0
