phi_rad,signal_arb
0,0.841742732789674
0.0523598775598299,0.632593246245228
0.10471975511966,0.835355494719583
0.15707963267949,0.723575083778216
0.20943951023932,0.747841385747059
0.261799387799149,0.786821671509642
0.314159265358979,0.899218825201842
0.366519142918809,0.913406806125244
0.418879020478639,0.811939396074657
0.471238898038469,0.812045710168648
0.523598775598299,0.822703499263712
0.575958653158129,0.525283968725281
0.628318530717959,0.870706613610028
0.680678408277788,0.367309295895679
0.733038285837618,0.305297397898203
0.785398163397448,0.392591131479124
0.837758040957278,0.543790577053088
0.890117918517108,0.367402199357938
0.942477796076938,0.576491024758272
0.994837673636768,0.170932692686961
1.0471975511966,0.368872478665256
1.09955742875643,0.195746382521964
1.15191730631626,0.0690608228956737
1.20427718387609,-0.246560345258134
1.25663706143592,-0.191476749601172
1.30899693899575,-0.274782499875903
1.36135681655558,0.149011776992481
1.41371669411541,0.0224070614005003
1.46607657167524,-0.0285188400462998
1.51843644923507,-0.0753528408246797
1.5707963267949,-0.24757511186375
1.62315620435473,-0.313578474975884
1.67551608191456,-0.187732994754163
1.72787595947439,-0.647184469057908
1.78023583703422,-0.538266975382667
1.83259571459405,-0.653191230218675
1.88495559215388,-0.188055463257767
1.93731546971371,-0.10528391971598
1.98967534727354,-0.314171605720753
2.04203522483337,-0.521976859588694
2.0943951023932,-0.180421190349481
2.14675497995302,-0.339674950154016
2.19911485751286,-0.242703591784528
2.25147473507268,-0.429853728689874
2.30383461263251,-0.540056283791464
2.35619449019234,-0.404102610434922
2.40855436775217,-0.572097346567617
2.460914245312,-0.48969385842334
2.51327412287183,-0.913463422668841
2.56563400043166,-0.448999282803417
2.61799387799149,-0.0571812037407191
2.67035375555132,-0.528858796348832
2.72271363311115,-0.58318196557706
2.77507351067098,-0.438586767521027
2.82743338823081,-0.389873664522463
2.87979326579064,-0.396329053945817
2.93215314335047,-0.963409045362374
2.9845130209103,-0.383408390105676
3.03687289847013,-0.258074410858467
3.08923277602996,-0.251158392174055
3.14159265358979,-0.462406183265765
3.19395253114962,-0.0532672168082247
3.24631240870945,-0.309229672553244
3.29867228626928,-0.23126420817309
3.35103216382911,0.368226857392589
3.40339204138894,0.365003671574464
3.45575191894877,0.150051747209509
3.5081117965086,0.629701703743711
3.56047167406843,0.489898196401516
3.61283155162826,0.596108351843895
3.66519142918809,0.74532091893619
3.71755130674792,0.7521460709339
3.76991118430775,0.820365837305382
3.82227106186758,0.779688667025722
3.87463093942741,0.898349776960947
3.92699081698724,0.698971412419313
3.97935069454707,0.867367612042913
4.0317105721069,0.894381573429199
4.08407044966673,1
4.13643032722656,0.60726194345201
4.18879020478639,0.616206765956933
4.24115008234622,0.659109081581389
4.29350995990605,0.568823411936388
4.34586983746588,0.629899381313945
4.39822971502571,0.658650711087532
4.45058959258554,0.537446208211533
4.50294947014537,0.58369638532113
4.5553093477052,0.599426468917176
4.60766922526503,0.857713400294762
4.66002910282486,0.701547817490796
4.71238898038469,0.535697545538391
4.76474885794452,0.766005867861877
4.81710873550435,0.707395587080097
4.86946861306418,0.704252785229745
4.92182849062401,0.749834853359385
4.97418836818384,0.874401043706893
5.02654824574367,0.772790656219803
5.0789081233035,0.705320748608674
5.13126800086333,0.918973254419978
5.18362787842316,0.725795846701003
5.23598775598299,0.788414222379197
5.28834763354282,0.757921843073807
5.34070751110265,0.898995378014058
5.39306738866248,0.893460610542027
5.44542726622231,0.693127111301519
5.49778714378214,0.642894273272601
5.55014702134197,0.944819334040071
5.6025068989018,0.735895748908005
5.65486677646163,0.694491793730862
5.70722665402146,0.830535848446958
5.75958653158129,0.922191380362929
5.81194640914112,0.711274630090742
5.86430628670095,0.820750768841311
5.91666616426078,0.812564880603138
5.96902604182061,0.779598310726218
6.02138591938044,0.763325938283873
6.07374579694027,0.942486134644782
6.1261056745001,0.78828575311512
6.17846555205993,0.839520147512416
6.23082542961976,0.820244709184354
