t_ps,x1_A,y1_A,z1_A,x2_A,y2_A,z2_A,vx1_Aps,vy1_Aps,vz1_Aps,vx2_Aps,vy2_Aps,vz2_Aps,E_kin_eV,E_pot_eV,E_total_eV
4.7000000000000003e-01,1.3556140081718024e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3556140081718024e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.8897274162943427e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.8897274162943427e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1471085609481492e-01,1.0329569740829644e-02,3.2504042583564458e-01
4.7999999999999998e-01,1.4028818429721588e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4028818429721588e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3392178671054831e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.3392178671054831e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4783654007956590e-01,8.1615890897602975e-02,3.2945243097716886e-01
4.8999999999999999e-01,1.4423983655139123e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4423983655139123e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4629590498058098e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.4629590498058098e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5784729258073765e-01,1.7386001390324313e-01,3.3170730648398078e-01
5.0000000000000000e-01,1.4721410239682751e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4721410239682751e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4454592306491900e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.4454592306491900e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.8716047494292257e-02,2.5385927366861516e-01,3.3257532116290744e-01
5.1000000000000001e-01,1.4913075501268960e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4913075501268960e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3742124449610329e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3742124449610329e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4857083988598504e-02,3.0797890125648597e-01,3.3283598524508445e-01
5.2000000000000002e-01,1.4996252728674957e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4996252728674957e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8585981940577820e-01,0.0000000000000000e+00,0.0000000000000000e+00,-2.8585981940577820e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0755947043006747e-03,3.3181464585264792e-01,3.3289024055694860e-01
5.3000000000000003e-01,1.4970247465150117e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4970247465150117e+00,0.0000000000000000e+00,0.0000000000000000e+00,-8.0502501347616118e-01,0.0000000000000000e+00,0.0000000000000000e+00,8.0502501347616118e-01,0.0000000000000000e+00,0.0000000000000000e+00,8.5302385202232229e-03,3.2434648002092337e-01,3.3287671854114659e-01
5.4000000000000004e-01,1.4835247725979726e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4835247725979726e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.8879021173122883e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8879021173122883e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.6913882130355827e-02,2.8584058159838716e-01,3.3275446372874296e-01
5.5000000000000004e-01,1.4592667041687659e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4592667041687659e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.9403894219648161e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9403894219648161e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1380258542897162e-01,2.1847361314281075e-01,3.3227619857178237e-01
5.6000000000000005e-01,1.4247169841586762e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4247169841586762e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.9062172317356700e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9062172317356700e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0084231024595123e-01,1.3002516581456472e-01,3.3086747606051592e-01
5.7000000000000006e-01,1.3811423595340524e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3811423595340524e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.6584646514804229e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.6584646514804229e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8564592583156828e-01,4.1977645229492003e-02,3.2762357106106027e-01
5.7999999999999996e-01,1.3315476911290676e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3315476911290676e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9477355459045125e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9477355459045125e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2222214381624703e-01,2.6449184367837510e-04,3.2248663565992541e-01
5.8999999999999997e-01,1.2821876486159620e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2821876486159620e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.3849869023521695e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3849869023521695e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5309235464304575e-01,6.7425649556952641e-02,3.2051800419999837e-01
5.9999999999999998e-01,1.2438479530820243e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2438479530820243e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.6328716667375556e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6328716667375556e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.1243472937039313e-02,2.4026941286610121e-01,3.3151288580314053e-01
6.0999999999999999e-01,1.2295302152812111e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2295302152812111e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0488724867618711e-02,0.0000000000000000e+00,0.0000000000000000e+00,-8.0488724867618711e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.5273191921774258e-05,3.4231797174074841e-01,3.4240324493267016e-01
6.2000000000000000e-01,1.2454577275793768e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2454577275793768e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7614284109474680e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.7614284109474680e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0037140485941902e-01,2.3022293258938195e-01,3.3059433744880096e-01
6.3000000000000000e-01,1.2847587835001604e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2847587835001604e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4457071714281433e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.4457071714281433e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6015018072391544e-01,6.0202532070198871e-02,3.2035271279411431e-01
6.4000000000000001e-01,1.3343718710079395e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3343718710079395e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9499828803833186e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9499828803833186e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2251492639715124e-01,2.5934192224324234e-04,3.2277426831939449e-01
6.5000000000000002e-01,1.3837584411078265e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3837584411078265e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.6258548388800120e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.6258548388800120e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8166081132042442e-01,4.6203762010942201e-02,3.2786457333136665e-01
6.6000000000000003e-01,1.4268889677855394e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4268889677855394e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8565776089579886e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.8565776089579886e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9577019624284314e-01,1.3521481753728440e-01,3.3098501378012757e-01
6.7000000000000004e-01,1.4608899932869861e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4608899932869861e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8834784617536955e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.8834784617536955e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0943994064966787e-01,2.2288010274480849e-01,3.3232004339447635e-01
6.8000000000000005e-01,1.4845585370206134e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4845585370206134e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8282717629411041e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.8282717629411041e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3997087565410785e-02,2.8877006667435196e-01,3.3276715423976272e-01
