time,cleaned_SG
2.67,4.932974274853553
2.671,4.932335138404205
2.672,4.931696001954856
2.673,4.931056865505508
2.674,4.93041772905616
2.675,4.929778592606811
2.676,4.929139456157463
2.677,4.928500319708115
2.678,4.927861183258766
2.679,4.927222046809418
2.68,4.926582910360071
2.681,4.925943773910722
2.682,4.925304637461374
2.683,4.924665501012026
2.684,4.924026364562677
2.685,4.923387228113329
2.686,4.922748091663981
2.687,4.922108955214632
2.688,4.921469818765284
2.689,4.920830682315936
2.69,4.9201915458665875
2.691,4.919552409417239
2.692,4.918913272967891
2.693,4.9182741365185425
2.694,4.917635000069194
2.695,4.916995863619846
2.696,4.9163567271704975
2.697,4.915717590721149
2.698,4.915078454271801
2.699,4.914439317822453
2.7,4.913800181373105
2.701,4.913161044923757
2.702,4.9125219084744085
2.703,4.91188277202506
2.704,4.911243635575712
2.705,4.9106044991263635
2.706,4.909965362677015
2.707,4.909326226227667
2.708,4.908687089778319
2.709,4.90804795332897
2.71,4.907408816879622
2.711,4.906769680430274
2.712,4.906130543980925
2.713,4.905491407531577
2.714,4.904852271082229
2.715,4.90421313463288
2.716,4.903573998183532
2.717,4.902934861734184
2.718,4.902295725284835
2.719,4.901656588835488
2.72,4.90101745238614
2.721,4.900378315936791
2.722,4.899739179487443
2.723,4.899100043038095
2.724,4.898460906588746
2.725,4.897821770139398
2.726,4.89718263369005
2.727,4.896543497240701
2.728,4.895904360791353
2.729,4.895265224342005
2.73,4.894626087892656
2.731,4.893986951443308
2.732,4.89334781499396
2.733,4.8927086785446114
2.734,4.892069542095263
2.735,4.891430405645915
2.736,4.8907912691965665
2.737,4.890152132747218
2.738,4.88951299629787
2.739,4.888873859848522
2.74,4.888234723399174
2.741,4.887595586949826
2.742,4.8869564505004774
2.743,4.886317314051129
2.744,4.885678177601781
2.745,4.8850390411524325
2.746,4.884399904703084
2.747,4.883760768253736
2.748,4.8831216318043875
2.749,4.882482495355039
2.75,4.881843358905691
2.751,4.881204222456343
2.752,4.880565086006994
2.753,4.879925949557646
2.754,4.879286813108298
2.755,4.878647676658949
2.756,4.878008540209601
2.757,4.877369403760253
2.758,4.876730267310905
2.759,4.876091130861557
2.76,4.875451994412209
2.761,4.87481285796286
2.762,4.874173721513512
2.763,4.873534585064164
2.764,4.872895448614815
2.765,4.872256312165467
2.766,4.871617175716119
2.767,4.87097803926677
2.768,4.870338902817422
2.769,4.869699766368074
2.77,4.869060629918725
2.771,4.868421493469377
2.772,4.867782357020029
2.773,4.86714322057068
2.774,4.866504084121332
2.775,4.865864947671984
2.776,4.865225811222635
2.777,4.864586674773287
2.778,4.86394753832394
2.779,4.863308401874591
2.78,4.862669265425243
2.781,4.862030128975895
2.782,4.861390992526546
2.783,4.860751856077198
2.784,4.86011271962785
2.785,4.859473583178501
2.786,4.858834446729153
2.787,4.858195310279805
2.788,4.8575561738304565
2.789,4.856917037381108
2.79,4.85627790093176
2.791,4.8556387644824115
2.792,4.854999628033063
2.793,4.854360491583715
2.794,4.8537213551343665
2.795,4.853082218685018
2.796,4.85244308223567
2.797,4.8518039457863225
2.798,4.851164809336974
2.799,4.850525672887626
2.8,4.8498865364382775
2.801,4.849247399988929
2.802,4.848608263539581
2.803,4.8479691270902325
2.804,4.847329990640884
2.805,4.846690854191536
2.806,4.846051717742188
2.807,4.845412581292839
2.808,4.844773444843491
2.809,4.844134308394143
2.81,4.843495171944794
2.811,4.842856035495446
2.812,4.842216899046098
2.813,4.841577762596749
2.814,4.840938626147401
2.815,4.840299489698053
2.816,4.839660353248704
2.817,4.839021216799357
2.818,4.838382080350009
2.819,4.83774294390066
2.82,4.837103807451312
2.821,4.836464671001964
2.822,4.835825534552615
2.823,4.835186398103267
2.824,4.834547261653919
2.825,4.83390812520457
2.826,4.833268988755222
2.827,4.832629852305874
2.828,4.831990715856525
2.829,4.831351579407177
2.83,4.830712442957829
2.831,4.83007330650848
2.832,4.829434170059132
2.833,4.828795033609784
2.834,4.8281558971604355
2.835,4.827516760711087
2.836,4.82687762426174
2.837,4.826238487812391
2.838,4.825599351363043
2.839,4.824960214913695
2.84,4.824321078464346
2.841,4.823681942014998
2.842,4.82304280556565
2.843,4.8224036691163015
2.844,4.821764532666953
2.845,4.821125396217605
2.846,4.8204862597682565
2.847,4.819847123318908
2.848,4.81920798686956
2.849,4.8185688504202115
2.85,4.817929713970863
2.851,4.817290577521515
2.852,4.816651441072167
2.853,4.816012304622818
2.854,4.81537316817347
2.855,4.814734031724122
2.856,4.814094895274774
2.857,4.813455758825426
2.858,4.8128166223760775
2.859,4.812177485926729
2.86,4.811538349477381
2.861,4.810899213028033
2.862,4.810260076578684
2.863,4.809620940129336
2.864,4.808981803679988
2.865,4.808342667230639
2.866,4.807703530781291
2.867,4.807064394331943
2.868,4.806425257882594
2.869,4.805786121433246
2.87,4.805146984983898
2.871,4.804507848534549
2.872,4.803868712085201
2.873,4.803229575635853
2.874,4.802590439186504
2.875,4.801951302737157
2.876,4.801312166287809
2.877,4.80067302983846
2.878,4.800033893389112
2.879,4.799394756939764
2.88,4.798755620490415
2.881,4.798116484041067
2.882,4.797477347591719
2.883,4.79683821114237
2.884,4.796199074693022
2.885,4.795559938243674
2.886,4.7949208017943254
2.887,4.794281665344977
2.888,4.793642528895629
2.889,4.7930033924462805
2.89,4.792364255996932
2.891,4.791725119547584
2.892,4.7910859830982355
2.893,4.790446846648887
2.894,4.78980771019954
2.895,4.7891685737501914
2.896,4.788529437300843
2.897,4.787890300851495
2.898,4.7872511644021465
2.899,4.786612027952798
2.9,4.78597289150345
2.901,4.7853337550541015
2.902,4.784694618604753
2.903,4.784055482155405
2.904,4.783416345706057
2.905,4.782777209256708
2.906,4.78213807280736
2.907,4.781498936358012
2.908,4.780859799908663
2.909,4.780220663459315
2.91,4.779581527009967
2.911,4.778942390560618
2.912,4.77830325411127
2.913,4.777664117661922
2.914,4.777024981212573
2.915,4.776385844763226
2.916,4.775746708313878
2.917,4.775107571864529
2.918,4.774468435415181
2.919,4.773829298965833
2.92,4.773190162516484
2.921,4.772551026067136
2.922,4.771911889617788
2.923,4.771272753168439
2.924,4.770633616719091
2.925,4.769994480269743
2.926,4.769355343820394
2.927,4.768716207371046
2.928,4.768077070921698
2.929,4.767437934472349
2.93,4.766798798023001
2.931,4.766159661573653
2.932,4.7655205251243045
2.933,4.764881388674956
2.934,4.764242252225609
2.935,4.76360311577626
2.936,4.762963979326912
2.937,4.762324842877564
2.938,4.761685706428215
2.939,4.761046569978867
2.94,4.760407433529519
2.941,4.7597682970801705
2.942,4.759129160630822
2.943,4.758490024181474
2.944,4.7578508877321255
2.945,4.757211751282777
2.946,4.756572614833429
2.947,4.7559334783840805
2.948,4.755294341934732
2.949,4.754655205485384
2.95,4.754016069036036
2.951,4.753376932586687
2.952,4.752737796137339
2.953,4.7520986596879915
2.954,4.751459523238643
2.955,4.750820386789295
2.956,4.7501812503399465
2.957,4.749542113890598
2.958,4.74890297744125
2.959,4.748263840991902
2.96,4.747624704542553
2.961,4.746985568093205
2.962,4.746346431643857
2.963,4.745707295194508
2.964,4.74506815874516
2.965,4.744429022295812
2.966,4.743789885846463
2.967,4.743150749397115
2.968,4.742511612947767
2.969,4.741872476498418
2.97,4.74123334004907
2.971,4.740594203599722
2.972,4.739955067150373
2.973,4.739315930701026
2.974,4.738676794251678
2.975,4.738037657802329
2.976,4.737398521352981
2.977,4.736759384903633
2.978,4.736120248454284
2.979,4.735481112004936
2.98,4.734841975555588
2.981,4.734202839106239
2.982,4.733563702656891
2.983,4.732924566207543
2.984,4.732285429758194
2.985,4.731646293308846
2.986,4.731007156859498
2.987,4.7303680204101495
2.988,4.729728883960801
2.989,4.729089747511453
2.99,4.7284506110621045
2.991,4.727811474612756
2.992,4.727172338163408
2.993,4.72653320171406
2.994,4.725894065264712
2.995,4.725254928815364
2.996,4.7246157923660155
2.997,4.723976655916667
2.998,4.723337519467319
2.999,4.7226983830179705
3.0,4.722059246568622
3.001,4.721420110119274
3.002,4.7207809736699256
3.003,4.720141837220577
3.004,4.719502700771229
3.005,4.718863564321881
3.006,4.718224427872532
3.007,4.717585291423184
3.008,4.716946154973836
3.009,4.716307018524487
3.01,4.715667882075139
3.011,4.715028745625791
3.012,4.714389609176443
3.013,4.713750472727095
3.014,4.713111336277747
3.015,4.712472199828398
3.016,4.71183306337905
3.017,4.711193926929702
3.018,4.710554790480353
3.019,4.709915654031005
3.02,4.709276517581657
3.021,4.708637381132308
3.022,4.70799824468296
3.023,4.707359108233612
3.024,4.706719971784263
3.025,4.706080835334915
3.026,4.705441698885567
3.027,4.704802562436218
3.028,4.70416342598687
3.029,4.703524289537522
3.03,4.7028851530881735
3.031,4.702246016638826
3.032,4.701606880189478
3.033,4.700967743740129
3.034,4.700328607290781
3.035,4.699689470841433
3.036,4.699050334392084
3.037,4.698411197942736
3.038,4.697772061493388
3.039,4.6971329250440395
3.04,4.696493788594691
3.041,4.695854652145343
3.042,4.6952155156959945
3.043,4.694576379246646
3.044,4.693937242797298
3.045,4.6932981063479495
3.046,4.692658969898601
3.047,4.692019833449253
3.048,4.691380696999905
3.049,4.690741560550556
3.05,4.690102424101208
3.051,4.6894632876518605
3.052,4.688824151202512
3.053,4.688185014753164
3.054,4.6875458783038155
3.055,4.686906741854467
3.056,4.686267605405119
3.057,4.685628468955771
3.058,4.684989332506422
3.059,4.684350196057074
3.06,4.683711059607726
3.061,4.683071923158377
3.062,4.682432786709029
3.063,4.681793650259681
3.064,4.681154513810332
3.065,4.680515377360984
3.066,4.679876240911636
3.067,4.679237104462287
3.068,4.678597968012939
3.069,4.677958831563591
3.07,4.677319695114242
3.071,4.676680558664895
3.072,4.676041422215547
3.073,4.675402285766198
3.074,4.67476314931685
3.075,4.674124012867502
3.076,4.673484876418153
3.077,4.672845739968805
3.078,4.672206603519457
3.079,4.671567467070108
3.08,4.67092833062076
3.081,4.670289194171412
3.082,4.669650057722063
3.083,4.669010921272715
3.084,4.668371784823367
3.085,4.6677326483740185
3.086,4.66709351192467
3.087,4.666454375475322
3.088,4.6658152390259735
3.089,4.665176102576625
3.09,4.664536966127278
3.091,4.663897829677929
3.092,4.663258693228581
3.093,4.662619556779233
3.094,4.6619804203298845
3.095,4.661341283880536
3.096,4.660702147431188
3.097,4.6600630109818395
3.098,4.659423874532491
3.099,4.658784738083143
3.1,4.6581456016337945
3.101,4.657506465184446
3.102,4.656867328735098
3.103,4.65622819228575
3.104,4.655589055836401
3.105,4.654949919387053
3.106,4.654310782937705
3.107,4.653671646488356
3.108,4.653032510039008
3.109,4.6523933735896605
3.11,4.651754237140312
3.111,4.651115100690964
3.112,4.650475964241616
3.113,4.649836827792267
3.114,4.649197691342919
3.115,4.648558554893571
3.116,4.647919418444222
3.117,4.647280281994874
3.118,4.646641145545526
3.119,4.646002009096177
3.12,4.645362872646829
3.121,4.644723736197481
3.122,4.644084599748132
3.123,4.643445463298784
3.124,4.642806326849436
3.125,4.642167190400087
3.126,4.641528053950739
3.127,4.640888917501391
3.128,4.640249781052043
3.129,4.639610644602695
3.13,4.638971508153347
3.131,4.638332371703998
