t_ps,atom_idx,dE_eV,E0_eV
3.5999999999999999e-01,97,2.6033980053080941e-03,1.4964451372054782e-01
3.5999999999999999e-01,149,3.9568144630014457e-03,1.6455092219881398e-01
3.5999999999999999e-01,167,3.8348267916554213e-03,1.5221334629107561e-01
3.5999999999999999e-01,184,1.1891808833628531e-02,1.5032217236604653e-01
3.5999999999999999e-01,230,9.6886219810117802e-03,1.6455092219881398e-01
3.5999999999999999e-01,232,1.8429871184426044e-02,1.6455092219881398e-01
3.5999999999999999e-01,238,6.1879563333330778e-04,1.6455092219881398e-01
3.5999999999999999e-01,247,3.2028960816239405e-03,1.6455092219881398e-01
3.5999999999999999e-01,275,3.2262480541987160e-03,1.6455092219881398e-01
3.5999999999999999e-01,300,1.0342268318864256e-02,1.6200569936217152e-01
3.5999999999999999e-01,356,1.1671142931417300e-03,1.6455092219881398e-01
3.5999999999999999e-01,361,5.5326433808825515e-03,1.6455092219881395e-01
3.5999999999999999e-01,394,1.7287255575610755e-02,1.6455092219881398e-01
3.5999999999999999e-01,423,1.8005310285099524e-02,1.5868851689327618e-01
3.5999999999999999e-01,453,1.0543908055064194e-02,1.6455092219881401e-01
3.5999999999999999e-01,504,2.2639093387732956e-03,1.6455092219881401e-01
3.5999999999999999e-01,508,7.3709397135796328e-03,1.6455092219881398e-01
3.5999999999999999e-01,575,1.3348329272977466e-04,1.3892352695486537e-01
3.5999999999999999e-01,586,6.5484691885462909e-03,1.4119021094571843e-01
3.5999999999999999e-01,604,7.6123831542396769e-03,1.4027905536758672e-01
3.5999999999999999e-01,642,8.4624458619303178e-03,1.6455092219881398e-01
3.5999999999999999e-01,654,1.6302747940823592e-02,1.5250343439967046e-01
3.5999999999999999e-01,768,1.0411140307049427e-02,1.6455092219881398e-01
3.5999999999999999e-01,782,1.0019034397219434e-02,1.4582679354198383e-01
3.5999999999999999e-01,815,9.9928663613728652e-03,1.4350569801549723e-01
3.5999999999999999e-01,853,3.2505910556010764e-03,1.6455092219881398e-01
3.5999999999999999e-01,921,1.2979622031554922e-02,1.4756352585627516e-01
3.5999999999999999e-01,992,1.7008383125262344e-02,1.4955590698281235e-01
3.7000000000000000e-01,26,1.3121280969022486e-02,1.6234628860638223e-01
3.7000000000000000e-01,38,9.2400198323421556e-03,1.5078141826640523e-01
3.7000000000000000e-01,176,1.7503749631510024e-02,1.5891277308030105e-01
3.7000000000000000e-01,250,3.9116194278234206e-03,1.4179619635518040e-01
3.7000000000000000e-01,276,1.5087956703794758e-02,1.4810763509425964e-01
3.7000000000000000e-01,341,1.2371107254667030e-02,1.3885493649692171e-01
3.7000000000000000e-01,342,3.1118668136368710e-03,1.6450587350485094e-01
3.7000000000000000e-01,445,1.1690303776128008e-02,1.6455092219881398e-01
3.7000000000000000e-01,489,1.4692817927986407e-02,1.5590506383354674e-01
3.7000000000000000e-01,566,9.0958776403925468e-03,1.6455092219881398e-01
3.7000000000000000e-01,567,3.5790669201455905e-03,1.6455092219881401e-01
3.7000000000000000e-01,602,6.7890917909022575e-03,1.5197913855547546e-01
3.7000000000000000e-01,637,1.6852949968097691e-02,1.6212772245964832e-01
3.7000000000000000e-01,644,8.3760254693556746e-03,1.6455092219881395e-01
3.7000000000000000e-01,693,1.0716725023743739e-02,1.6242002369639821e-01
3.7000000000000000e-01,719,1.1890961110718745e-02,1.4803342424963625e-01
3.7000000000000000e-01,740,1.6643751945156049e-02,1.4322392662491051e-01
3.7000000000000000e-01,763,6.8673274929642592e-04,1.6455092219881401e-01
3.7000000000000000e-01,799,1.8376516906703944e-02,1.6455092219881398e-01
3.7000000000000000e-01,907,1.7822518084714772e-02,1.6166049235547292e-01
3.7000000000000000e-01,946,4.8185526600227901e-03,1.4484130087905692e-01
3.7000000000000000e-01,958,1.4319210771123081e-02,1.4719084954119080e-01
3.7000000000000000e-01,966,1.9267728044131960e-03,1.6455092219881398e-01
3.7000000000000000e-01,981,7.4122234895913353e-03,1.5004406894943978e-01
3.8000000000000000e-01,4,1.2650705284203034e-02,1.5107084947402727e-01
3.8000000000000000e-01,43,1.3407220034969136e-03,1.4298322900979318e-01
3.8000000000000000e-01,151,8.3217730054527261e-04,1.4681520909184806e-01
3.8000000000000000e-01,209,3.6717772614121291e-03,1.6455092219881398e-01
3.8000000000000000e-01,234,7.1268471821230306e-03,1.5748851496287125e-01
3.8000000000000000e-01,325,1.5042795053131108e-02,1.6455092219881395e-01
3.8000000000000000e-01,360,1.6536119460055648e-02,1.6455092219881395e-01
3.8000000000000000e-01,362,1.3422436586393027e-03,1.6455092219881398e-01
3.8000000000000000e-01,399,1.1535827412111177e-02,1.6455092219881398e-01
3.8000000000000000e-01,412,8.4373472272438188e-03,1.6455092219881404e-01
3.8000000000000000e-01,490,1.6784785213395936e-03,1.6089962401006583e-01
3.8000000000000000e-01,507,3.0911283338679041e-03,1.5411321892098689e-01
3.8000000000000000e-01,561,1.6865891449018927e-02,1.6455092219881401e-01
3.8000000000000000e-01,611,6.0031747416843251e-03,1.4501588945242286e-01
3.8000000000000000e-01,647,1.1206702391051454e-02,1.4998099258076250e-01
3.8000000000000000e-01,702,6.8004817917560745e-03,1.5649486318779221e-01
3.8000000000000000e-01,778,1.1788864210615729e-02,1.4582435457795551e-01
3.8000000000000000e-01,792,3.9238435529778681e-04,1.6455092219881398e-01
3.8000000000000000e-01,814,1.6483141525893252e-02,1.6317012730108782e-01
3.8000000000000000e-01,974,9.4848241535283873e-03,1.4950880474328213e-01
3.8000000000000000e-01,982,9.2728080003711411e-03,1.5784727352132430e-01
3.9000000000000001e-01,10,1.3180356831962364e-02,1.5842294322663669e-01
3.9000000000000001e-01,11,3.2261075546479168e-03,1.6455092219881398e-01
3.9000000000000001e-01,14,1.2504818649003185e-02,1.4866935959138966e-01
3.9000000000000001e-01,57,5.7547290925825112e-03,1.4711185299819757e-01
3.9000000000000001e-01,92,6.8753870513670601e-03,1.6455092219881398e-01
3.9000000000000001e-01,137,7.7094230327561519e-03,1.5992190175661442e-01
3.9000000000000001e-01,189,1.5581820601713869e-02,1.6084606595017348e-01
3.9000000000000001e-01,216,1.0106850608650020e-02,1.4574466358199503e-01
3.9000000000000001e-01,221,1.5533025266129707e-02,1.6455092219881401e-01
3.9000000000000001e-01,311,1.6655023100150990e-02,1.4958008864563768e-01
3.9000000000000001e-01,320,1.4416933486569444e-02,1.5285037719002340e-01
3.9000000000000001e-01,351,1.8174937048276579e-02,1.5988878474395501e-01
3.9000000000000001e-01,412,1.1847591998605078e-02,1.5611357497157016e-01
3.9000000000000001e-01,427,9.7989579947951877e-03,1.5622718512676173e-01
3.9000000000000001e-01,434,4.1873278955572024e-03,1.6455092219881401e-01
3.9000000000000001e-01,443,9.0187927196704043e-03,1.4507852418220951e-01
3.9000000000000001e-01,482,1.5246916192708043e-02,1.6455092219881404e-01
3.9000000000000001e-01,504,1.4495520027374809e-02,1.6228701286004074e-01
3.9000000000000001e-01,555,1.0082388087249733e-02,1.4851551673933386e-01
3.9000000000000001e-01,588,1.2774466097243087e-02,1.6455092219881398e-01
3.9000000000000001e-01,591,1.7275056539259620e-02,1.6455092219881401e-01
3.9000000000000001e-01,620,1.0607194322657665e-03,1.4522389063561983e-01
3.9000000000000001e-01,642,1.6453152745860983e-02,1.5608847633688364e-01
3.9000000000000001e-01,645,1.1726356231172436e-02,1.4690493010979422e-01
3.9000000000000001e-01,742,2.2194408655838160e-03,1.4127543486682920e-01
3.9000000000000001e-01,765,1.6743278018767599e-02,1.4511790478914099e-01
3.9000000000000001e-01,865,2.9900530706712392e-03,1.4288656721205736e-01
3.9000000000000001e-01,886,1.8830971465276236e-02,1.6455092219881398e-01
3.9000000000000001e-01,945,1.4085122628834851e-02,1.6455092219881398e-01
4.0000000000000002e-01,69,1.2901781951309116e-02,1.6115082444237472e-01
4.0000000000000002e-01,87,1.5614911820401672e-02,1.4749247514406055e-01
4.0000000000000002e-01,161,9.3861395905737999e-03,1.5211536420272720e-01
4.0000000000000002e-01,248,1.6403965253530522e-02,1.4695074523914983e-01
4.0000000000000002e-01,283,1.1362044377232011e-02,1.6455092219881398e-01
4.0000000000000002e-01,286,1.6154242580477096e-02,1.6455092219881398e-01
4.0000000000000002e-01,303,1.8871595181352868e-02,1.6455092219881398e-01
4.0000000000000002e-01,338,5.2659812258809557e-03,1.6018485282636358e-01
4.0000000000000002e-01,428,1.5203401029699470e-03,1.5044833335537450e-01
4.0000000000000002e-01,462,8.3665000895155883e-03,1.6455092219881398e-01
4.0000000000000002e-01,474,3.2317782465298983e-03,1.6455092219881398e-01
4.0000000000000002e-01,549,1.3948713912552757e-02,1.6162276335101333e-01
4.0000000000000002e-01,557,1.3224747577096019e-02,1.5397864022072200e-01
4.0000000000000002e-01,620,8.5268797839413435e-04,1.4416317120335401e-01
4.0000000000000002e-01,623,2.9097511366196760e-04,1.6455092219881398e-01
4.0000000000000002e-01,626,5.2542014161406358e-03,1.4850832201617198e-01
4.0000000000000002e-01,627,1.1810659415996322e-02,1.6455092219881404e-01
4.0000000000000002e-01,641,1.2635276847539345e-03,1.5476254646804136e-01
4.0000000000000002e-01,700,7.4592753389857436e-03,1.4135999581949338e-01
4.0000000000000002e-01,711,1.2365977322535582e-02,1.6455092219881398e-01
4.0000000000000002e-01,747,6.3978558263909913e-03,1.4809520969063794e-01
4.0000000000000002e-01,749,5.5054367845775998e-03,1.6455092219881398e-01
4.0000000000000002e-01,792,1.8128647858773134e-02,1.6415853784351619e-01
4.0000000000000002e-01,848,2.0231692405106583e-04,1.3849230334044460e-01
4.0000000000000002e-01,856,7.6813899230268046e-03,1.3185802651348219e-01
4.0000000000000002e-01,872,1.6719489585980352e-02,1.6455092219881401e-01
4.0000000000000002e-01,892,1.4688225057923748e-02,1.5535543628389709e-01
4.0000000000000002e-01,899,1.4207756347560663e-02,1.6455092219881401e-01
4.0000000000000002e-01,922,1.9502129250059119e-03,1.6455092219881398e-01
4.0000000000000002e-01,985,4.8885179731074924e-03,1.5388625612608017e-01
4.0000000000000002e-01,993,4.9654296416164756e-03,1.5777648117677445e-01
4.1000000000000003e-01,54,1.0058542524305658e-02,1.6455092219881401e-01
4.1000000000000003e-01,123,1.4827430873429082e-02,1.3331819392977995e-01
4.1000000000000003e-01,215,6.8728929057702837e-03,1.6455092219881398e-01
4.1000000000000003e-01,296,1.3056566423566035e-02,1.6455092219881395e-01
4.1000000000000003e-01,408,1.1077682871018513e-03,1.4913397823698296e-01
4.1000000000000003e-01,417,1.1152694659163076e-02,1.5728379997163472e-01
4.1000000000000003e-01,513,5.2965605710053598e-03,1.6455092219881401e-01
4.1000000000000003e-01,549,1.5483699242893001e-02,1.4767404943846063e-01
4.1000000000000003e-01,573,4.3384252917302579e-03,1.5967389739323243e-01
4.1000000000000003e-01,578,1.3523154281195410e-02,1.5335755926306052e-01
4.1000000000000003e-01,592,3.1747139249442002e-03,1.6455092219881398e-01
4.1000000000000003e-01,647,1.2460713910066423e-02,1.3877429018971102e-01
4.1000000000000003e-01,747,1.5899911672959371e-02,1.4169735386424701e-01
4.1000000000000003e-01,766,1.2652538327274226e-02,1.6455092219881398e-01
4.1999999999999998e-01,2,8.8614489460548951e-03,1.6455092219881398e-01
4.1999999999999998e-01,24,8.3510928567123166e-03,1.3499577083927880e-01
4.1999999999999998e-01,41,1.7187974985558213e-02,1.5325576212961664e-01
4.1999999999999998e-01,88,1.3739594528213134e-02,1.5965293845888293e-01
4.1999999999999998e-01,94,2.9194164683378210e-03,1.4094730692847035e-01
4.1999999999999998e-01,111,9.1688863248477748e-03,1.3935501884257812e-01
4.1999999999999998e-01,113,4.2409490120439153e-03,1.5091933858195750e-01
4.1999999999999998e-01,123,9.4077259281770409e-04,1.1849076305635084e-01
4.1999999999999998e-01,151,4.9658562213014956e-03,1.4598303179130273e-01
4.1999999999999998e-01,255,7.6648592674158356e-04,1.6455092219881398e-01
4.1999999999999998e-01,281,1.4825412974605046e-02,1.4701818421680346e-01
4.1999999999999998e-01,282,1.6938127185703256e-02,1.4826764411966087e-01
4.1999999999999998e-01,407,3.0094250117953525e-03,1.5099944139187227e-01
4.1999999999999998e-01,427,8.4724229529969941e-03,1.4642822713196652e-01
4.1999999999999998e-01,448,9.8462670822006826e-03,1.6455092219881398e-01
4.1999999999999998e-01,473,7.9471434849199274e-03,1.4285848947416471e-01
4.1999999999999998e-01,512,8.8348502214354585e-03,1.4836556095840864e-01
4.1999999999999998e-01,554,9.8799548734374021e-05,1.6373526341310629e-01
4.1999999999999998e-01,613,8.9968982186419688e-03,1.6455092219881398e-01
4.1999999999999998e-01,625,1.7308996859566855e-02,1.5588474087052070e-01
4.1999999999999998e-01,639,1.8884044103759601e-02,1.6455092219881398e-01
4.1999999999999998e-01,730,6.6481367108397749e-03,1.6455092219881398e-01
4.1999999999999998e-01,836,1.1292533687024778e-02,1.3019290827084842e-01
4.1999999999999998e-01,898,1.2542271703848140e-02,1.5382716259409085e-01
4.1999999999999998e-01,929,1.3269763880334462e-03,1.5320595653921315e-01
4.2999999999999999e-01,0,5.9617042422732136e-03,1.6251406945459337e-01
4.2999999999999999e-01,23,1.3442342399307139e-03,1.4132461575269181e-01
4.2999999999999999e-01,44,9.0221499278001355e-03,1.2121252171515962e-01
4.2999999999999999e-01,90,2.7797695632066355e-03,1.4296644388993693e-01
4.2999999999999999e-01,153,1.6918528127337906e-02,1.6455092219881401e-01
4.2999999999999999e-01,177,1.2342162853580585e-02,1.4131814605082071e-01
4.2999999999999999e-01,215,1.1126704598860393e-02,1.5767802929304367e-01
4.2999999999999999e-01,227,1.1049947603824106e-02,1.6455092219881404e-01
4.2999999999999999e-01,275,1.1710977274934614e-02,1.6132467414461521e-01
4.2999999999999999e-01,324,3.7388667133722575e-04,1.4729688967130700e-01
4.2999999999999999e-01,463,3.1607155673151199e-03,1.6039904971484290e-01
4.2999999999999999e-01,503,1.2581764398590850e-02,1.3767824508531373e-01
4.2999999999999999e-01,514,9.3841883876173982e-03,1.6455092219881398e-01
4.2999999999999999e-01,537,1.0221261752221961e-02,1.5266542516585230e-01
4.2999999999999999e-01,618,2.9318380525155674e-03,1.4004553736292594e-01
4.2999999999999999e-01,627,6.2490050768708727e-03,1.5274026278281772e-01
4.2999999999999999e-01,630,6.9888578649607569e-03,1.4681534424425896e-01
4.2999999999999999e-01,812,1.5856842914920316e-02,1.6455092219881398e-01
4.2999999999999999e-01,826,1.3962618519172215e-02,1.6455092219881398e-01
4.2999999999999999e-01,900,1.4352432753270611e-02,1.6455092219881398e-01
4.2999999999999999e-01,926,4.0079851611507511e-03,1.6455092219881398e-01
4.2999999999999999e-01,930,1.5164338596154403e-02,1.6455092219881398e-01
4.4000000000000000e-01,42,1.2743119641704909e-02,1.6455092219881398e-01
4.4000000000000000e-01,52,1.4746734969353914e-03,1.6455092219881398e-01
4.4000000000000000e-01,54,9.8513909386772902e-03,1.5449237967450832e-01
4.4000000000000000e-01,132,2.5006185993628749e-03,1.6141492404577901e-01
4.4000000000000000e-01,182,1.6697726780876665e-02,1.6183300695117103e-01
4.4000000000000000e-01,198,5.7092552600227220e-03,1.6455092219881398e-01
4.4000000000000000e-01,222,1.6249255802463253e-02,1.6455092219881398e-01
4.4000000000000000e-01,233,5.7768457241361426e-03,1.4924085394447845e-01
4.4000000000000000e-01,235,1.6174478088290312e-02,1.6455092219881404e-01
4.4000000000000000e-01,269,1.7432861681045547e-02,1.6455092219881398e-01
4.4000000000000000e-01,311,7.8022358407462133e-03,1.3292506554548669e-01
4.4000000000000000e-01,365,1.3742890415359144e-02,1.5248979279110686e-01
4.4000000000000000e-01,388,9.7274265101951196e-03,1.4907620797102700e-01
4.4000000000000000e-01,515,4.7663011992027660e-03,1.6455092219881401e-01
4.4000000000000000e-01,559,2.6876316490744429e-03,1.2377004347902376e-01
4.4000000000000000e-01,576,1.1282662245506669e-02,1.6455092219881398e-01
4.4000000000000000e-01,731,1.3935427678113649e-02,1.4909954094804445e-01
4.4000000000000000e-01,732,1.4629489344616275e-02,1.4712449630393384e-01
4.4000000000000000e-01,796,1.8819765537892774e-02,1.6455092219881404e-01
4.4000000000000000e-01,883,1.6379904235751808e-02,1.6215047204004560e-01
4.4000000000000000e-01,885,2.6851705998755526e-03,1.4729756173870667e-01
4.4000000000000000e-01,894,1.1318055975484631e-02,1.6071228610076524e-01
4.4000000000000000e-01,921,1.0276358783751771e-03,1.3458390382472024e-01
4.4000000000000000e-01,924,1.7110505874138759e-02,1.5861091326389939e-01
4.4000000000000000e-01,948,5.0720285421020084e-03,1.4795371171879060e-01
4.4000000000000000e-01,965,5.5210411558134498e-03,1.5068986920232477e-01
4.4000000000000000e-01,967,1.7526025070536883e-02,1.5406584031239842e-01
4.4000000000000000e-01,978,1.4992143955910087e-02,1.4791438070872304e-01
4.5000000000000001e-01,2,1.5586870392321067e-02,1.5568947325275903e-01
4.5000000000000001e-01,25,1.3984322411630196e-02,1.6120970308091140e-01
4.5000000000000001e-01,131,2.5251488904702440e-03,1.2670834611863843e-01
4.5000000000000001e-01,169,1.0267576393843098e-02,1.5268141715913935e-01
4.5000000000000001e-01,204,1.4516866079640006e-02,1.5388661600301615e-01
4.5000000000000001e-01,220,8.1696269733079474e-03,1.4207453328689362e-01
4.5000000000000001e-01,226,9.3799977204810231e-03,1.3342905617328676e-01
4.5000000000000001e-01,242,5.9437903296803429e-03,1.6455092219881401e-01
4.5000000000000001e-01,302,1.3487346496966424e-02,1.4708909022258573e-01
4.5000000000000001e-01,339,7.6959950828210388e-03,1.5831855055975186e-01
4.5000000000000001e-01,364,1.7423698913650976e-02,1.6042718103138953e-01
4.5000000000000001e-01,388,8.4468479486371761e-03,1.3934878146083191e-01
4.5000000000000001e-01,393,1.3078174783506064e-02,1.5914814948581057e-01
4.5000000000000001e-01,457,4.9804330025152166e-03,1.4613198106728537e-01
4.5000000000000001e-01,500,1.4830501948519315e-02,1.6455092219881404e-01
4.5000000000000001e-01,513,1.6421027380186970e-02,1.5925436162780865e-01
4.5000000000000001e-01,545,1.7650499314518703e-02,1.6154383555190127e-01
4.5000000000000001e-01,554,1.0431965273491411e-02,1.6363646386437192e-01
4.5000000000000001e-01,555,1.0894976605904244e-02,1.3843312865208407e-01
4.5000000000000001e-01,559,9.8680496181179772e-03,1.2108241182994933e-01
4.5000000000000001e-01,681,1.6297805479271482e-02,1.4722601599054017e-01
4.5000000000000001e-01,695,4.1967477211600490e-03,1.4682466735623942e-01
4.5000000000000001e-01,739,1.5696629968131814e-02,1.6455092219881398e-01
4.5000000000000001e-01,772,6.5371119994531712e-03,1.4136798504077414e-01
4.5000000000000001e-01,860,9.9748699606329316e-03,1.6455092219881398e-01
4.5000000000000001e-01,916,1.2925404486085423e-02,1.2203696593163203e-01
4.5000000000000001e-01,917,1.4967979920048669e-02,1.6455092219881398e-01
4.5000000000000001e-01,919,1.4404152725322861e-02,1.4275163657698081e-01
4.5000000000000001e-01,931,1.1521204561945386e-02,1.6455092219881398e-01
4.5000000000000001e-01,981,7.9665070948415906e-03,1.4263184545984842e-01
4.6000000000000002e-01,71,7.9235945876013902e-03,1.5490304397174257e-01
4.6000000000000002e-01,74,1.1089264240151914e-02,1.6455092219881398e-01
4.6000000000000002e-01,187,8.6038292884726142e-03,1.4932499886309530e-01
4.6000000000000002e-01,253,1.5499644807066920e-02,1.4659907777095679e-01
4.6000000000000002e-01,337,1.7361340787145241e-02,1.5604815433201782e-01
4.6000000000000002e-01,403,9.2150581645270291e-03,1.6155195639477021e-01
4.6000000000000002e-01,408,9.2701666897831991e-04,1.4802620994988105e-01
4.6000000000000002e-01,517,9.6761084324953617e-03,1.5104972033710853e-01
4.6000000000000002e-01,612,1.3502275503861405e-02,1.6455092219881393e-01
4.6000000000000002e-01,619,8.2024670893280083e-03,1.6455092219881398e-01
4.6000000000000002e-01,638,1.2750459917061363e-03,1.6455092219881398e-01
4.6000000000000002e-01,698,1.0258053065866107e-02,1.4897729397660284e-01
4.6000000000000002e-01,768,3.6203105825087234e-03,1.5413978189176458e-01
4.6000000000000002e-01,777,4.0117966570745733e-03,1.5406640959086346e-01
4.6000000000000002e-01,781,1.8322826128346625e-02,1.6455092219881401e-01
4.6000000000000002e-01,795,5.6061559639973280e-03,1.5850295945947879e-01
4.6000000000000002e-01,815,6.6521151261221267e-03,1.3351283165412436e-01
4.6000000000000002e-01,862,1.4080442320655584e-03,1.6455092219881398e-01
4.6000000000000002e-01,898,1.1157849006703274e-02,1.4128489089024271e-01
4.6000000000000002e-01,941,8.7259934038228237e-03,1.6127241588191343e-01
4.6000000000000002e-01,959,4.3566827981625367e-04,1.6455092219881398e-01
4.7000000000000003e-01,9,1.7661415681039905e-02,1.4940020776108934e-01
4.7000000000000003e-01,35,9.4478609893276499e-03,1.6455092219881395e-01
4.7000000000000003e-01,92,1.3692739018090039e-02,1.5767553514744695e-01
4.7000000000000003e-01,103,1.9349228968875559e-02,1.6455092219881398e-01
4.7000000000000003e-01,138,3.5137563770756830e-03,1.6455092219881398e-01
4.7000000000000003e-01,172,1.0505241578694369e-02,1.6455092219881398e-01
4.7000000000000003e-01,242,2.8323106748081583e-03,1.5860713186913369e-01
4.7000000000000003e-01,299,7.6589952695952368e-03,1.4260348515146393e-01
4.7000000000000003e-01,306,1.5800597565824415e-02,1.6455092219881401e-01
4.7000000000000003e-01,326,1.7913378452676931e-03,1.6455092219881398e-01
4.7000000000000003e-01,361,5.6959210914451219e-03,1.5901827881793143e-01
4.7000000000000003e-01,472,8.3431566402618618e-03,1.4600719331333048e-01
4.7000000000000003e-01,502,8.7346067071853439e-03,1.5181349832424620e-01
4.7000000000000003e-01,509,2.9762934531510354e-03,1.4500749189971218e-01
4.7000000000000003e-01,571,1.7555043609468940e-02,1.5003830152012029e-01
4.7000000000000003e-01,574,1.0092318192588795e-02,1.6455092219881398e-01
4.7000000000000003e-01,624,3.0698135763509438e-03,1.6455092219881398e-01
4.7000000000000003e-01,690,1.5915656660056898e-02,1.6455092219881401e-01
4.7000000000000003e-01,710,7.6479209453305386e-03,1.5027695790589887e-01
4.7000000000000003e-01,733,1.1773662795858508e-02,1.4903869588960575e-01
4.7000000000000003e-01,760,1.3558984046366240e-02,1.6455092219881398e-01
4.7000000000000003e-01,775,1.1734023187224329e-02,1.6455092219881398e-01
4.7000000000000003e-01,869,1.6745904308012344e-02,1.4759044483376835e-01
4.7000000000000003e-01,870,7.8788519299035353e-03,1.5260533723617667e-01
4.7000000000000003e-01,915,1.7128282984029741e-02,1.6455092219881398e-01
4.7000000000000003e-01,929,8.5473758074179063e-03,1.5187898015117970e-01
4.7000000000000003e-01,959,9.8340181719971942e-04,1.6411525391899773e-01
4.7000000000000003e-01,971,1.2647699327333312e-02,1.6455092219881398e-01
4.7000000000000003e-01,989,1.0674787970800015e-02,1.6455092219881398e-01
4.7000000000000003e-01,992,7.9879207745168213e-03,1.3254752385754995e-01
4.7999999999999998e-01,11,4.0035089554561754e-03,1.6132481464416606e-01
4.7999999999999998e-01,23,1.3343650348211500e-03,1.3998038151276115e-01
4.7999999999999998e-01,118,1.6690401429239998e-02,1.6455092219881398e-01
4.7999999999999998e-01,144,7.4085105594590139e-04,1.6455092219881401e-01
4.7999999999999998e-01,197,6.7904636128198193e-03,1.3625544735963560e-01
4.7999999999999998e-01,229,6.1785027443883866e-03,1.5044364690589770e-01
4.7999999999999998e-01,276,5.4284961635291673e-03,1.3301967839046488e-01
4.7999999999999998e-01,304,1.6033760215510146e-02,1.4980149822565234e-01
4.7999999999999998e-01,330,8.8623673951692961e-03,1.4882202543799417e-01
4.7999999999999998e-01,358,1.5392418781419087e-02,1.5321842745990150e-01
4.7999999999999998e-01,369,4.4610376021239628e-04,1.6455092219881398e-01
4.7999999999999998e-01,400,1.7038476646929701e-02,1.6455092219881398e-01
4.7999999999999998e-01,516,9.6098780509480120e-03,1.6455092219881406e-01
4.7999999999999998e-01,519,6.1711180876614091e-04,1.5741057835366137e-01
4.7999999999999998e-01,532,1.7947727246431233e-04,1.5810722865631416e-01
4.7999999999999998e-01,563,2.9081464670225043e-03,1.6455092219881398e-01
4.7999999999999998e-01,593,1.5971829751174338e-02,1.6139053979945012e-01
4.7999999999999998e-01,636,1.0896590678503321e-02,1.3414070355422525e-01
4.7999999999999998e-01,696,1.3443689204958642e-02,1.4724015427899653e-01
4.7999999999999998e-01,745,1.5837845871286838e-03,1.4788862555690108e-01
4.7999999999999998e-01,792,1.2980420926961000e-03,1.4602988998474312e-01
4.7999999999999998e-01,885,2.1218368879174498e-03,1.4461239113883106e-01
4.7999999999999998e-01,915,1.3625117333730258e-02,1.4742263921478424e-01
4.7999999999999998e-01,933,3.0830497876996044e-03,1.4592669837581251e-01
4.7999999999999998e-01,977,9.9803757213495770e-05,1.6455092219881398e-01
4.7999999999999998e-01,979,1.1869037967694368e-02,1.6455092219881398e-01
4.8999999999999999e-01,1,4.7726647419912838e-04,1.4700857894063479e-01
4.8999999999999999e-01,48,6.8006445477727939e-03,1.6455092219881398e-01
4.8999999999999999e-01,62,1.3134147695609610e-02,1.5887140731130370e-01
4.8999999999999999e-01,102,2.9649314233820001e-03,1.5896930709895132e-01
4.8999999999999999e-01,104,7.5020443878646148e-03,1.4825294749903323e-01
4.8999999999999999e-01,159,3.2871843208437113e-03,1.4557499115659289e-01
4.8999999999999999e-01,173,1.7558368872887420e-02,1.5637889321928147e-01
4.8999999999999999e-01,180,3.4798919152725927e-03,1.3518333561630044e-01
4.8999999999999999e-01,251,1.6507249348464231e-02,1.4731780370088163e-01
4.8999999999999999e-01,267,2.6806329121047690e-03,1.2934777524551855e-01
4.8999999999999999e-01,268,9.4939573263730370e-04,1.6455092219881398e-01
4.8999999999999999e-01,330,2.5417939505141540e-03,1.3995965804282492e-01
4.8999999999999999e-01,392,1.1813076850607951e-02,1.4799148389484215e-01
4.8999999999999999e-01,460,1.7728253027407603e-02,1.6455092219881398e-01
4.8999999999999999e-01,487,1.1762862091030335e-02,1.6455092219881398e-01
4.8999999999999999e-01,497,1.4008259729202388e-02,1.6455092219881406e-01
4.8999999999999999e-01,502,1.6677130275873503e-02,1.4307889161706089e-01
4.8999999999999999e-01,605,4.9762977078834925e-04,1.6455092219881398e-01
4.8999999999999999e-01,635,6.5339449648363357e-04,1.4766831746370279e-01
4.8999999999999999e-01,714,1.9206767458349261e-02,1.6455092219881398e-01
4.8999999999999999e-01,734,4.5711125580914502e-03,1.3770457921185689e-01
4.8999999999999999e-01,749,1.6407220092591046e-02,1.5904548541423641e-01
4.8999999999999999e-01,782,1.4374775129922565e-02,1.3580775914476437e-01
4.8999999999999999e-01,833,6.1522714019618396e-03,1.6010755421078432e-01
4.8999999999999999e-01,858,1.5127013357483982e-02,1.6455092219881398e-01
4.8999999999999999e-01,866,4.3390157661983009e-03,1.6455092219881395e-01
4.8999999999999999e-01,871,9.2248229765876100e-04,1.6455092219881398e-01
4.8999999999999999e-01,877,1.9462238690585970e-02,1.6455092219881398e-01
4.8999999999999999e-01,894,4.6713872050553051e-03,1.4939423012528066e-01
4.8999999999999999e-01,918,7.7088747917144762e-03,1.6455092219881398e-01
4.8999999999999999e-01,998,1.8456043504162106e-02,1.6455092219881398e-01
5.0000000000000000e-01,40,1.0149243816200290e-02,1.2688627741293149e-01
5.0000000000000000e-01,115,6.1129262120129535e-03,1.3180088942165502e-01
5.0000000000000000e-01,135,9.0662527495651846e-03,1.6056207973411743e-01
5.0000000000000000e-01,137,1.5922030979573343e-02,1.5221247872385824e-01
5.0000000000000000e-01,152,7.5154633503997093e-03,1.5243962731066615e-01
5.0000000000000000e-01,156,1.0769465104791709e-02,1.3715688188404915e-01
5.0000000000000000e-01,185,6.4822708929460904e-03,1.5986678196374363e-01
