t_ps,atom_idx,dE_eV,E0_eV
1.1300000000000001e+00,319,7.8429287192234576e-03,1.6455092219881398e-01
1.1300000000000001e+00,343,9.0172912441780217e-03,1.5337618177665571e-01
1.1300000000000001e+00,404,2.5191621292170452e-03,1.5348999668238519e-01
1.1300000000000001e+00,471,7.8264849482783394e-03,1.4453425919281720e-01
1.1300000000000001e+00,487,3.8537552817269338e-04,1.4683806959214796e-01
1.1300000000000001e+00,520,6.7855175021925840e-03,1.3190897963202000e-01
1.1300000000000001e+00,529,9.2142424358172548e-03,1.5542530073428282e-01
1.1300000000000001e+00,532,1.2446334218415234e-02,1.4788426603769511e-01
1.1300000000000001e+00,566,1.2858429558456355e-02,1.2942237577571244e-01
1.1300000000000001e+00,572,1.3557577818285427e-02,1.2321036430272959e-01
1.1300000000000001e+00,586,9.6266277197887135e-03,1.2173053505824537e-01
1.1300000000000001e+00,640,5.4723444533194554e-04,1.5452517961710835e-01
1.1300000000000001e+00,695,4.1168216855103079e-04,1.4262791963507937e-01
1.1300000000000001e+00,794,8.5831049731987658e-03,1.2674025823227750e-01
1.1300000000000001e+00,842,2.3665075785892498e-03,1.3182613550381461e-01
1.1400000000000001e+00,123,5.2611851132846332e-03,1.1099088050599173e-01
1.1400000000000001e+00,128,7.5196195728650939e-04,9.6857453900995580e-02
1.1400000000000001e+00,242,9.9434799458152090e-03,1.3768239428863066e-01
1.1400000000000001e+00,246,6.9523642799123875e-03,1.3711582385673976e-01
1.1400000000000001e+00,293,3.5274956856261863e-03,1.6033898861893406e-01
1.1400000000000001e+00,299,1.5037513205171188e-02,1.2746877098125659e-01
1.1400000000000001e+00,330,4.4444444833059149e-03,1.2526199433037374e-01
1.1400000000000001e+00,393,1.2513517953766623e-02,1.3118349386494307e-01
1.1400000000000001e+00,440,4.0384787488470519e-04,1.3217752734274343e-01
1.1400000000000001e+00,491,1.1113419708882577e-02,1.5384179526107775e-01
1.1400000000000001e+00,495,1.5835472861390629e-02,1.3942543025525556e-01
1.1400000000000001e+00,558,2.0562171264842943e-04,1.6455092219881398e-01
1.1400000000000001e+00,598,1.5420810251090489e-02,1.5052437961492879e-01
1.1400000000000001e+00,632,4.6511082595223352e-03,1.4829938810666585e-01
1.1400000000000001e+00,658,1.1958801141583264e-02,1.3462628080589903e-01
1.1400000000000001e+00,706,6.4417997367464397e-03,1.6455092219881398e-01
1.1400000000000001e+00,788,7.1670004157607103e-03,1.6455092219881398e-01
1.1400000000000001e+00,791,1.1662639271087433e-02,1.3216475123515878e-01
1.1400000000000001e+00,794,8.3677792106170296e-03,1.1815715325907873e-01
1.1400000000000001e+00,855,2.6256697969842258e-03,1.4523764466063449e-01
1.1400000000000001e+00,897,1.2489858858175232e-02,1.3704471952737804e-01
1.1400000000000001e+00,912,9.7603601429509246e-03,1.4553689460400446e-01
1.1400000000000001e+00,913,1.3957862257738818e-03,1.2498649602222059e-01
1.1400000000000001e+00,966,1.0840017136624386e-02,1.3670341602699237e-01
1.1400000000000001e+00,982,4.0022341610189416e-03,1.3349695484271135e-01
1.1400000000000001e+00,997,1.5273676314830065e-03,1.3523205648829670e-01
1.1500000000000001e+00,40,1.4745452655270247e-03,8.8019949660847085e-02
1.1500000000000001e+00,119,1.6502386436163169e-02,1.5063929072308679e-01
1.1500000000000001e+00,223,5.8642135880723756e-04,1.4415725261887907e-01
1.1500000000000001e+00,228,5.7739546874643610e-03,1.4955290034551003e-01
1.1500000000000001e+00,251,5.8680919293494782e-03,1.0788493047010678e-01
1.1500000000000001e+00,260,1.3271286612016139e-02,1.3312252469024988e-01
1.1500000000000001e+00,283,5.0970542355146531e-03,1.3571840313084318e-01
1.1500000000000001e+00,307,1.2178597430607868e-02,1.4384837631399153e-01
1.1500000000000001e+00,325,7.9128487902436762e-03,1.3555463339736981e-01
1.1500000000000001e+00,362,1.6399120854999338e-03,1.4925510761058125e-01
1.1500000000000001e+00,377,2.7673802960127419e-03,1.0541892842640520e-01
1.1500000000000001e+00,474,1.2460810627861932e-02,1.3407134123901918e-01
1.1500000000000001e+00,544,1.3337380511527275e-02,1.6455092219881404e-01
1.1500000000000001e+00,564,1.5387434243656212e-02,1.4401200702389347e-01
1.1500000000000001e+00,573,8.4322184198795114e-03,1.3506709889568774e-01
1.1500000000000001e+00,623,6.3213553960120433e-03,1.3034404245210307e-01
1.1500000000000001e+00,636,9.8349762383966866e-03,1.2324411287572189e-01
1.1500000000000001e+00,657,1.3269922763350567e-02,1.6455092219881398e-01
1.1500000000000001e+00,682,5.9903779185618844e-03,1.6455092219881398e-01
1.1500000000000001e+00,730,3.0853766321483345e-03,1.5004314564340221e-01
1.1500000000000001e+00,774,1.6413810950748620e-03,1.3634728220580966e-01
1.1500000000000001e+00,785,1.1006349166342300e-02,1.1180816221589872e-01
1.1500000000000001e+00,892,1.4313539586438551e-04,1.2813515445997584e-01
1.1500000000000001e+00,902,6.8263430733420116e-04,1.3932694747508287e-01
1.1500000000000001e+00,906,4.6152197326469052e-03,1.2954101454472822e-01
1.1500000000000001e+00,944,9.9678365231316568e-03,1.4444694581627260e-01
1.1500000000000001e+00,953,1.4587970563727015e-02,1.4286587002689999e-01
1.1599999999999999e+00,81,2.6282743725939695e-03,1.1898623304384945e-01
1.1599999999999999e+00,94,9.6435013662796443e-03,1.2605643604106714e-01
1.1599999999999999e+00,153,7.0488297631432495e-04,1.4363853766217488e-01
1.1599999999999999e+00,177,1.1349484583077690e-02,1.0752028381030126e-01
1.1599999999999999e+00,231,1.6197752048545844e-02,1.5809427036251661e-01
1.1599999999999999e+00,334,2.6124726634574047e-03,1.6057645828982642e-01
1.1599999999999999e+00,370,1.8346471447670071e-02,1.6455092219881398e-01
1.1599999999999999e+00,446,6.3992546779508275e-03,1.6455092219881398e-01
1.1599999999999999e+00,520,4.3045460612729652e-03,1.2512346212982736e-01
1.1599999999999999e+00,522,7.9060958736483222e-03,1.5583732001268719e-01
1.1599999999999999e+00,561,1.5150255773929977e-03,1.3025297707494995e-01
1.1599999999999999e+00,607,7.4857044837737807e-03,1.3264478898383578e-01
1.1599999999999999e+00,651,1.1957682820405602e-02,1.4097842076640868e-01
1.1599999999999999e+00,664,8.4339623759410731e-03,1.5506652069451382e-01
1.1599999999999999e+00,669,4.2026701705602520e-04,1.2679736540333150e-01
1.1599999999999999e+00,716,1.0126736414446974e-02,1.5698406680452567e-01
1.1599999999999999e+00,762,1.2500032129705574e-03,1.3675162257309328e-01
1.1599999999999999e+00,767,8.8743776473873548e-04,1.5116760780927155e-01
1.1599999999999999e+00,782,1.1201693131647511e-02,1.1060725613248884e-01
1.1599999999999999e+00,828,9.1157378093511265e-03,1.3597333453466776e-01
1.1599999999999999e+00,838,7.8761626934598095e-06,1.4747641958215421e-01
1.1599999999999999e+00,852,1.0639561387780772e-03,1.3157965566276908e-01
1.1599999999999999e+00,927,6.7977108550921761e-03,1.4454292441320069e-01
1.1599999999999999e+00,937,1.2220526554989120e-02,1.3817121964206791e-01
1.1599999999999999e+00,979,3.8800668285668416e-03,1.5268188423111961e-01
1.1699999999999999e+00,1,1.1088083069758142e-02,1.2476895950314049e-01
1.1699999999999999e+00,17,1.6736181633550257e-02,1.4989405236805362e-01
1.1699999999999999e+00,23,5.2374957882676820e-03,1.3526488724905658e-01
1.1699999999999999e+00,57,4.4225078490870567e-03,1.2887027963575828e-01
1.1699999999999999e+00,145,1.1128757127251296e-02,1.1788023962259163e-01
1.1699999999999999e+00,148,1.8534537407706164e-03,1.4386116423242093e-01
1.1699999999999999e+00,268,1.5036003182628821e-03,1.3838489305534848e-01
1.1699999999999999e+00,349,1.4223109633916625e-02,1.6393414326016681e-01
1.1699999999999999e+00,350,6.6269188037542948e-03,1.4696607794326869e-01
1.1699999999999999e+00,432,6.4509360516759040e-03,1.6191734040480643e-01
1.1699999999999999e+00,492,1.2087210529958620e-02,1.4105123801148609e-01
1.1699999999999999e+00,562,5.3401566378025733e-03,1.5140754632574227e-01
1.1699999999999999e+00,654,4.5798175367567084e-03,1.0411923619433573e-01
1.1699999999999999e+00,717,3.1548993200712638e-04,1.1905862290209392e-01
1.1699999999999999e+00,744,2.1427389151083276e-03,1.2427713793560075e-01
1.1699999999999999e+00,789,8.8396274065020430e-03,1.2633659055473798e-01
1.1699999999999999e+00,899,1.2970019874029917e-02,1.3182672174301008e-01
1.1699999999999999e+00,917,1.3379292111002167e-02,1.4407483604023832e-01
1.1699999999999999e+00,938,1.1054673057290382e-02,1.4132537876903595e-01
1.1699999999999999e+00,949,1.2339951466562804e-02,1.6455092219881398e-01
1.1699999999999999e+00,976,4.0074490186173400e-03,1.2249452181864716e-01
1.1699999999999999e+00,985,1.8921595991877593e-03,1.4899773815297271e-01
1.1699999999999999e+00,988,1.4384485462885871e-02,1.4326414737258900e-01
1.1799999999999999e+00,46,1.2484124143496866e-02,1.4199855924608640e-01
1.1799999999999999e+00,58,1.3667655603977230e-02,1.3092415387983530e-01
1.1799999999999999e+00,123,8.2040276209116997e-03,1.0572969539270709e-01
1.1799999999999999e+00,159,2.2487785693412199e-03,1.4228780683574915e-01
1.1799999999999999e+00,255,6.4719577740575407e-03,1.5978665912002854e-01
1.1799999999999999e+00,339,2.3068966186843010e-03,1.2829201008518937e-01
1.1799999999999999e+00,532,7.6297412333297399e-03,1.3543793181927991e-01
1.1799999999999999e+00,566,7.2862046148655935e-03,1.1656394621725612e-01
1.1799999999999999e+00,568,4.3581588203616128e-03,1.3772364990365629e-01
1.1799999999999999e+00,602,5.9677865372133043e-03,1.4312129778095528e-01
1.1799999999999999e+00,623,2.9683890350892528e-03,1.2402268705609101e-01
1.1799999999999999e+00,805,1.3608841884567457e-02,1.3775364227296105e-01
1.1799999999999999e+00,807,5.4574514478628600e-03,1.6455092219881398e-01
1.1799999999999999e+00,851,5.1560675892851349e-03,1.6370500662449539e-01
1.1799999999999999e+00,882,1.0884284148975881e-02,1.1799259159372309e-01
1.1899999999999999e+00,4,8.8856410228647514e-03,1.2104467050100626e-01
1.1899999999999999e+00,17,1.2682703550693716e-02,1.3315787073450336e-01
1.1899999999999999e+00,121,7.5653849117117700e-03,1.3595079339403243e-01
1.1899999999999999e+00,203,9.0743516143589609e-03,1.3725496696053990e-01
1.1899999999999999e+00,226,1.2511973401982679e-03,1.2404905845280571e-01
1.1899999999999999e+00,232,6.9998278071579656e-03,1.4612105101438785e-01
1.1899999999999999e+00,233,1.5823308190182933e-02,1.4346400822034225e-01
1.1899999999999999e+00,251,2.9256107699793255e-04,1.0201683854075734e-01
1.1899999999999999e+00,330,6.8781813081736087e-03,1.2081754984706780e-01
1.1899999999999999e+00,336,1.4341135314588638e-03,1.3980033818054899e-01
1.1899999999999999e+00,372,1.9758185935857264e-03,1.4077550086507767e-01
1.1899999999999999e+00,383,1.3894045662661475e-02,1.5483721379713403e-01
1.1899999999999999e+00,424,6.3730210958685696e-03,1.3664183910722535e-01
1.1899999999999999e+00,438,9.1525975521976471e-03,1.0582620672806407e-01
1.1899999999999999e+00,486,4.0657593311835827e-03,1.4442373409922879e-01
1.1899999999999999e+00,526,1.7427372708502503e-02,1.5062715001017149e-01
1.1899999999999999e+00,596,5.2595846196000495e-03,1.4218229617045117e-01
1.1899999999999999e+00,658,5.2073114857911496e-03,1.2266747966431572e-01
1.1899999999999999e+00,699,9.5394130379106157e-04,1.3605021236381856e-01
1.1899999999999999e+00,703,1.0684193817765364e-02,1.3589731822810561e-01
1.1899999999999999e+00,719,2.3967178838898706e-03,1.2985780236641106e-01
1.1899999999999999e+00,813,6.1263407767585959e-03,1.2314238437469732e-01
1.1899999999999999e+00,836,8.3680119999357400e-03,8.5622494645687663e-02
1.1899999999999999e+00,889,1.4952697550483951e-02,1.5048345428757517e-01
1.1899999999999999e+00,907,5.7257570195691221e-03,1.1477446633576102e-01
1.1899999999999999e+00,916,9.1042431275292768e-04,9.5777183203724900e-02
1.1899999999999999e+00,935,3.4967447978531963e-03,1.3142075859005725e-01
1.2000000000000000e+00,14,6.7170811199905867e-03,1.0366959591924180e-01
1.2000000000000000e+00,44,8.2891735504146136e-03,1.0478973393164842e-01
1.2000000000000000e+00,91,1.9472190248107368e-03,1.2116908612133244e-01
1.2000000000000000e+00,120,7.6147591994210895e-03,1.3353484442768004e-01
1.2000000000000000e+00,239,1.6252636037432794e-03,1.1572810992318658e-01
1.2000000000000000e+00,254,1.5278979767864909e-02,1.3755777821211337e-01
1.2000000000000000e+00,310,3.1219091760363027e-03,1.5412363062679810e-01
1.2000000000000000e+00,324,8.6841975432377927e-04,1.2605947570246212e-01
1.2000000000000000e+00,326,8.1959193149313131e-03,1.2778583417134012e-01
1.2000000000000000e+00,373,1.3127738011564166e-02,1.4763514239568204e-01
1.2000000000000000e+00,429,3.4206698367263144e-03,1.3883040332156160e-01
1.2000000000000000e+00,433,1.5110246640756511e-02,1.3311310069038224e-01
1.2000000000000000e+00,581,7.0625225492900734e-03,1.2226655399405817e-01
1.2000000000000000e+00,583,1.2637531165108490e-02,1.3935875212469093e-01
1.2000000000000000e+00,627,3.9384704322645570e-03,1.4649125770594687e-01
1.2000000000000000e+00,630,4.8209731695683378e-03,1.3831835459874944e-01
1.2000000000000000e+00,753,1.2809383589929710e-02,1.2459820927159077e-01
1.2000000000000000e+00,773,1.3012266769921454e-03,1.2868537154884532e-01
1.2000000000000000e+00,792,3.8296756127705195e-03,1.1506782561009102e-01
1.2000000000000000e+00,966,4.4676491222237769e-03,1.2586339889036796e-01
1.2000000000000000e+00,968,1.1324924018778798e-02,1.4424402873221137e-01
1.2000000000000000e+00,971,3.9612771508717171e-03,1.3776479610839834e-01
1.2000000000000000e+00,976,6.5559861053530455e-03,1.1848707280002981e-01
1.2000000000000000e+00,996,3.2191079389271848e-03,1.3216597361943105e-01
1.2100000000000000e+00,18,1.4923170229388105e-02,1.5394282487582159e-01
1.2100000000000000e+00,103,1.7181271825587902e-02,1.4520169322993845e-01
1.2100000000000000e+00,107,6.2498066440067890e-03,1.6455092219881398e-01
1.2100000000000000e+00,126,4.7634803107679535e-04,1.3621554262848784e-01
1.2100000000000000e+00,148,4.4025609806568611e-03,1.4200771049165034e-01
1.2100000000000000e+00,180,1.4419741399127495e-02,1.2746364131346283e-01
1.2100000000000000e+00,223,5.5373608747882608e-03,1.4357083126007181e-01
1.2100000000000000e+00,246,5.0499991091456919e-03,1.3016345957682740e-01
1.2100000000000000e+00,263,1.6324940709870506e-02,1.4972738232356453e-01
1.2100000000000000e+00,268,8.8707805822765273e-03,1.3688129273708566e-01
1.2100000000000000e+00,329,1.4873488211425145e-03,1.6455092219881398e-01
1.2100000000000000e+00,332,1.4942357257753391e-03,1.2909095001900164e-01
1.2100000000000000e+00,357,1.1005534214419022e-02,1.4346796332354481e-01
1.2100000000000000e+00,362,1.1457943380644570e-02,1.4761519552508129e-01
1.2100000000000000e+00,371,7.2659657128136823e-03,1.6455092219881398e-01
1.2100000000000000e+00,435,2.1971239491636041e-04,1.5638933339034086e-01
1.2100000000000000e+00,466,1.2145232243149312e-02,1.1799991013064369e-01
1.2100000000000000e+00,535,6.6192847306447700e-03,1.6016209652346750e-01
1.2100000000000000e+00,546,1.7541823608339252e-02,1.5356954820239299e-01
1.2100000000000000e+00,558,6.8647813652472356e-03,1.6434530048616561e-01
1.2100000000000000e+00,608,3.1006310610957322e-03,1.4473288605626303e-01
1.2100000000000000e+00,611,7.9526721572730219e-03,1.3119826786158831e-01
1.2100000000000000e+00,622,5.0796871509771468e-03,1.5800931534488358e-01
1.2100000000000000e+00,643,1.8533522736508823e-03,1.5432435984208984e-01
1.2100000000000000e+00,646,1.6598403091025421e-02,1.5273369389272934e-01
1.2100000000000000e+00,725,1.4506672512473728e-04,1.3719363717326508e-01
1.2100000000000000e+00,823,1.6777258273460716e-02,1.4772332476434522e-01
1.2100000000000000e+00,824,2.9151707724330428e-03,1.2316534884964471e-01
1.2100000000000000e+00,853,6.0283853244843533e-03,1.3839040091063790e-01
1.2100000000000000e+00,875,1.2107793301546890e-02,1.2872156347055477e-01
1.2100000000000000e+00,887,1.2341939187359985e-03,1.6455092219881398e-01
1.2100000000000000e+00,895,8.7644372035046436e-04,1.2177471190185440e-01
1.2200000000000000e+00,65,7.7698772872585864e-03,1.4100068744295285e-01
1.2200000000000000e+00,123,7.7284529108415378e-03,9.7525667771795305e-02
