step,t_ps,atom,x_A,y_A,z_A,vx_Aps,vy_Aps,vz_Aps,mass_kg,E_kin_eV,E_pot_eV,E_dissip_eV
10,9.9999999999999992e-02,1,-3.1134602510093967e+00,-2.0388221778243589e+00,-1.0545630692322157e+00,-1.8506916335042622e+00,-8.6263712377833357e-01,-7.8582898696867420e-01,2.1088846175284001e-25,3.1502956828482948e-02,1.0759102554567768e+00,0.0000000000000000e+00
11,1.0999999999999999e-01,0,3.1436658832460735e+00,2.0918925717035908e+00,1.0516634313932112e+00,2.0885479465276009e+00,1.3531724641388780e+00,7.3242197690074951e-01,2.1088846175284001e-25,4.4289264328705912e-02,1.0708825394702848e+00,0.0000000000000000e+00
11,1.0999999999999999e-01,1,-3.1326600079363409e+00,-2.0479061596064501e+00,-1.0626544670574241e+00,-1.9883876234583406e+00,-9.5354334001276508e-01,-8.3217728794608747e-01,2.1088846175284001e-25,3.6562140788636593e-02,1.0705347040980093e+00,0.0000000000000000e+00
12,1.1999999999999998e-01,0,3.1652356253131075e+00,2.1058754166678959e+00,1.0592182449026610e+00,2.2244833457981819e+00,1.4427489755858702e+00,7.7825291093532589e-01,2.1088846175284001e-25,5.0251788580159017e-02,1.0652297878044716e+00,0.0000000000000000e+00
12,1.1999999999999998e-01,1,-3.1532280034785631e+00,-2.0578930446246142e+00,-1.0712066149911375e+00,-2.1242931480990910e+00,-1.0431888932177447e+00,-8.7796263877064162e-01,2.1088846175284001e-25,4.1934027891033676e-02,1.0648505641876522e+00,0.0000000000000000e+00
13,1.2999999999999998e-01,0,3.1881555501620373e+00,2.1207475512153078e+00,1.0672284896119175e+00,2.3585422474214042e+00,1.5310042555958367e+00,8.2349311260987790e-01,2.1088846175284001e-25,5.6499480742222351e-02,1.0592875222166620e+00,0.0000000000000000e+00
13,1.2999999999999998e-01,1,-3.1751458708983225e+00,-2.0687699374708051e+00,-1.0802137198328370e+00,-2.2583197614721606e+00,-1.1315187265933724e+00,-9.2315359741144964e-01,2.1088846175284001e-25,4.7599697730780391e-02,1.0588769482231442e+00,0.0000000000000000e+00
14,1.3999999999999999e-01,0,3.2124064702615356e+00,2.1364955017798124e+00,1.0756881071548583e+00,2.4906441399927788e+00,1.6178887593940126e+00,8.6811368715971260e-01,2.1088846175284001e-25,6.3012722621558492e-02,1.0530752060335071e+00,0.0000000000000000e+00
14,1.3999999999999999e-01,1,-3.1983943987080061e+00,-2.0805234191564814e+00,-1.0896696869393665e+00,-2.3903869886044697e+00,-1.2184831848757920e+00,-9.6772133473519406e-01,2.1088846175284001e-25,5.3539860726483042e-02,1.0526333197263777e+00,0.0000000000000000e+00
15,1.4999999999999999e-01,0,3.2379684329618930e+00,2.1531053264031881e+00,1.0845907633551117e+00,2.6207165065583369e+00,1.7033583351377644e+00,9.1208837324976111e-01,2.1088846175284001e-25,6.9771704139889160e-02,1.0466125116851601e+00,0.0000000000000000e+00
15,1.4999999999999999e-01,1,-3.2229536106704115e+00,-2.0931396011683208e+00,-1.0995681465275409e+00,-2.5204223497647495e+00,-1.3040380004579015e+00,-1.0116396576525213e+00,2.1088846175284001e-25,5.9734999812427102e-02,1.0461393514846824e+00,0.0000000000000000e+00
16,1.6000000000000000e-01,0,3.2648208003927022e+00,2.1705626684825674e+00,1.0939298746198536e+00,2.7486947838398881e+00,1.7873741673868417e+00,9.5539354402330767e-01,2.1088846175284001e-25,7.6756557866452441e-02,1.0399191859078383e+00,0.0000000000000000e+00
16,1.6000000000000000e-01,1,-3.2488028457033011e+00,-2.1066041791656396e+00,-1.1099024800924169e+00,-2.6483613194829654e+00,-1.3881442373809652e+00,-1.0548850098347800e+00,2.1088846175284001e-25,6.6165505315804188e-02,1.0394147907641915e+00,0.0000000000000000e+00
17,1.7000000000000001e-01,0,3.2929423286386905e+00,2.1888528097509243e+00,1.1036986342355777e+00,2.8745222613814509e+00,1.8699026821771390e+00,9.9800818729703922e-01,2.1088846175284001e-25,8.3947485178306303e-02,1.0330149232100569e+00,0.0000000000000000e+00
17,1.7000000000000001e-01,1,-3.2759208370600712e+00,-2.1209024859159404e+00,-1.1206658467242363e+00,-2.7741472254970185e+00,-1.4707681969255526e+00,-1.0974364515821984e+00,2.1088846175284001e-25,7.2811801716824498e-02,1.0324793327857023e+00,0.0000000000000000e+00
18,1.8000000000000002e-01,0,3.3223112456203312e+00,2.2079607221261099e+00,1.1138900383657944e+00,2.9981499263070126e+00,1.9509154177245547e+00,1.0399138666828014e+00,2.1088846175284001e-25,9.1324873034989873e-02,1.0259192486290361e+00,0.0000000000000000e+00
18,1.8000000000000002e-01,1,-3.3042857902132416e+00,-2.1360195431041507e+00,-1.1318512091240607e+00,-2.8977310933184355e+00,-1.5518812888241771e+00,-1.1392756206265218e+00,2.1088846175284001e-25,7.9654465251858930e-02,1.0253525034895119e+00,0.0000000000000000e+00
19,1.9000000000000003e-01,0,3.3529053271648310e+00,2.2278711181054152e+00,1.1244969115692340e+00,3.1195362597264813e+00,2.0303888649615862e+00,1.0810946655595335e+00,2.1088846175284001e-25,9.8869400614352121e-02,1.0186514105435123e+00,0.0000000000000000e+00
19,1.9000000000000003e-01,1,-3.3338754589264399e+00,-2.1519401116924239e+00,-1.1434513591367668e+00,-3.0190714424552350e+00,-1.6314598722944988e+00,-1.1803866757939065e+00,2.1088846175284001e-25,8.6674331578845076e-02,1.0180535523554597e+00,0.0000000000000000e+00
20,2.0000000000000004e-01,0,3.3847019708148611e+00,2.2485684994253412e+00,1.1355119316769851e+00,3.2386469910143796e+00,2.1083042821812170e+00,1.1215371159079854e+00,2.1088846175284001e-25,1.0656213530596804e-01,1.0112302840592791e+00,0.0000000000000000e+00
20,2.0000000000000004e-01,1,-3.3646672190623468e+00,-2.1686487405500405e+00,-1.1554589426399389e+00,-3.1381340405176275e+00,-1.7094850711643623e+00,-1.2207562255426747e+00,2.1088846175284001e-25,9.3852592973285201e-02,1.0106013557944986e+00,0.0000000000000000e+00
21,2.1000000000000005e-01,0,3.4176782669851189e+00,2.2700372037490393e+00,1.1469276538873936e+00,3.3554548162344333e+00,2.1846474880449120e+00,1.1612301140620584e+00,2.1088846175284001e-25,1.1438461779218514e-01,1.0036742852500531e+00,0.0000000000000000e+00
21,2.1000000000000005e-01,1,-3.3966381397367926e+00,-2.1861298131157110e+00,-1.1678664836476202e+00,-3.2548916214805819e+00,-1.7859425673426754e+00,-1.2603732434314405e+00,2.1088846175284001e-25,1.0117088475686002e-01,1.0030143313944206e+00,0.0000000000000000e+00
22,2.2000000000000006e-01,0,3.4518110671395501e+00,2.2922614491862396e+00,1.1587365339582263e+00,3.4699390868943851e+00,2.2594086371064206e+00,1.2001648254239288e+00,2.1088846175284001e-25,1.2231893615917103e-01,9.9600129632312051e-01,0.0000000000000000e+00
22,2.2000000000000006e-01,1,-3.4297650514919580e+00,-2.2043675918968941e+00,-1.1806664075085678e+00,-3.3693235742882566e+00,-1.8608223767855019e+00,-1.2992289725661230e+00,2.1088846175284001e-25,1.0861136087366681e-01,9.9531036308921284e-01,0.0000000000000000e+00
23,2.3000000000000007e-01,0,3.4870770487230063e+00,2.3152253764911679e+00,1.1709309503958722e+00,3.5820854750228035e+00,2.3325819818335387e+00,1.2383345801464773e+00,2.1088846175284001e-25,1.3034778916919393e-01,9.8822860158991133e-01,0.0000000000000000e+00
23,2.3000000000000007e-01,1,-3.4640246112225572e+00,-2.2233462606514212e+00,-1.1938510630989427e+00,-3.4814156077925298e+00,-1.9341186119376632e+00,-1.3373168210304074e+00,2.1088846175284001e-25,1.1615675871903321e-01,9.8750673713223303e-01,0.0000000000000000e+00
24,2.4000000000000007e-01,0,3.5234527766400059e+00,2.3389130888229102e+00,1.1835032255611559e+00,3.6918856202685686e+00,2.4041656248801568e+00,1.2757347617073784e+00,2.1088846175284001e-25,1.3845453898801621e-01,9.8037283395791597e-01,0.0000000000000000e+00
24,2.4000000000000007e-01,1,-3.4993933636478083e+00,-2.2430499641356474e+00,-1.2074127439291757e+00,-3.5911593977265897e+00,-2.0058292344007715e+00,-1.3746322502247574e+00,2.1088846175284001e-25,1.2379045348999312e-01,9.7962008858966398e-01,0.0000000000000000e+00
25,2.5000000000000006e-01,0,3.5609147611283776e+00,2.3633086889887709e+00,1.1964456456300199e+00,3.7993367643686256e+00,2.4741612650937990e+00,1.3123626901960066e+00,2.1088846175284001e-25,1.4662325379799965e-01,9.7244993152323500e-01,0.0000000000000000e+00
25,2.5000000000000006e-01,1,-3.5358477991770894e+00,-2.2634628453394368e+00,-1.2213437081034377e+00,-3.6985522210592756e+00,-2.0759558013119048e+00,-1.4111726579356143e+00,2.1088846175284001e-25,1.3149650246496480e-01,9.7166635793358858e-01,0.0000000000000000e+00
26,2.6000000000000006e-01,0,3.5994395119273785e+00,2.3883963141247864e+00,1.2097504793650760e+00,3.9044413779117870e+00,2.5425739404405538e+00,1.3482175020074103e+00,2.1088846175284001e-25,1.5483874083734456e-01,9.6447510373205791e-01,0.0000000000000000e+00
26,2.6000000000000006e-01,1,-3.5733644080689939e+00,-2.2845690801618859e+00,-1.2356361970878882e+00,-3.8035965826579061e+00,-2.1445032086142346e+00,-1.4469372578292587e+00,2.1088846175284001e-25,1.3925967973197273e-01,9.6366075720303734e-01,0.0000000000000000e+00
27,2.7000000000000007e-01,0,3.6390035886866134e+00,2.4141601677975819e+00,1.2234099956701681e+00,4.0072067838689351e+00,2.6094117707049649e+00,1.3833000274947915e+00,2.1088846175284001e-25,1.6308657049010009e-01,9.5646280649389681e-01,0.0000000000000000e+00
27,2.7000000000000007e-01,1,-3.6119197308302473e+00,-2.3063529095117214e+00,-1.2502824532600230e+00,-3.9062998387297592e+00,-2.2114794340769182e+00,-1.4819269569217792e+00,2.1088846175284001e-25,1.4706550197109386e-01,9.5561774511589570e-01,0.0000000000000000e+00
28,2.8000000000000008e-01,0,3.6795836476047570e+00,2.4405845495388854e+00,1.2374164799149718e+00,4.1076447818962416e+00,2.6746857024987509e+00,1.4176126679846097e+00,2.1088846175284001e-25,1.7135309211323771e-01,9.4842672556752317e-01,0.0000000000000000e+00
28,2.8000000000000008e-01,1,-3.6514904048435892e+00,-2.3287986688434241e+00,-1.2652747362263237e+00,-4.0066738210485235e+00,-2.2768952825981961e+00,-1.5161442324290748e+00,2.1088846175284001e-25,1.5490024596058327e-01,9.4755101045267964e-01,0.0000000000000000e+00
29,2.9000000000000009e-01,0,3.7211564843245379e+00,2.4676538818475571e+00,1.2517622490298603e+00,4.2057712769277105e+00,2.7384092587756914e+00,1.4511592733998000e+00,2.1088846175284001e-25,1.7962544232565014e-01,9.4037976750046570e-01,0.0000000000000000e+00
29,2.9000000000000009e-01,1,-3.6920532072512176e+00,-2.3518908151636850e+00,-1.2806053379086044e+00,-4.1047344654816271e+00,-2.3407641359893656e+00,-1.5495930092420185e+00,2.1088846175284001e-25,1.6275095851691565e-01,9.3947346299310208e-01,0.0000000000000000e+00
30,3.0000000000000010e-01,0,3.7636990731433109e+00,2.4953527347143996e+00,1.2664396653829679e+00,4.3016059151000121e+00,2.8005982947287942e+00,1.4839450215816383e+00,2.1088846175284001e-25,1.8789154650418047e-01,9.3233405738214370e-01,0.0000000000000000e+00
30,3.0000000000000010e-01,1,-3.7335850941532214e+00,-2.3756139515632113e+00,-1.2962665964111639e+00,-4.2005014478609297e+00,-2.4031017091163256e+00,-1.5822785391168119e+00,2.1088846175284001e-25,1.7060545960133511e-01,9.3139723126556795e-01,0.0000000000000000e+00
31,3.1000000000000011e-01,0,3.8071886026265380e+00,2.5236658477421332e+00,1.2814411494614932e+00,4.3951717295861963e+00,2.8612707616330058e+00,1.5159763002462794e+00,2.1088846175284001e-25,1.9614011423473651e-01,9.2430094266676299e-01,0.0000000000000000e+00
31,3.1000000000000011e-01,1,-3.7760632362084361e+00,-2.3999528493460116e+00,-1.3122509086909406e+00,-4.2939978297728372e+00,-2.4639258139627223e+00,-1.6142072825159341e+00,2.1088846175284001e-25,1.7845233933051469e-01,9.2333366636578851e-01,0.0000000000000000e+00
32,3.2000000000000012e-01,0,3.8516025077350351e+00,2.5525781499470601e+00,1.2967591913878935e+00,4.4864947984698089e+00,2.9204464799012229e+00,1.5472605923630351e+00,2.1088846175284001e-25,2.0436062945524153e-01,9.1629100233241001e-01,0.0000000000000000e+00
32,3.2000000000000012e-01,1,-3.8194650507486778e+00,-2.4248924678424655e+00,-1.3285507420614826e+00,-4.3852497163987652e+00,-2.5232561328833816e+00,-1.6453867938860329e+00,2.1088846175284001e-25,1.8628094961957573e-01,9.1529335111101195e-01,0.0000000000000000e+00
33,3.3000000000000013e-01,0,3.8969184985959346e+00,2.5820747773401580e+00,1.3123863613087539e+00,4.5756039163830247e+00,2.9781469223530239e+00,1.5778063656036727e+00,2.1088846175284001e-25,2.1254333600506936e-01,9.0831406066484577e-01,0.0000000000000000e+00
33,3.3000000000000013e-01,1,-3.8637682305364107e+00,-2.4504179720036792e+00,-1.3451586445686614e+00,-4.4742859281289427e+00,-2.5811140020485102e+00,-1.6758256110212539e+00,2.1088846175284001e-25,1.9408139116537979e-01,9.0728611381843294e-01,0.0000000000000000e+00
34,3.4000000000000014e-01,0,3.9431145860626957e+00,2.6121410883941203e+00,1.3283153186999670e+00,4.6625302812392926e+00,3.0343950084394558e+00,1.6076229663779791e+00,2.1088846175284001e-25,2.2067921926276882e-01,9.0037920498585744e-01,0.0000000000000000e+00
34,3.4000000000000014e-01,1,-3.9089507693112564e+00,-2.4765147478834355e+00,-1.3620672542819079e+00,-4.5611376872794214e+00,-2.6375222058231511e+00,-1.7055331490264112e+00,2.1088846175284001e-25,2.0184449644686453e-01,8.9932104602769602e-01,0.0000000000000000e+00
35,3.5000000000000014e-01,0,3.9901691042207208e+00,2.6427626775089466e+00,1.3445388206363134e+00,4.7473071970461858e+00,3.0892149099446993e+00,1.6367205188522234e+00,2.1088846175284001e-25,2.2875998451519869e-01,8.9249480668458747e-01,0.0000000000000000e+00
35,3.5000000000000014e-01,1,-3.9549909842819995e+00,-2.5031684161201420e+00,-1.3792693075491897e+00,-4.6458383208973171e+00,-2.6925047826039372e+00,-1.7345195992757563e+00,2.1088846175284001e-25,2.0956180938197594e-01,8.9140652352596950e-01,0.0000000000000000e+00
36,3.6000000000000015e-01,0,4.0380607300036200e+00,2.6739253865930142e+00,1.3610497290770114e+00,4.8299697934700543e+00,3.1426318684846675e+00,1.6651098292381301e+00,2.1088846175284001e-25,2.3677803265706118e-01,8.8466854495383296e-01,0.0000000000000000e+00
36,3.6000000000000015e-01,1,-4.0018675357292031e+00,-2.5303648435355144e+00,-1.3967576462674229e+00,-4.7284229803252424e+00,-2.7460868424344591e+00,-1.7627958336540697e+00,2.1088846175284001e-25,2.1722556223795203e-01,8.8355023007763345e-01,0.0000000000000000e+00
37,3.7000000000000016e-01,0,4.0867685000901224e+00,2.7056153148786399e+00,1.3778410172210760e+00,4.9105547625428976e+00,3.1946720249446270e+00,1.6928022955415105e+00,2.1088846175284001e-25,2.4472643377212042e-01,8.7690743268031601e-01,0.0000000000000000e+00
37,3.7000000000000016e-01,1,-4.0495594438885041e+00,-2.5580901529688314e+00,-1.4145252242222710e+00,-4.8089283779147012e+00,-2.7982943965426221e+00,-1.7903733142683220e+00,2.1088846175284001e-25,2.2482865034519267e-01,8.7575918330763214e-01,0.0000000000000000e+00
38,3.8000000000000017e-01,0,4.1362718252544788e+00,2.7378188270919068e+00,1.3949057749878417e+00,4.9891001126597949e+00,3.2453622608464521e+00,1.7198098228740508e+00,2.1088846175284001e-25,2.5259889909829458e-01,8.6921784398665103e-01,0.0000000000000000e+00
38,3.8000000000000017e-01,1,-4.0980461032874969e+00,-2.5863307314663673e+00,-1.4325651125527894e+00,-4.8873925410361476e+00,-2.8491541987918803e+00,-1.8172640087325200e+00,2.1088846175284001e-25,2.3236460511685555e-01,8.6803976223626367e-01,0.0000000000000000e+00
39,3.9000000000000018e-01,0,4.1865505023433194e+00,2.7705225600955692e+00,1.4122372136785570e+00,5.0656449398069423e+00,3.2947300515073508e+00,1.7461447443572877e+00,2.1088846175284001e-25,2.6038975182925045e-01,8.6160554297205172e-01,0.0000000000000000e+00
39,3.9000000000000018e-01,1,-4.1473072947092264e+00,-2.6150732369446694e+00,-1.4508705043969214e+00,-4.9638545833251699e+00,-2.8986935989094627e+00,-1.8434803110538935e+00,2.1088846175284001e-25,2.3982756582762207e-01,8.6039773601249281e-01,0.0000000000000000e+00
40,4.0000000000000019e-01,0,4.2375847240506177e+00,2.8037134281220535e+00,1.4298286698749874e+00,5.1402292157866034e+00,3.3428033307460820e+00,1.7718197475848814e+00,2.1088846175284001e-25,2.6809389715644355e-01,8.5407571324750153e-01,0.0000000000000000e+00
40,4.0000000000000019e-01,1,-4.1973231949539995e+00,-2.6443046034445565e+00,-1.4694347187738674e+00,-5.0383544929305009e+00,-2.9469404072488450e+00,-1.8690349680856897e+00,2.1088846175284001e-25,2.4721225055709270e-01,8.5283829344154793e-01,0.0000000000000000e+00
41,4.1000000000000020e-01,0,4.2893550866590511e+00,2.8373786267104908e+00,1.4476736086302546e+00,5.2128935930484381e+00,3.3896103667981712e+00,1.7968478065520008e+00,2.1088846175284001e-25,2.7570679190698172e-01,8.4663298790845665e-01,0.0000000000000000e+00
41,4.1000000000000020e-01,1,-4.2480743845678370e+00,-2.6740120450896465e+00,-1.4882512037586353e+00,-5.1109329373727856e+00,-2.9939227707491778e+00,-1.8939410114545769e+00,2.1088846175284001e-25,2.5451392665534017e-01,8.4536607294991040e-01,0.0000000000000000e+00
42,4.2000000000000021e-01,0,4.3418425959115865e+00,2.8715056354580173e+00,1.4657656260060274e+00,5.2836792256301868e+00,3.4351796490398350e+00,1.8212421189205406e+00,2.1088846175284001e-25,2.8322441408854704e-01,8.3928147963339883e-01,0.0000000000000000e+00
42,4.2000000000000021e-01,1,-4.2995418537014558e+00,-2.7041830588595404e+00,-1.5073135390029588e+00,-5.1816310845165434e+00,-3.0396690596925326e+00,-1.9182116948305992e+00,2.1088846175284001e-25,2.6172838104442159e-01,8.3798519267604532e-01,0.0000000000000000e+00
43,4.3000000000000022e-01,0,4.3950286711716542e+00,2.9060822196912879e+00,1.4840984510086654e+00,5.3526276056048632e+00,3.4795397850590057e+00,1.8450160484490088e+00,2.1088846175284001e-25,2.9064323260860531e-01,8.3202481063924616e-01,0.0000000000000000e+00
43,4.3000000000000022e-01,1,-4.3517070062581675e+00,-2.7348054262834975e+00,-1.5266154376552472e+00,-5.2504904390520011e+00,-3.0842077647984585e+00,-1.9418604363677860e+00,2.1088846175284001e-25,2.6885189062605763e-01,8.3069928041791219e-01,0.0000000000000000e+00
44,4.4000000000000022e-01,0,4.4488951480236834e+00,2.9410964311591976e+00,1.5026659469750074e+00,5.4197804143653521e+00,3.5227194075759534e+00,1.8681830723896984e+00,2.1088846175284001e-25,2.9796017739579739e-01,8.2486614226448829e-01,0.0000000000000000e+00
44,4.4000000000000022e-01,1,-4.4045516624824952e+00,-2.7658672141555098e+00,-1.5461507477303147e+00,-5.3175526938172180e+00,-3.1275674041593859e+00,-1.9649007661173366e+00,2.1088846175284001e-25,2.7588119302659286e-01,8.2351150320815014e-01,0.0000000000000000e+00
45,4.5000000000000023e-01,0,4.5034242794589616e+00,2.9765366078428066e+00,1.5214621124564593e+00,5.4851793880247079e+00,3.5647470906887557e+00,1.8907567336343236e+00,2.1088846175284001e-25,3.0517261011460284e-01,8.1780820398761178e-01,0.0000000000000000e+00
45,4.5000000000000023e-01,1,-4.4580580601345119e+00,-2.7973567743666856e+00,-1.5659134529775940e+00,-5.3828595952383846e+00,-3.1697764394931061e+00,-1.9873462781939093e+00,2.1088846175284001e-25,2.8281345787374063e-01,8.1642459632452780e-01,0.0000000000000000e+00
46,4.6000000000000024e-01,0,4.5585987357841775e+00,3.0123913729729725e+00,1.5404810816476939e+00,5.5488661961716073e+00,3.6056512749001914e+00,1.9127505973727428e+00,2.1088846175284001e-25,3.1227829563039899e-01,8.1085332172196012e-01,0.0000000000000000e+00
46,4.6000000000000024e-01,1,-4.5122088543872634e+00,-2.8292627429453723e+00,-1.5858976732941927e+00,-5.4464528221273465e+00,-3.2108632011698131e+00,-2.0092105874590360e+00,2.1088846175284001e-25,2.8964625876577216e-01,8.0944089157682420e-01,0.0000000000000000e+00
47,4.7000000000000025e-01,0,4.6144016033823938e+00,3.0486496333408102e+00,1.5597171244039143e+00,5.6108823332007089e+00,3.6454602003759971e+00,1.9341782120195827e+00,2.1088846175284001e-25,3.1927537435175257e-01,8.0400344525848932e-01,0.0000000000000000e+00
47,4.7000000000000025e-01,1,-4.5669871165770584e+00,-2.8615740383900818e+00,-1.6060976647267748e+00,-5.5083738770557487e+00,-3.2508558214645036e+00,-2.0305072904759136e+00,2.1088846175284001e-25,2.9637754606357658e-01,8.0256234474162158e-01,0.0000000000000000e+00
48,4.8000000000000026e-01,0,4.6708163824481916e+00,3.0853005769804924e+00,1.5791646458880857e+00,5.6712690214351671e+00,3.6842018478884881e+00,1.9550530741598799e+00,2.1088846175284001e-25,3.2616233555020174e-01,7.9726017475510380e-01,0.0000000000000000e+00
48,4.8000000000000026e-01,1,-4.6223763319283773e+00,-2.8942798593746626e+00,-1.6265078191037112e+00,-5.5686639895227126e+00,-3.2897821754895191e+00,-2.0512499304861751e+00,2.1088846175284001e-25,3.0300562060941760e-01,7.9579056204371390e-01,0.0000000000000000e+00
49,4.9000000000000027e-01,0,4.7278269838110969e+00,3.1223336702985800e+00,1.5988181858871120e+00,5.7300671252520532e+00,3.7219038869006544e+00,1.9753885972599754e+00,2.1088846175284001e-25,3.3293799173264615e-01,7.9062478619537524e-01,0.0000000000000000e+00
