step,t_ps,atom,x_A,y_A,z_A,vx_Aps,vy_Aps,vz_Aps,mass_kg,E_kin_eV,E_pot_eV,E_dissip_eV
49,4.9000000000000027e-01,1,-4.6783690062944361e+00,-2.9273752745422614e+00,-1.6471255995258511e+00,-5.6273968524827112e+00,-3.3276909088028637e+00,-2.0714632660983039e+00,2.1088846189000000e-25,3.0956689984345953e-01,7.8912581725254372e-01,0.0000000000000000e+00
50,5.0000000000000022e-01,0,4.7854266114187789e+00,3.1597445811698863e+00,1.6186753866723218e+00,5.7873501488745474e+00,3.7586157186734002e+00,1.9952091311272777e+00,2.1088846189000000e-25,3.3964280101810823e-01,7.8409723614047566e-01,0.0000000000000000e+00
50,5.0000000000000022e-01,1,-4.7349325534850601e+00,-2.9608390611385138e+00,-1.6679399086073132e+00,-5.6845478174575392e+00,-3.3645674215812700e+00,-2.0911382419653908e+00,2.1088846189000000e-25,3.1598553626817844e-01,7.8257109851254691e-01,0.0000000000000000e+00
51,5.1000000000000023e-01,0,4.8435825452623105e+00,3.1975116920796198e+00,1.6387252277914175e+00,5.8430924243419025e+00,3.7943204510506758e+00,2.0145059312804459e+00,2.1088846189000000e-25,3.4619428125105023e-01,7.7768025315774891e-01,0.0000000000000000e+00
51,5.1000000000000023e-01,1,-4.7920599626435871e+00,-2.9946666229738872e+00,-1.6889483643651588e+00,-5.7401890810143499e+00,-3.4004592626962098e+00,-2.1102991691188699e+00,2.1088846189000000e-25,3.2229770632571497e-01,7.7612611499537310e-01,0.0000000000000000e+00
52,5.2000000000000024e-01,0,4.9022884599056171e+00,3.2356309901908995e+00,1.6589655052979306e+00,5.8973658498517674e+00,3.8290662915939864e+00,2.0333028720546467e+00,2.1088846189000000e-25,3.5263258152687704e-01,7.7137327376723497e-01,0.0000000000000000e+00
52,5.2000000000000024e-01,1,-4.8497363351053471e+00,-3.0288482463924384e+00,-1.7101458919896904e+00,-5.7943600207426007e+00,-3.4353928228986583e+00,-2.1289590989316411e+00,2.1088846189000000e-25,3.2850287076409479e-01,7.6979131817364965e-01,0.0000000000000000e+00
53,5.3000000000000025e-01,0,4.9615298622593462e+00,3.2740930179114995e+00,1.6793912852325106e+00,5.9502091927929444e+00,3.8628792700806298e+00,2.0516127882255288e+00,2.1088846189000000e-25,3.5895757357790298e-01,7.6517650962687789e-01,0.0000000000000000e+00
53,5.3000000000000025e-01,1,-4.9079471630584388e+00,-3.0633744794318605e+00,-1.7315275463437916e+00,-5.8470994069027649e+00,-3.4693940371649674e+00,-2.1471309059098433e+00,2.1088846189000000e-25,3.3460072540910363e-01,7.6356692606191900e-01,0.0000000000000000e+00
54,5.4000000000000026e-01,0,5.0212926437614760e+00,3.3128885755925124e+00,1.6999977610624413e+00,6.0016605719435239e+00,3.8957849345837960e+00,2.0694483228863390e+00,2.1088846189000000e-25,3.6516934135350282e-01,7.5908995869539753e-01,0.0000000000000000e+00
54,5.4000000000000026e-01,1,-4.9666783232434026e+00,-3.0982361271357379e+00,-1.7530885101078872e+00,-5.8984453604351632e+00,-3.5024883608628286e+00,-2.1648272716127273e+00,2.1088846189000000e-25,3.4059118144265677e-01,7.5745294301068178e-01,0.0000000000000000e+00
55,5.5000000000000027e-01,0,5.0815630736982165e+00,3.3520087166031756e+00,1.7207802516902373e+00,6.0517574222030150e+00,3.9278083319518324e+00,2.0868219136996728e+00,2.1088846189000000e-25,3.7126816228683734e-01,7.5311342389869629e-01,0.0000000000000000e+00
55,5.5000000000000027e-01,1,-5.0259160702671428e+00,-3.1334242466491173e+00,-1.7748240917760463e+00,-5.9484353177337104e+00,-3.5347007501954439e+00,-2.1820606709432449e+00,2.1088846189000000e-25,3.4647434680573685e-01,7.5144917836546476e-01,0.0000000000000000e+00
56,5.6000000000000028e-01,0,5.1423277922055357e+00,3.3914447422315490e+00,1.7417341993364346e+00,6.1005364654562451e+00,3.9589739921494140e+00,2.1037457813061495e+00,2.1088846189000000e-25,3.7725448968837688e-01,7.4724653068255453e-01,0.0000000000000000e+00
56,5.6000000000000028e-01,1,-5.0856470295980776e+00,-3.1689301421396467e+00,-1.7967297235267523e+00,-5.9971060015429067e+00,-3.5660556465012392e+00,-2.1988433605929938e+00,2.1088846189000000e-25,3.5225050870140556e-01,7.4555526401229832e-01,0.0000000000000000e+00
57,5.7000000000000028e-01,0,5.2035738030073411e+00,3.4311881964461639e+00,1.7628551673163602e+00,6.1480336869206775e+00,3.9893059160334086e+00,2.1202319196712072e+00,2.1088846189000000e-25,3.8312893622690952e-01,7.4148874348000560e-01,0.0000000000000000e+00
57,5.7000000000000028e-01,1,-5.1458581902980010e+00,-3.2047453595791420e+00,-1.8188009589879062e+00,-6.0444933973885977e+00,-3.5965769640220220e+00,-2.2151873694421487e+00,2.1088846189000000e-25,3.5792011716849398e-01,7.3977067083798909e-01,0.0000000000000000e+00
58,5.8000000000000029e-01,0,5.2652884659439492e+00,3.4712308605522173e+00,1.7841388377298588e+00,6.1942843166155903e+00,4.0188275663269621e+00,2.1362920882475094e+00,2.1088846189000000e-25,3.8889225848468723e-01,7.3583938112645231e-01,0.0000000000000000e+00
58,5.8000000000000029e-01,1,-5.2065368975458499e+00,-3.2408616814200868e+00,-1.8410334709155953e+00,-6.0906327350628828e+00,-3.6262880808237941e+00,-2.2311044907524504e+00,2.1088846189000000e-25,3.6348376970011309e-01,7.3409472413827914e-01,0.0000000000000000e+00
59,5.9000000000000030e-01,0,5.3274594893396525e+00,3.5115647477727032e+00,1.8055810090813105e+00,6.2393228153127378e+00,4.0475618613727606e+00,2.1519378057353071e+00,2.1088846189000000e-25,3.9454534253090190e-01,7.3029763125977643e-01,0.0000000000000000e+00
59,5.9000000000000030e-01,1,-5.2676708449992589e+00,-3.2772711211956178e+00,-1.8634230488029553e+00,-6.1355584746153635e+00,-3.6552118325140417e+00,-2.2466062759662320e+00,2.1088846189000000e-25,3.6894219686490132e-01,7.2852661801110385e-01,0.0000000000000000e+00
60,6.0000000000000031e-01,0,5.3900749222502045e+00,3.5521820977796725e+00,1.8271775938445649e+00,6.2831828645552292e+00,4.0755311713969373e+00,2.1671803452995739e+00,2.1088846189000000e-25,4.0008919047830022e-01,7.2486256374557456e-01,0.0000000000000000e+00
60,6.0000000000000031e-01,1,-5.3292480670381570e+00,-3.3139659180703678e+00,-1.8859655964349200e+00,-6.1793042964464560e+00,-3.6833705084913362e+00,-2.2617040299739650e+00,2.1088846189000000e-25,3.7429624889881580e-01,7.2306542877513436e-01,0.0000000000000000e+00
61,6.1000000000000032e-01,0,5.4531231466307579e+00,3.5930753712006420e+00,1.8489246159873018e+00,6.3258973603327782e+00,4.1027573170169687e+00,2.1820307311027047e+00,2.1088846189000000e-25,4.0552490798197172e-01,7.1953314316965800e-01,0.0000000000000000e+00
61,6.1000000000000032e-01,1,-5.3912569309281881e+00,-3.3509385313654443e+00,-1.9086571294024346e+00,-6.2219030950053789e+00,-3.7107858504068836e+00,-2.2764088076790534e+00,2.1088846189000000e-25,3.7954688321794205e-01,7.1771012745570673e-01,0.0000000000000000e+00
62,6.2000000000000033e-01,0,5.5165928694568604e+00,3.6342372441200119e+00,1.8708182084666189e+00,6.3674984099576504e+00,4.1292615696985857e+00,2.1964997359963587e+00,2.1088846189000000e-25,4.1085369262832577e-01,7.1430824044136487e-01,0.0000000000000000e+00
62,6.2000000000000033e-01,1,-5.4536861289382648e+00,-3.3881816350785057e+00,-1.9314937725885011e+00,-6.2633869757306293e+00,-3.7374790526036796e+00,-2.2907314117355377e+00,2.1088846189000000e-25,3.8469515281363337e-01,7.1245959138171056e-01,0.0000000000000000e+00
63,6.3000000000000034e-01,0,5.5804731148299114e+00,3.6756606025946135e+00,1.8928546107072290e+00,6.4080173319192602e+00,4.1550646540212011e+00,2.2105978802949262e+00,2.1088846189000000e-25,4.1607682318764344e-01,7.0918664355179961e-01,0.0000000000000000e+00
63,6.3000000000000034e-01,1,-5.5165246704428004e+00,-3.4256881124175180e+00,-1.9544717576371453e+00,-6.3037872549011897e+00,-3.7634707643193259e+00,-2.3046823913444472e+00,2.1088846189000000e-25,3.8974219549069122e-01,7.0731261493754405e-01,0.0000000000000000e+00
64,6.4000000000000035e-01,0,5.6447532160952454e+00,3.7173385372004355e+00,1.9150301660725175e+00,6.4474846581883485e+00,4.1801867514093498e+00,2.2243354314487935e+00,2.1088846189000000e-25,4.2119564966032275e-01,7.0416706753121983e-01,0.0000000000000000e+00
64,6.4000000000000035e-01,1,-5.5797618740362882e+00,-3.4634510503648919e+00,-1.9775874204153900e+00,-6.3431344620212977e+00,-3.7887810934118340e+00,-2.3182720419777900e+00,2.1088846189000000e-25,3.9468922389989841e-01,7.0226791951434941e-01,0.0000000000000000e+00
65,6.5000000000000036e-01,0,5.7094228079936773e+00,3.7592643376228003e+00,1.9373413193362050e+00,6.4859301387757231e+00,4.2046475052079320e+00,2.2377224045486948e+00,2.1088846189000000e-25,4.2621158408637594e-01,6.9924816364968656e-01,0.0000000000000000e+00
65,6.5000000000000036e-01,1,-5.6433873596832260e+00,-3.5014637342857546e+00,-2.0008371984767015e+00,-6.3814583444336206e+00,-3.8134296114137598e+00,-2.3315104059240652e+00,2.1088846189000000e-25,3.9953751632171564e-01,6.9732416270467579e-01,0.0000000000000000e+00
66,6.6000000000000036e-01,0,5.7744718188707598e+00,3.8014314873045945e+00,1.9597846141634916e+00,6.5233827483128639e+00,4.2284660269544689e+00,2.2507685635795069e+00,2.1088846189000000e-25,4.3112609208069497e-01,6.9442852790413634e-01,0.0000000000000000e+00
66,6.6000000000000036e-01,1,-5.7073910409249597e+00,-3.5397196425931670e+00,-2.0242176285338718e+00,-6.4187878739115991e+00,-3.8374353597557875e+00,-2.3444072735685282e+00,2.1088846189000000e-25,4.0428840816231837e-01,6.9247994678369196e-01,0.0000000000000000e+00
67,6.7000000000000037e-01,0,5.8398904629599349e+00,3.8438336581618899e+00,1.9823566906077952e+00,6.5598706942587874e+00,4.2516609035941793e+00,2.2634834232865773e+00,2.1088846189000000e-25,4.3594068503285560e-01,6.8970670883428931e-01,0.0000000000000000e+00
67,6.7000000000000037e-01,1,-5.7717631171614574e+00,-3.5782124414808703e+00,-2.0477253439480725e+00,-6.4551512549021481e+00,-3.8608168569525896e+00,-2.3569721852927352e+00,2.1088846189000000e-25,4.0894328411092851e-01,6.8773382651939052e-01,0.0000000000000000e+00
68,6.8000000000000038e-01,0,5.9056692327559350e+00,3.8864647053764778e+00,2.0050542826292235e+00,6.5954214266184499e+00,4.2742502055687730e+00,2.2758762516128690e+00,2.1088846189000000e-25,4.4065691294517417e-01,6.8508121470855032e-01,0.0000000000000000e+00
68,6.8000000000000038e-01,1,-5.8364940660230022e+00,-3.6169359797322187e+00,-2.0713570722397270e+00,-6.4905759342797378e+00,-3.8835921066623516e+00,-2.3692144339448458e+00,2.1088846189000000e-25,4.1350357092947865e-01,6.8308431635291988e-01,0.0000000000000000e+00
69,6.9000000000000039e-01,0,5.9717988914923037e+00,3.9293186622732654e+00,2.0278742156400527e+00,6.6300616489319335e+00,4.2962514956268736e+00,2.2879560726224262e+00,2.1088846189000000e-25,4.4527635786496322e-01,6.8055052011958272e-01,0.0000000000000000e+00
69,6.9000000000000039e-01,1,-5.9015746358470516e+00,-3.6558842836141170e+00,-2.0951096326269694e+00,-6.5250886123793643e+00,-3.9057786064739912e+00,-2.3811430677987087e+00,2.1088846189000000e-25,4.1797073083266784e-01,6.7852989698874555e-01,0.0000000000000000e+00
70,7.0000000000000040e-01,0,6.0382704657345734e+00,3.9723897352890156e+00,2.0508134040816719e+00,6.6638173303063173e+00,4.3176818382120077e+00,2.2997316698300270e+00,2.1088846189000000e-25,4.4980062786728009e-01,6.7611307202787052e-01,0.0000000000000000e+00
70,7.0000000000000040e-01,1,-5.9669958382705897e+00,-3.6950515518616984e+00,-2.1189799335957011e+00,-6.5587152550883534e+00,-3.9273933572846298e+00,-2.3927668939238158e+00,2.1088846189000000e-25,4.2234625541680498e-01,6.7406902143293845e-01,0.0000000000000000e+00
71,7.1000000000000041e-01,0,6.1050752380984292e+00,4.0156722990375053e+00,2.0738688490366535e+00,6.6967137183522869e+00,4.3385578093434454e+00,2.3112115898875061e+00,2.1088846189000000e-25,4.5423135155564637e-01,6.7176729528988488e-01,0.0000000000000000e+00
71,7.1000000000000041e-01,1,-6.0327489409488191e+00,-3.7344321507598095e+00,-2.1429649705054459e+00,-6.5914811067736911e+00,-3.9484528731284558e+00,-2.4040944818867822e+00,2.1088846189000000e-25,4.2663166009439790e-01,6.6970012051622851e-01,0.0000000000000000e+00
72,7.2000000000000042e-01,0,6.1722047401016189e+00,4.0591608914758837e+00,2.0970376358794223e+00,6.7287753528855925e+00,4.3588955069036954e+00,2.3224041465765914e+00,2.1088846189000000e-25,4.5857017304748843e-01,6.6751159770591784e-01,0.0000000000000000e+00
72,7.2000000000000042e-01,1,-6.0988254604060632e+00,-3.7740206093242672e+00,-2.1670618232334369e+00,-6.6234107040424792e+00,-3.9689731914552953e+00,-2.4151341677832967e+00,2.1088846189000000e-25,4.3082847901945759e-01,6.6542160793684546e-01,0.0000000000000000e+00
73,7.3000000000000043e-01,0,6.2396507451561405e+00,4.1028502091755792e+00,2.1203169319681852e+00,6.7600260801870879e+00,4.3787105612026247e+00,2.3333174250356516e+00,2.1088846189000000e-25,4.6281874740157175e-01,6.6334437462070617e-01,0.0000000000000000e+00
73,7.3000000000000043e-01,1,-6.1652171550296684e+00,-3.8138116145889152e+00,-2.1912676538611118e+00,-6.6545278900769276e+00,-3.9889698836990668e+00,-2.4258940585082946e+00,2.1088846189000000e-25,4.3493826045519740e-01,6.6123188485633022e-01,0.0000000000000000e+00
74,7.4000000000000044e-01,0,6.3074052617053606e+00,4.1467351026999362e+00,2.1437039843801351e+00,6.7904890678314258e+00,4.3980181458302399e+00,2.3439592862212977e+00,2.1088846189000000e-25,4.6697873647393717e-01,6.5926401310863059e-01,0.0000000000000000e+00
74,7.4000000000000044e-01,1,-6.2319160182076017e+00,-3.8538000069982483e+00,-2.2155797044036025e+00,-6.6848558293583205e+00,-4.0084580660218139e+00,-2.4363820361979114e+00,2.1088846189000000e-25,4.3896256254457872e-01,6.5712934408004409e-01,0.0000000000000000e+00
75,7.5000000000000044e-01,0,6.3754605265127697e+00,4.1908105720921833e+00,2.1671961176926109e+00,6.8201868197895079e+00,4.4168329886093680e+00,2.3543373715022722e+00,2.1088846189000000e-25,4.7105180514714418e-01,6.5526889577317682e-01,0.0000000000000000e+00
75,7.5000000000000044e-01,1,-6.2989142716168347e+00,-3.8939807759093514e+00,-2.2399952945850696e+00,-6.7144170229460878e+00,-4.0274524103370632e+00,-2.4466057629015694e+00,2.1088846189000000e-25,4.4290294949044334e-01,6.5311237385207255e-01,0.0000000000000000e+00
76,7.6000000000000045e-01,0,6.4438089981011508e+00,4.2350717624721232e+00,2.1907907318101802e+00,6.8491411918223681e+00,4.4351693826648582e+00,2.3644591073893273e+00,2.1088846189000000e-25,4.7503961792023308e-01,6.5135740418893862e-01,0.0000000000000000e+00
76,7.6000000000000045e-01,1,-6.3662043586665229e+00,-3.9343490552049896e+00,-2.2645118196616338e+00,-6.7432333238591999e+00,-4.0459671553334307e+00,-2.4565726853225538e+00,2.1088846189000000e-25,4.4676098807086773e-01,6.4917936129287002e-01,0.0000000000000000e+00
77,7.7000000000000046e-01,0,6.5124433503492174e+00,4.2795139597454801e+00,2.2144852998403977e+00,6.8773734071371306e+00,4.4530411975947617e+00,2.3743317103889043e+00,2.1088846189000000e-25,4.7894383584093220e-01,6.4752792201273879e-01,0.0000000000000000e+00
77,7.7000000000000046e-01,1,-6.4337789380940187e+00,-3.9749001190160200e+00,-2.2891267482915207e+00,-6.7713259526771852e+00,-4.0640161175723142e+00,-2.4662900396679692e+00,2.1088846189000000e-25,4.5053824449010049e-01,6.4532869550610239e-01,0.0000000000000000e+00
78,7.8000000000000047e-01,0,6.5813564662438937e+00,4.3241325864240183e+00,2.2382773660179587e+00,6.9049040720429282e+00,4.4704618905756330e+00,2.3839621918894460e+00,2.1088846189000000e-25,4.8276611372943473e-01,6.4377883778871881e-01,0.0000000000000000e+00
78,7.8000000000000047e-01,1,-6.5016308777200669e+00,-4.0156293775564365e+00,-2.3138376204549931e+00,-6.7987155133451811e+00,-4.0816127026515048e+00,-2.4757648566016375e+00,2.1088846189000000e-25,4.5423628154877954e-01,6.4155877037964482e-01,0.0000000000000000e+00
79,7.9000000000000048e-01,0,6.6505414317900762e+00,4.3689231975569927e+00,2.2621645436781868e+00,6.9317531917074069e+00,4.4874445174723947e+00,2.3933573631125342e+00,2.1088846189000000e-25,4.8650809769359271e-01,6.4010854747087387e-01,0.0000000000000000e+00
79,7.9000000000000048e-01,1,-6.5697532483609216e+00,-4.0565323730690501e+00,-2.3386420454235535e+00,-6.8254220088738586e+00,-4.0987699162451552e+00,-2.4850039661890877e+00,2.1088846189000000e-25,4.5785665607807752e-01,6.3786798710415982e-01,0.0000000000000000e+00
80,8.0000000000000049e-01,0,6.7199915300780422e+00,4.4138814767734660e+00,2.2861445132802092e+00,6.9579401858508039e+00,4.5040017438496989e+00,2.4025238400715128e+00,2.1088846189000000e-25,4.9017142289918630e-01,6.3651545668493603e-01,0.0000000000000000e+00
80,8.0000000000000049e-01,1,-6.6381393178975436e+00,-4.0976047758813392e+00,-2.3635376997787749e+00,-6.8514648570789136e+00,-4.1155003751111785e+00,-2.4940140028851503e+00,2.1088846189000000e-25,4.6140091664315103e-01,6.3425475643115514e-01,0.0000000000000000e+00
81,8.1000000000000050e-01,0,6.7897002355070928e+00,4.4590032324339868e+00,2.3102150204796166e+00,6.9834839043933172e+00,4.5201458558989254e+00,2.4114680485411424e+00,2.1088846189000000e-25,4.9375771158420412e-01,6.3299798275007169e-01,0.0000000000000000e+00
81,8.1000000000000050e-01,1,-6.7067825455025005e+00,-4.1388423805712744e+00,-2.3885223254812566e+00,-6.8768629062823141e+00,-4.1318163180197054e+00,-2.5028014105355219e+00,2.1088846189000000e-25,4.6487060149230758e-01,6.3071750069101473e-01,0.0000000000000000e+00
82,8.2000000000000051e-01,0,6.8596612081659094e+00,4.5042843938914450e+00,2.3343738742510318e+00,7.0084026429935848e+00,4.5358887712435561e+00,2.4201962290154282e+00,2.1088846189000000e-25,4.9726857129567159e-01,6.2955455647949432e-01,0.0000000000000000e+00
82,8.2000000000000051e-01,1,-6.7756765760231907e+00,-4.1802411022417338e+00,-2.4135937279894857e+00,-6.9016344508528329e+00,-4.1477296165287321e+00,-2.5113724473477386e+00,2.1088846189000000e-25,4.6826723672251014e-01,6.2725465559007909e-01,0.0000000000000000e+00
83,8.3000000000000052e-01,0,6.9298682883669649e+00,4.5497210078588584e+00,2.3586189450599253e+00,7.0327141583798891e+00,4.5512420495616972e+00,2.4287144416185358e+00,2.1088846189000000e-25,5.0070559332274245e-01,6.2618362377786074e-01,0.0000000000000000e+00
83,8.3000000000000052e-01,1,-6.8448152345195572e+00,-4.2217969729018492e+00,-2.4387497744282118e+00,-6.9257972465296378e+00,-4.1632517855740971e+00,-2.5197331908105287e+00,2.1088846189000000e-25,4.7159233464102512e-01,6.2386467180465399e-01,0.0000000000000000e+00
84,8.4000000000000052e-01,0,7.0003154913335068e+00,4.5953092348826790e+00,2.3829481630834026e+00,7.0564356835408528e+00,4.5662169030728093e+00,2.4370285709899737e+00,2.1088846189000000e-25,5.0407035132365330e-01,6.2288364705205446e-01,0.0000000000000000e+00
84,8.4000000000000052e-01,1,-6.9141925209537831e+00,-4.2635061379532164e+00,-2.4639883918056964e+00,-6.9493685256657498e+00,-4.1783939939599763e+00,-2.5278895426093206e+00,2.1088846189000000e-25,4.7484739232993134e-01,6.2054601638853568e-01,0.0000000000000000e+00
85,8.5000000000000053e-01,0,7.0709970020377817e+00,4.6410453459203147e+00,2.4073595164797243e+00,7.0795839426437936e+00,4.5808242068051150e+00,2.4451443310977266e+00,2.1088846189000000e-25,5.0736440011643547e-01,6.1965310645068494e-01,0.0000000000000000e+00
85,8.5000000000000053e-01,1,-6.9838026050328716e+00,-4.3053648527810493e+00,-2.4893075652803982e+00,-6.9723650121809433e+00,-4.1931670746218659e+00,-2.5358472334619915e+00,2.1088846189000000e-25,4.7803389037348148e-01,6.1729717400941131e-01,0.0000000000000000e+00
86,8.6000000000000054e-01,0,7.1419071701863830e+00,4.6869257190187810e+00,2.4318510497053567e+00,7.1021751657263072e+00,4.5950745086763671e+00,2.4530672699935052e+00,2.1088846189000000e-25,5.1058927462892834e-01,6.1649050094679603e-01,0.0000000000000000e+00
86,8.6000000000000054e-01,1,-7.0536398211974012e+00,-4.3473694794456534e+00,-2.5147053364749365e+00,-6.9948029362104558e+00,-4.2075815346554952e+00,-2.5436118278690256e+00,2.1088846189000000e-25,4.8115329173529342e-01,6.1411664802859267e-01,0.0000000000000000e+00
87,8.7000000000000055e-01,0,7.2130405053523079e+00,4.7329468360938414e+00,2.4564208618795944e+00,7.1242251031242878e+00,4.6089780393664759e+00,2.4608027744963166e+00,2.1088846189000000e-25,5.1374648899244657e-01,6.1339434927694392e-01,0.0000000000000000e+00
87,8.7000000000000055e-01,1,-7.1236986637570805e+00,-4.3895164834741589e+00,-2.5401798018377790e+00,-7.0166980486185997e+00,-4.2216475652177596e+00,-2.5511887288373916e+00,2.1088846189000000e-25,4.8420704079819277e-01,6.1100296143725741e-01,0.0000000000000000e+00
88,8.8000000000000056e-01,0,7.2843916722488684e+00,4.7791052798061102e+00,2.4810671051952831e+00,7.1457490395996555e+00,4.6225447219604012e+00,2.4683560747906212e+00,2.1088846189000000e-25,5.1683753576386926e-01,6.1036319074902190e-01,0.0000000000000000e+00
88,8.8000000000000056e-01,1,-7.1939737821697731e+00,-4.4318024307500092e+00,-2.5657291110516840e+00,-7.0380656351170678e+00,-4.2353750511409265e+00,-2.5585831824845151e+00,2.1088846189000000e-25,4.8719656252097726e-01,6.0795465766159151e-01,0.0000000000000000e+00
89,8.9000000000000057e-01,0,7.3559554861443006e+00,4.8253977305330498e+00,2.5057879833754071e+00,7.1667618082070712e+00,4.6357841813893890e+00,2.4757322489513371e+00,2.1088846189000000e-25,5.1986388527234928e-01,6.0739558593026033e-01,0.0000000000000000e+00
89,8.9000000000000057e-01,1,-7.2644599764594222e+00,-4.4742239844969776e+00,-2.5913514654874690e+00,-7.0589205301395417e+00,-4.2487735803553397e+00,-2.5658002825754735e+00,2.1088846189000000e-25,4.9012326172340487e-01,6.0497030124822104e-01,0.0000000000000000e+00
90,9.0000000000000058e-01,0,7.4277269084130095e+00,4.8718209634338985e+00,2.5305817501743100e+00,7.1872778037880796e+00,4.6487057535994811e+00,2.4829362273566495e+00,2.1088846189000000e-25,5.2282698506546477e-01,6.0449011722589829e-01,0.0000000000000000e+00
90,9.0000000000000058e-01,1,-7.3351521927725649e+00,-4.5167779023571155e+00,-2.6170451167031934e+00,-7.0792771303768927e+00,-4.2618524530633994e+00,-2.5728449749583997e+00,2.1088846189000000e-25,4.9298852247714264e-01,6.0204847844047138e-01,0.0000000000000000e+00
91,9.1000000000000059e-01,0,7.4997010422200621e+00,4.9183718456050389e+00,2.5554467079225400e+00,7.2073109962076520e+00,4.6613184945248580e+00,2.4899727970267485e+00,2.1088846189000000e-25,5.2572825946287471e-01,6.0164538935837564e-01,0.0000000000000000e+00
91,9.1000000000000059e-01,1,-7.4060455190669607e+00,-4.5594610335582457e+00,-2.6428083649866370e+00,-7.0991494079779889e+00,-4.2746206906694422e+00,-2.5797220618990737e+00,2.1088846189000000e-25,4.9579370759469032e-01,5.9918779765526731e-01,0.0000000000000000e+00
92,9.2000000000000060e-01,0,7.5718731283371623e+00,4.9650473333243950e+00,2.5803812061148452e+00,7.2268749432301496e+00,4.6736311888002495e+00,2.4968466058525256e+00,2.1088846189000000e-25,5.2856910919439370e-01,5.9886002975595287e-01,0.0000000000000000e+00
92,9.2000000000000060e-01,1,-7.4771351809321249e+00,-4.6022703161705047e+00,-2.6686395579411752e+00,-7.1185509234921680e+00,-4.2870870445141165e+00,-2.5864362063409660e+00,2.1088846189000000e-25,4.9854015821876302e-01,5.9638688986959876e-01,0.0000000000000000e+00
93,9.3000000000000060e-01,0,7.6442385410846647e+00,5.0118444693810442e+00,2.6053836400395909e+00,7.2459828030792446e+00,4.6856523582434395e+00,2.5035621667285106e+00,2.1088846189000000e-25,5.3135091112119615e-01,5.9613268885914950e-01,0.0000000000000000e+00
93,9.3000000000000060e-01,1,-7.5484165375368040e+00,-4.6452027744485287e+00,-2.6945370891134566e+00,-7.1374948384268162e+00,-4.2992600043367979e+00,-2.5929919360448181e+00,2.1088846189000000e-25,5.0122919348671124e-01,5.9364440892494508e-01,0.0000000000000000e+00
94,9.4000000000000061e-01,0,7.7167927843987476e+00,5.0587603804892645e+00,2.6304524494494155e+00,7.2646473466961980e+00,4.6973902701189774e+00,2.5101238615941281e+00,2.1088846189000000e-25,5.3407501803496393e-01,5.9346204035261252e-01,0.0000000000000000e+00
94,9.4000000000000061e-01,1,-7.6198850777006610e+00,-4.6882555162572412e+00,-2.7204993966620719e+00,-7.1559939274948210e+00,-4.3111478065136257e+00,-2.5993936476336619e+00,2.1088846189000000e-25,5.0386211027304273e-01,5.9095903175725051e-01,0.0000000000000000e+00
95,9.5000000000000062e-01,0,7.7895314880185893e+00,5.1057922747834237e+00,2.6555861172714734e+00,7.2828809696119219e+00,4.7088529451291405e+00,2.5165359453537004e+00,2.1088846189000000e-25,5.3674275851559561e-01,5.9084678132950696e-01,0.0000000000000000e+00
95,9.5000000000000062e-01,1,-7.6915364160867004e+00,-4.7314257305788017e+00,-2.7465249620661303e+00,-7.1740605905263370e+00,-4.3227584420569105e+00,-2.6056456105334131e+00,2.1088846189000000e-25,5.0644018299950755e-01,5.8832945855955776e-01,0.0000000000000000e+00
96,9.6000000000000063e-01,0,7.8624504037909864e+00,5.1529374393918470e+00,2.6807831683564896e+00,7.3006957035344486e+00,4.7200481652002511e+00,2.5228025497091018e+00,2.1088846189000000e-25,5.3935543685579879e-01,5.8828563239491216e-01,0.0000000000000000e+00
96,9.6000000000000063e-01,1,-7.7633662895111879e+00,-4.7747106850983796e+00,-2.7726123088727403e+00,-7.1917068640447770e+00,-4.3340996643772671e+00,-2.6117519708082977e+00,2.1088846189000000e-25,5.0896466350612590e-01,5.8575441288377872e-01,0.0000000000000000e+00
97,9.7000000000000064e-01,0,7.9355454020892786e+00,5.2001932380874294e+00,2.7060421682656552e+00,7.3181032275700080e+00,4.7309834810120241e+00,2.5289276868765231e+00,2.1088846189000000e-25,5.4191433303429548e-01,5.8577733771420326e-01,0.0000000000000000e+00
97,9.7000000000000064e-01,1,-7.8353705533675964e+00,-4.8181077238663468e+00,-2.7987600014822962e+00,-7.2089444325186083e+00,-4.3451789968170011e+00,-2.6177167548945488e+00,2.1088846189000000e-25,5.1143678097855561e-01,5.8323264168757116e-01,0.0000000000000000e+00
98,9.8000000000000065e-01,0,8.0088124683423860e+00,5.2475571090120878e+00,2.7313617220940198e+00,7.3351148791546414e+00,4.7416662193216652e+00,2.5349152532129287e+00,2.1088846189000000e-25,5.4442070274309529e-01,5.8332066501191382e-01,0.0000000000000000e+00
98,9.8000000000000065e-01,1,-7.9075451781615609e+00,-4.8616142650347198e+00,-2.8249666439706314e+00,-7.2257846393067684e+00,-4.3560037399669778e+00,-2.6235438732381025e+00,2.1088846189000000e-25,5.1385774192844358e-01,5.8076291533183622e-01,0.0000000000000000e+00
99,9.9000000000000066e-01,0,8.0822476996723704e+00,5.2950265624738631e+00,2.7567404733299141e+00,7.3517416646688751e+00,4.7521034900658066e+00,2.5407690327422756e+00,2.1088846189000000e-25,5.4687577745924698e-01,5.8091440552610174e-01,0.0000000000000000e+00
