geometry,ladder,v_c,tau_ps,E0_eV,p_tail,m,N_q05,N_q50,N_q95,N_mean,R_q05,R_q50,R_q95,depth_q05,depth_q50,depth_q95,n_eject_mean,K_q05,K_q50,K_q95,t_exit_q50,t_exit_q95,trapped_frac,suppressed_frac,nbar_det,n1_solv,ratio_n1_n2,w1_solv,midhot_n2_8,midhot_geo,midhot_bins,deepke,deepke_bins,n1_ke_eV,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21
corrected,rq4graded,7.25,3.2,0.27,-1.0,20000,3786.3,10444.6,29347.9,12750.0,34.56,48.47,68.39,27.58,33.8,45.87,21.0,1.2598,2.73,44.0172,7.7,18.66,0.308,0.0,16.994,0.0,nan,12.1053,1.5875,1.5875,1,2.1194,8,nan,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0005,0.0015,0.005,0.01,0.0189,0.0335,0.0514,0.0686,0.0862,0.1039,0.1225,0.1402,0.1573,0.1632,0.0372
