n_replay,n_excluded,n_rho_KE1,n_twin_KE1_nan,rho_KE1,n_rho_KE2,rho_KE2,band_licensed,band_directional,verdict
26,26,26,0,0.9979,26,0.9966,0.8,0.5,LICENSED
