arm,a,c,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,F97,phi,subbare,trapped_frac,suppressed_frac,nbar_det,n1_solv,ratio_n1_n2,w1_solv,midhot_arith,midhot_geo,midhot_bins,deepke,deepke_bins,n1_ke_eV,ke2_eV,above115_n1,gate_n1,gate_nbar,gate,twin_tail_ge10,twin_tail_ge13
lin,15.0,,eb0482,0.0482,1,3.6,0,0.17,20000,1.0,145.5,0.348,2,0.0,0.0,13.8,0.0,nan,8.9159,nan,nan,0,16.1977,8,nan,nan,nan,0,0,0,0.99968,0.72308
lin,15.0,,eb0482,0.0482,1,3.6,0,0.18,20000,1.0,145.5,0.348,2,0.0,0.0,13.381,0.0,nan,8.4969,nan,nan,0,15.7449,8,nan,nan,nan,0,0,0,0.99645,0.62405
lin,15.0,,eb0482,0.0482,1,3.6,0,0.19,20000,1.0,145.5,0.348,2,0.0,0.0,12.968,0.0,nan,8.087,8.5364,8.5364,1,15.3295,8,nan,nan,nan,0,0,0,0.98095,0.53785
lin,15.0,,eb0482,0.0482,1,3.6,0,0.2,20000,1.0,145.5,0.348,2,0.0,0.0,12.548,0.0,nan,7.6707,8.3431,8.3431,1,14.9399,8,nan,nan,nan,0,0,0,0.9408,0.46188
lin,15.0,,eb0482,0.0482,1,3.6,0,0.21,20000,1.0,145.5,0.348,2,0.0,0.0,12.134,0.0,nan,7.2591,7.544,7.5178,2,14.5754,8,nan,nan,nan,0,0,0,0.88017,0.39842
lin,15.0,,eb0482,0.0482,1,3.6,0,0.22,20000,1.0,145.5,0.348,2,0.0,0.0,11.719,0.0,nan,6.8469,6.8699,6.8127,3,14.2333,8,nan,nan,nan,0,0,0,0.80665,0.34687
lin,15.0,,eb0482,0.0482,1,3.6,0,0.23,20000,1.0,145.5,0.348,2,0.0,0.0,11.3,0.0,nan,6.4351,6.7332,6.6771,3,13.9132,8,nan,nan,nan,0,0,0,0.7303,0.2989
lin,15.0,,eb0482,0.0482,1,3.6,0,0.24,20000,1.0,145.5,0.348,2,0.0,0.0,10.888,0.0,nan,6.029,6.1322,6.0332,4,13.6199,8,nan,nan,nan,0,0,0,0.65687,0.2601
lin,15.0,,eb0482,0.0482,1,3.6,0,0.25,20000,1.0,145.5,0.348,2,0.0,0.0,10.47,0.0,nan,5.6155,5.5695,5.4122,5,13.3346,8,nan,nan,nan,0,0,0,0.58785,0.22777
lin,15.0,,eb0482,0.0482,1,3.6,0,0.26,20000,1.0,145.5,0.348,2,0.0,0.0,10.055,0.0,nan,5.2089,5.4684,5.3147,5,13.0692,8,nan,nan,nan,0,0,0,0.52697,0.2001
lin,15.0,,eb0482,0.0482,1,3.6,0,0.27,20000,1.0,145.5,0.348,2,0.0,0.0,9.638,0.0,0.0,4.802,4.9531,4.7241,6,12.8151,8,nan,nan,nan,0,0,0,0.4713,0.17665
lin,15.0,,eb0482,0.0482,1,3.6,0,0.28,20000,1.0,145.5,0.348,2,0.0,0.0,9.225,0.0,0.0,4.4051,4.8682,4.644,6,12.5784,8,nan,nan,nan,0,0,0,0.42237,0.15687
lin,15.0,,eb0482,0.0482,1,3.6,0,0.29,20000,1.0,145.5,0.348,2,0.0,0.0,8.809,0.0001,0.069,4.0023,4.3819,4.0466,7,12.3591,8,nan,1.3825,nan,0,0,0,0.37943,0.1398
lin,15.0,,eb0482,0.0482,1,3.6,0,0.3,20000,1.0,145.5,0.348,2,0.0,0.0,8.396,0.0003,0.046,3.6152,4.3101,3.9811,7,12.1375,8,nan,1.3618,nan,0,0,0,0.343,0.12415
lin,15.0,,eb0482,0.0482,1,3.6,0,0.31,20000,1.0,145.5,0.348,2,0.0,0.0,7.988,0.0009,0.063,3.2321,4.2421,3.9199,7,11.9328,8,1.3523,1.3444,1.0,0,0,0,0.30688,0.11292
lin,15.0,,eb0482,0.0482,1,3.6,0,0.32,20000,1.0,145.5,0.348,2,0.0,0.0001,7.587,0.0036,0.116,2.8652,4.1764,3.8601,7,11.7412,8,1.3301,1.3253,1.0,0,0,0,0.2766,0.10141
lin,15.0,,eb0482,0.0482,1,3.6,0,0.33,20000,1.0,145.5,0.348,2,0.0,0.0002,7.191,0.0103,0.193,2.5056,4.1125,3.8017,7,11.5578,8,1.3141,1.3067,1.0,0,0,0,0.25012,0.09184
lin,15.0,,eb0482,0.0482,1,3.6,0,0.34,20000,1.0,145.5,0.348,2,0.0,0.0006,6.807,0.0229,0.302,2.1674,4.0519,3.7466,7,11.3804,8,1.2978,1.2896,1.0,0,1,0,0.22712,0.0829
lin,15.0,,eb0482,0.0482,1,3.6,0,0.35,20000,1.0,145.5,0.348,2,0.0,0.0022,6.43,0.0429,0.439,1.8531,3.9937,3.6931,7,11.2045,8,1.282,1.2721,1.0,0,1,0,0.20612,0.07551
lin,15.0,,eb0482,0.0482,1,3.6,0,0.36,20000,1.0,145.5,0.348,2,0.0,0.0065,6.065,0.0683,0.6,1.5729,3.9372,3.6413,7,11.0402,8,1.2665,1.2552,1.0,0,1,0,0.18956,0.06908
lin,15.0,,eb0482,0.0482,1,3.6,0,0.37,20000,1.0,145.5,0.348,2,0.0,0.0147,5.712,0.0964,0.763,1.3321,3.8833,3.5916,7,10.8839,8,1.2518,1.2387,1.0,0,1,0,0.17447,0.06374
lin,15.0,,eb0482,0.0482,1,3.6,0,0.38,20000,1.0,145.5,0.348,2,0.0,0.0281,5.375,0.1252,0.935,1.1395,3.8313,3.5438,7,10.7398,8,1.2374,1.2228,1.0,0,1,0,0.16203,0.05919
lin,15.0,,eb0482,0.0482,1,3.6,0,0.39,20000,1.0,145.5,0.348,2,0.0,0.0491,5.05,0.15,1.073,0.9864,3.7812,3.4976,7,10.6097,8,1.223,1.2073,1.0,0,1,0,0.15203,0.05513
lin,15.0,,eb0482,0.0482,1,3.6,0,0.4,20000,1.0,145.5,0.348,2,0.0,0.0767,4.737,0.1721,1.189,0.8786,3.7332,3.4533,7,10.4721,8,1.2084,1.1918,1.0,0,1,0,0.14364,0.05231
lin,15.0,,eb0482,0.0482,1,3.6,0,0.41,20000,1.0,145.5,0.348,2,0.0,0.1084,4.439,0.1897,1.278,0.7992,3.6861,3.4101,7,10.336,8,1.1946,1.1775,1.0,0,1,0,0.13675,0.0496
lin,15.0,,eb0482,0.0482,1,3.6,0,0.42,20000,1.0,145.5,0.348,2,0.0,0.1441,4.161,0.204,1.349,0.741,3.6417,3.369,7,10.2058,8,1.1808,1.1637,0.9951,1,0,0,0.13319,0.04787
lin,15.0,,eb0482,0.0482,1,3.6,0,0.43,20000,1.0,145.5,0.348,2,0.0,0.1817,3.897,0.2186,1.461,0.6996,3.5987,3.3293,7,10.0688,8,1.1671,1.15,0.7809,1,0,0,0.12896,0.0462
lin,15.0,,eb0482,0.0482,1,3.6,0,0.44,20000,1.0,145.5,0.348,2,0.0,0.2208,3.645,0.229,1.509,0.6727,3.5556,3.2896,7,9.9499,8,1.154,1.1364,0.564,1,0,0,0.12548,0.04533
lin,15.0,,eb0482,0.0482,1,3.6,0,0.45,20000,1.0,145.5,0.348,2,0.0,0.2595,3.416,0.2372,1.541,0.6533,3.516,3.2528,7,9.8274,8,1.1413,1.1236,0.3529,1,0,0,0.12258,0.04419
lin,15.0,,eb0482,0.0482,1,3.6,0,0.46,20000,1.0,145.5,0.348,2,0.0,0.2975,3.202,0.2437,1.568,0.6466,3.4772,3.217,7,9.718,8,1.1291,1.1114,0.14,1,0,0,0.12003,0.04356
lin,15.0,,eb0482,0.0482,1,3.6,0,0.47,20000,1.0,145.5,0.348,2,0.0,0.3342,2.997,0.2506,1.599,0.6415,3.438,3.1809,7,9.6117,8,1.1171,1.0993,0.0,1,0,0,0.11701,0.04209
lin,15.0,,eb0482,0.0482,1,3.6,0,0.48,20000,1.0,145.5,0.348,2,0.0,0.3714,2.81,0.2548,1.65,0.6391,3.4011,3.1471,7,9.5082,8,1.1051,1.0879,0.0,1,0,0,0.11616,0.0414
lin,15.0,,eb0482,0.0482,1,3.6,0,0.49,20000,1.0,145.5,0.348,2,0.0,0.4055,2.64,0.2588,1.674,0.6411,3.3667,3.115,7,9.4061,8,1.0938,1.0766,0.0,1,0,0,0.11463,0.04159
lin,15.0,,eb0482,0.0482,1,3.6,0,0.5,20000,1.0,145.5,0.348,2,0.0,0.4379,2.476,0.2628,1.664,0.647,3.3311,3.0821,7,9.3108,8,1.0827,1.0651,0.0,1,0,0,0.11354,0.04105
lin,15.0,,eb0482,0.0482,1,3.6,0,0.51,20000,1.0,145.5,0.348,2,0.0,0.4681,2.327,0.2672,1.682,0.6541,3.2969,3.0507,7,9.2224,8,1.0721,1.0542,0.0,1,0,0,0.11232,0.04065
lin,15.0,,eb0482,0.0482,1,3.6,0,0.52,20000,1.0,145.5,0.348,2,0.0,0.4968,2.191,0.2677,1.641,0.6635,3.2654,3.0215,7,9.1248,8,1.062,1.0444,0.0,1,0,0,0.11118,0.04034
lin,15.0,,eb0482,0.0482,1,4.0,0,0.17,20000,1.0,145.5,0.348,2,0.0,0.0,13.113,0.0,nan,8.2395,nan,nan,0,15.3174,8,nan,nan,nan,0,0,0,0.99685,0.57392
lin,15.0,,eb0482,0.0482,1,4.0,0,0.18,20000,1.0,145.5,0.348,2,0.0,0.0,12.658,0.0,nan,7.7876,8.556,8.556,1,14.8442,8,nan,nan,nan,0,0,0,0.97778,0.47828
lin,15.0,,eb0482,0.0482,1,4.0,0,0.19,20000,1.0,145.5,0.348,2,0.0,0.0,12.199,0.0,nan,7.3371,8.3245,8.3245,1,14.3962,8,nan,nan,nan,0,0,0,0.92498,0.39828
lin,15.0,,eb0482,0.0482,1,4.0,0,0.2,20000,1.0,145.5,0.348,2,0.0,0.0,11.745,0.0,nan,6.8899,7.5153,7.4903,2,13.9926,8,nan,nan,nan,0,0,0,0.8443,0.33505
lin,15.0,,eb0482,0.0482,1,4.0,0,0.21,20000,1.0,145.5,0.348,2,0.0,0.0,11.288,0.0,nan,6.4393,6.8361,6.7815,3,13.6079,8,nan,nan,nan,0,0,0,0.7536,0.27978
lin,15.0,,eb0482,0.0482,1,4.0,0,0.22,20000,1.0,145.5,0.348,2,0.0,0.0,10.836,0.0,nan,5.9992,6.6772,6.6241,3,13.2554,8,nan,nan,nan,0,0,0,0.66535,0.23692
lin,15.0,,eb0482,0.0482,1,4.0,0,0.23,20000,1.0,145.5,0.348,2,0.0,0.0,10.375,0.0,nan,5.5511,6.0698,5.9759,4,12.9155,8,nan,nan,nan,0,0,0,0.58142,0.20067
lin,15.0,,eb0482,0.0482,1,4.0,0,0.24,20000,1.0,145.5,0.348,2,0.0,0.0,9.923,0.0,nan,5.1179,5.5023,5.3529,5,12.6127,8,nan,nan,nan,0,0,0,0.50955,0.17202
lin,15.0,,eb0482,0.0482,1,4.0,0,0.25,20000,1.0,145.5,0.348,2,0.0,0.0,9.464,0.0,nan,4.6814,4.9731,4.7513,6,12.3173,8,nan,nan,nan,0,0,0,0.4446,0.14845
lin,15.0,,eb0482,0.0482,1,4.0,0,0.26,20000,1.0,145.5,0.348,2,0.0,0.0,9.008,0.0,0.0,4.253,4.8709,4.654,6,12.0394,8,nan,nan,nan,0,0,0,0.38907,0.1276
lin,15.0,,eb0482,0.0482,1,4.0,0,0.27,20000,1.0,145.5,0.348,2,0.0,0.0,8.553,0.0,0.0,3.832,4.3741,4.0498,7,11.7853,8,nan,1.3999,nan,0,0,0,0.3433,0.1123
lin,15.0,,eb0482,0.0482,1,4.0,0,0.28,20000,1.0,145.5,0.348,2,0.0,0.0,8.101,0.0001,0.029,3.4169,4.2896,3.9722,7,11.5428,8,nan,1.3715,nan,0,0,0,0.2997,0.0985
lin,15.0,,eb0482,0.0482,1,4.0,0,0.29,20000,1.0,145.5,0.348,2,0.0,0.0,7.651,0.0005,0.04,3.0168,4.2087,3.8988,7,11.311,8,1.3631,1.3492,1.0,0,0,0,0.2634,0.08645
lin,15.0,,eb0482,0.0482,1,4.0,0,0.3,20000,1.0,145.5,0.348,2,0.0,0.0,7.212,0.0024,0.08,2.6297,4.1314,3.8288,7,11.0933,8,1.3371,1.3281,1.0,0,0,0,0.23358,0.07608
lin,15.0,,eb0482,0.0482,1,4.0,0,0.31,20000,1.0,145.5,0.348,2,0.0,0.0001,6.778,0.0091,0.158,2.262,4.0576,3.7612,7,10.8986,8,1.3166,1.3064,1.0,0,1,0,0.20625,0.06761
lin,15.0,,eb0482,0.0482,1,4.0,0,0.32,20000,1.0,145.5,0.348,2,0.0,0.0004,6.358,0.023,0.262,1.9254,3.9869,3.6965,7,10.699,8,1.2985,1.2864,1.0,0,1,0,0.18502,0.0601
lin,15.0,,eb0482,0.0482,1,4.0,0,0.33,20000,1.0,145.5,0.348,2,0.0,0.0016,5.949,0.0477,0.416,1.6164,3.9188,3.6341,7,10.5131,8,1.2805,1.2663,1.0,0,1,0,0.16524,0.05339
lin,15.0,,eb0482,0.0482,1,4.0,0,0.34,20000,1.0,145.5,0.348,2,0.0,0.0063,5.557,0.0806,0.606,1.3476,3.8544,3.5747,7,10.3276,8,1.2627,1.2465,1.0,0,1,0,0.14894,0.04838
lin,15.0,,eb0482,0.0482,1,4.0,0,0.35,20000,1.0,145.5,0.348,2,0.0,0.0158,5.176,0.1177,0.813,1.1353,3.7918,3.517,7,10.139,8,1.2457,1.2273,1.0,0,1,0,0.13458,0.04328
lin,15.0,,eb0482,0.0482,1,4.0,0,0.36,20000,1.0,145.5,0.348,2,0.0,0.0338,4.819,0.1517,0.995,0.9882,3.7325,3.4624,7,9.9778,8,1.2292,1.2088,1.0,0,1,0,0.12368,0.04
lin,15.0,,eb0482,0.0482,1,4.0,0,0.37,20000,1.0,145.5,0.348,2,0.0,0.0622,4.468,0.1815,1.148,0.8814,3.6748,3.4088,7,9.8153,8,1.2121,1.1904,1.0,0,1,0,0.11597,0.03748
lin,15.0,,eb0482,0.0482,1,4.0,0,0.38,20000,1.0,145.5,0.348,2,0.0,0.0973,4.144,0.2062,1.278,0.8179,3.6203,3.3585,7,9.6727,8,1.1956,1.1732,1.0,1,0,0,0.10953,0.0355
lin,15.0,,eb0482,0.0482,1,4.0,0,0.39,20000,1.0,145.5,0.348,2,0.0,0.1397,3.833,0.2245,1.375,0.8038,3.5668,3.3093,7,9.5353,8,1.1792,1.1567,0.9408,1,0,0,0.1043,0.03342
lin,15.0,,eb0482,0.0482,1,4.0,0,0.4,20000,1.0,145.5,0.348,2,0.0,0.1839,3.546,0.2424,1.48,0.794,3.5171,3.2628,7,9.4053,8,1.1632,1.1401,0.6955,1,0,0,0.09958,0.03189
lin,15.0,,eb0482,0.0482,1,4.0,0,0.41,20000,1.0,145.5,0.348,2,0.0,0.2311,3.278,0.2543,1.544,0.805,3.4678,3.2174,7,9.2674,8,1.1476,1.1244,0.4622,1,0,0,0.09721,0.0315
lin,15.0,,eb0482,0.0482,1,4.0,0,0.42,20000,1.0,145.5,0.348,2,0.0,0.2767,3.029,0.2644,1.585,0.8352,3.4198,3.173,7,9.1384,8,1.1328,1.1094,0.2339,1,0,0,0.09422,0.03035
lin,15.0,,eb0482,0.0482,1,4.0,0,0.43,20000,1.0,145.5,0.348,2,0.0,0.3217,2.803,0.2741,1.659,0.8544,3.3759,3.1321,7,9.0043,8,1.1181,1.0949,0.0102,1,0,0,0.09237,0.02982
lin,15.0,,eb0482,0.0482,1,4.0,0,0.44,20000,1.0,145.5,0.348,2,0.0,0.3669,2.591,0.2791,1.701,0.8778,3.3311,3.0908,7,8.893,8,1.1037,1.081,0.0,1,0,0,0.09098,0.02918
lin,15.0,,eb0482,0.0482,1,4.0,0,0.45,20000,1.0,145.5,0.348,2,0.0,0.4079,2.398,0.285,1.703,0.8898,3.2881,3.0511,7,8.7665,8,1.09,1.0668,0.0,1,0,0,0.08888,0.02884
lin,15.0,,eb0482,0.0482,1,4.0,0,0.46,20000,1.0,145.5,0.348,2,0.0,0.4472,2.225,0.2903,1.727,0.9039,3.2489,3.0145,7,8.6557,8,1.0765,1.0534,0.0,1,0,0,0.08847,0.02849
lin,15.0,,eb0482,0.0482,1,4.0,0,0.47,20000,1.0,145.5,0.348,2,0.0,0.4825,2.063,0.2923,1.689,0.9377,3.2078,2.9767,7,8.5468,8,1.0643,1.0413,0.0,1,0,0,0.08666,0.02816
lin,15.0,,eb0482,0.0482,1,4.0,0,0.48,20000,1.0,145.5,0.348,2,0.0,0.5175,1.916,0.2942,1.688,0.9493,3.17,2.9417,7,8.4418,8,1.0516,1.0294,0.0,1,0,0,0.08601,0.02813
lin,15.0,,eb0482,0.0482,1,4.0,0,0.49,20000,1.0,145.5,0.348,2,0.0,0.5498,1.781,0.2991,1.748,0.9558,3.1333,2.9078,7,8.353,8,1.0391,1.0176,0.0,1,0,0,0.08507,0.02815
lin,15.0,,eb0482,0.0482,1,4.0,0,0.5,20000,1.0,145.5,0.348,2,0.0,0.5788,1.656,0.3058,1.802,0.9653,3.0977,2.8744,7,8.2731,8,1.0272,1.0054,0.0,0,0,0,0.08495,0.02808
lin,15.0,,eb0482,0.0482,1,4.0,0,0.51,20000,1.0,145.5,0.348,2,0.0,0.6071,1.54,0.3074,1.806,0.9742,3.0613,2.8409,7,8.166,8,1.0156,0.9942,0.0,0,0,0,0.08546,0.02813
lin,15.0,,eb0482,0.0482,1,4.0,0,0.52,20000,1.0,145.5,0.348,2,0.0,0.6303,1.44,0.3134,1.868,0.992,3.0288,2.8107,7,8.0656,8,1.0053,0.9835,0.0,0,0,0,0.08447,0.02807
lin,15.0,,eb0482,0.0482,1,4.4,0,0.17,20000,1.0,145.5,0.348,2,0.0,0.0,12.5,0.0,nan,7.6466,nan,nan,0,14.4927,8,nan,nan,nan,0,0,0,0.98257,0.44472
lin,15.0,,eb0482,0.0482,1,4.4,0,0.18,20000,1.0,145.5,0.348,2,0.0,0.0,12.009,0.0,nan,7.1622,8.3591,8.3591,1,13.987,8,nan,nan,nan,0,0,0,0.92495,0.36037
lin,15.0,,eb0482,0.0482,1,4.4,0,0.19,20000,1.0,145.5,0.348,2,0.0,0.0,11.515,0.0,nan,6.6828,7.5317,7.5075,2,13.5286,8,nan,nan,nan,0,0,0,0.82995,0.28988
lin,15.0,,eb0482,0.0482,1,4.4,0,0.2,20000,1.0,145.5,0.348,2,0.0,0.0,11.026,0.0,nan,6.2084,6.8389,6.7866,3,13.0996,8,nan,nan,nan,0,0,0,0.72372,0.23697
lin,15.0,,eb0482,0.0482,1,4.4,0,0.21,20000,1.0,145.5,0.348,2,0.0,0.0,10.53,0.0,nan,5.7353,6.6575,6.6067,3,12.7036,8,nan,nan,nan,0,0,0,0.6207,0.19432
lin,15.0,,eb0482,0.0482,1,4.4,0,0.22,20000,1.0,145.5,0.348,2,0.0,0.0,10.041,0.0,nan,5.2718,6.0402,5.9507,4,12.3349,8,nan,nan,nan,0,0,0,0.53073,0.1611
lin,15.0,,eb0482,0.0482,1,4.4,0,0.23,20000,1.0,145.5,0.348,2,0.0,0.0,9.546,0.0,nan,4.8086,5.4648,5.3222,5,11.9944,8,nan,nan,nan,0,0,0,0.4514,0.1346
lin,15.0,,eb0482,0.0482,1,4.4,0,0.24,20000,1.0,145.5,0.348,2,0.0,0.0,9.056,0.0,nan,4.3595,4.929,4.7167,6,11.6752,8,nan,nan,nan,0,0,0,0.38552,0.11442
lin,15.0,,eb0482,0.0482,1,4.4,0,0.25,20000,1.0,145.5,0.348,2,0.0,0.0,8.566,0.0,0.0,3.9089,4.8126,4.6066,6,11.3953,8,nan,nan,nan,0,0,0,0.33052,0.09692
lin,15.0,,eb0482,0.0482,1,4.4,0,0.26,20000,1.0,145.5,0.348,2,0.0,0.0,8.073,0.0,0.0,3.4777,4.3146,4.0051,7,11.1185,8,nan,1.398,nan,0,0,0,0.2823,0.08215
lin,15.0,,eb0482,0.0482,1,4.4,0,0.27,20000,1.0,145.5,0.348,2,0.0,0.0,7.586,0.0001,0.02,3.0533,4.2177,3.916,7,10.8464,8,nan,1.3657,nan,0,0,0,0.24252,0.07087
lin,15.0,,eb0482,0.0482,1,4.4,0,0.28,20000,1.0,145.5,0.348,2,0.0,0.0,7.104,0.0007,0.037,2.644,4.1272,3.8343,7,10.5978,8,1.3583,1.342,1.0,0,0,0,0.209,0.06118
lin,15.0,,eb0482,0.0482,1,4.4,0,0.29,20000,1.0,145.5,0.348,2,0.0,0.0,6.634,0.0038,0.083,2.2741,4.0416,3.7559,7,10.3512,8,1.3308,1.3175,1.0,0,1,0,0.1822,0.0527
lin,15.0,,eb0482,0.0482,1,4.4,0,0.3,20000,1.0,145.5,0.348,2,0.0,0.0001,6.173,0.0147,0.178,1.9245,3.9584,3.6797,7,10.1311,8,1.3085,1.2937,1.0,0,1,0,0.15889,0.04613
lin,15.0,,eb0482,0.0482,1,4.4,0,0.31,20000,1.0,145.5,0.348,2,0.0,0.0006,5.733,0.0379,0.319,1.6099,3.8804,3.608,7,9.9188,8,1.2874,1.2705,1.0,0,1,0,0.13939,0.04013
lin,15.0,,eb0482,0.0482,1,4.4,0,0.32,20000,1.0,145.5,0.348,2,0.0,0.0031,5.306,0.075,0.523,1.3399,3.8055,3.5389,7,9.7365,8,1.2675,1.2478,1.0,0,1,0,0.12223,0.03569
lin,15.0,,eb0482,0.0482,1,4.4,0,0.33,20000,1.0,145.5,0.348,2,0.0,0.0109,4.899,0.1192,0.75,1.1357,3.7333,3.4724,7,9.5551,8,1.2484,1.2257,1.0,0,1,0,0.10982,0.0319
lin,15.0,,eb0482,0.0482,1,4.4,0,0.34,20000,1.0,145.5,0.348,2,0.0,0.028,4.512,0.1633,0.978,1.0032,3.6654,3.4094,7,9.3773,8,1.2294,1.2039,1.0,0,1,0,0.09928,0.02816
lin,15.0,,eb0482,0.0482,1,4.4,0,0.35,20000,1.0,145.5,0.348,2,0.0,0.0593,4.14,0.1996,1.161,0.9474,3.5998,3.3486,7,9.1853,8,1.21,1.183,1.0,1,0,0,0.09137,0.02628
lin,15.0,,eb0482,0.0482,1,4.4,0,0.36,20000,1.0,145.5,0.348,2,0.0,0.0995,3.794,0.2292,1.317,0.9422,3.5376,3.2909,7,9.0191,8,1.1913,1.1633,1.0,1,0,0,0.08465,0.02443
lin,15.0,,eb0482,0.0482,1,4.4,0,0.37,20000,1.0,145.5,0.348,2,0.0,0.1492,3.464,0.2535,1.455,0.98,3.477,3.2349,7,8.8609,8,1.1721,1.1436,0.7986,1,0,0,0.08028,0.0231
lin,15.0,,eb0482,0.0482,1,4.4,0,0.38,20000,1.0,145.5,0.348,2,0.0,0.2024,3.162,0.2711,1.55,1.0159,3.4194,3.1814,7,8.7048,8,1.1538,1.125,0.5507,1,0,0,0.07688,0.02219
lin,15.0,,eb0482,0.0482,1,4.4,0,0.39,20000,1.0,145.5,0.348,2,0.0,0.2568,2.886,0.2839,1.608,1.0581,3.3651,3.1309,7,8.5834,8,1.1361,1.1072,0.3064,1,0,0,0.07421,0.02153
lin,15.0,,eb0482,0.0482,1,4.4,0,0.4,20000,1.0,145.5,0.348,2,0.0,0.31,2.633,0.296,1.705,1.1012,3.3116,3.0814,7,8.4454,8,1.1189,1.0903,0.0558,1,0,0,0.07236,0.02065
lin,15.0,,eb0482,0.0482,1,4.4,0,0.41,20000,1.0,145.5,0.348,2,0.0,0.3628,2.403,0.3031,1.726,1.1313,3.2618,3.0349,7,8.3079,8,1.1021,1.0734,0.0,0,0,0,0.07047,0.02036
lin,15.0,,eb0482,0.0482,1,4.4,0,0.42,20000,1.0,145.5,0.348,2,0.0,0.4116,2.192,0.3106,1.75,1.163,3.2117,2.9885,7,8.1654,8,1.0859,1.057,0.0,0,0,0,0.06905,0.0204
lin,15.0,,eb0482,0.0482,1,4.4,0,0.43,20000,1.0,145.5,0.348,2,0.0,0.4568,2.005,0.3141,1.728,1.1978,3.1644,2.9445,7,8.0371,8,1.0707,1.0421,0.0,0,0,0,0.06811,0.02025
lin,15.0,,eb0482,0.0482,1,4.4,0,0.44,20000,1.0,145.5,0.348,2,0.0,0.499,1.839,0.3173,1.728,1.2174,3.1209,2.9041,7,7.924,8,1.0557,1.028,0.0,0,0,0,0.06777,0.02016
lin,15.0,,eb0482,0.0482,1,4.4,0,0.45,20000,1.0,145.5,0.348,2,0.0,0.5389,1.682,0.3244,1.812,1.2417,3.0756,2.8623,7,7.8082,8,1.0405,1.0135,0.0,0,0,0,0.0675,0.01984
lin,15.0,,eb0482,0.0482,1,4.4,0,0.46,20000,1.0,145.5,0.348,2,0.0,0.5745,1.541,0.3298,1.839,1.2677,3.0327,2.8224,7,7.6777,7,1.0264,0.9994,0.0,0,0,0,0.06575,0.01951
lin,15.0,,eb0482,0.0482,1,4.4,0,0.47,20000,1.0,145.5,0.348,2,0.0,0.6081,1.417,0.333,1.89,1.2718,2.994,2.7862,7,7.6161,8,1.0126,0.9862,0.0,0,0,0,0.06552,0.01946
lin,15.0,,eb0482,0.0482,1,4.4,0,0.48,20000,1.0,145.5,0.348,2,0.0,0.6359,1.306,0.3387,1.912,1.3017,2.9541,2.7489,7,7.4892,7,1.0004,0.9732,0.0,0,0,0,0.06551,0.01943
lin,15.0,,eb0482,0.0482,1,4.4,0,0.49,20000,1.0,145.5,0.348,2,0.0,0.6639,1.203,0.341,1.935,1.3101,2.9158,2.7134,7,7.3845,7,0.9878,0.9608,0.0,0,0,0,0.06493,0.01964
lin,15.0,,eb0482,0.0482,1,4.4,0,0.5,20000,1.0,145.5,0.348,2,0.0,0.6911,1.108,0.3396,1.948,1.3008,2.8781,2.6789,7,7.2945,7,0.9751,0.9487,0.0,0,0,0,0.0653,0.01966
lin,15.0,,eb0482,0.0482,1,4.4,0,0.51,20000,1.0,145.5,0.348,2,0.0,0.7144,1.023,0.3386,1.901,1.3073,2.8426,2.6456,7,7.0388,6,0.9633,0.937,0.0,0,0,0,0.06495,0.01943
lin,15.0,,eb0482,0.0482,1,4.4,0,0.52,20000,1.0,145.5,0.348,2,0.0,0.736,0.946,0.3393,1.899,1.3052,2.8093,2.6142,7,6.9531,6,0.9514,0.9254,0.0,0,0,0,0.06487,0.01923
lin,15.0,,eb0482,0.0482,1,4.8,0,0.17,20000,1.0,145.5,0.348,2,0.0,0.0,11.951,0.0,nan,7.125,8.4487,8.4487,1,13.7085,8,nan,nan,nan,0,0,0,0.94268,0.34048
lin,15.0,,eb0482,0.0482,1,4.8,0,0.18,20000,1.0,145.5,0.348,2,0.0,0.0,11.423,0.0,nan,6.6168,7.6129,7.5907,2,13.1784,8,nan,nan,nan,0,0,0,0.8392,0.2644
lin,15.0,,eb0482,0.0482,1,4.8,0,0.19,20000,1.0,145.5,0.348,2,0.0,0.0,10.903,0.0,nan,6.1218,7.3717,7.3493,2,12.7044,8,nan,nan,nan,0,0,0,0.71805,0.20847
lin,15.0,,eb0482,0.0482,1,4.8,0,0.2,20000,1.0,145.5,0.348,2,0.0,0.0,10.374,0.0,nan,5.6246,6.6768,6.6277,3,12.273,8,nan,nan,nan,0,0,0,0.6001,0.16722
lin,15.0,,eb0482,0.0482,1,4.8,0,0.21,20000,1.0,145.5,0.348,2,0.0,0.0,9.854,0.0,nan,5.1386,6.0459,5.9596,4,11.8676,8,nan,nan,nan,0,0,0,0.49977,0.13458
lin,15.0,,eb0482,0.0482,1,4.8,0,0.22,20000,1.0,145.5,0.348,2,0.0,0.0,9.328,0.0,nan,4.6631,5.4591,5.3225,5,11.5029,8,nan,nan,nan,0,0,0,0.41483,0.11015
lin,15.0,,eb0482,0.0482,1,4.8,0,0.23,20000,1.0,145.5,0.348,2,0.0,0.0,8.805,0.0,nan,4.1935,5.3084,5.1767,5,11.1472,8,nan,nan,nan,0,0,0,0.34703,0.09085
