arm,a,c,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,F97,phi,subbare,trapped_frac,suppressed_frac,nbar_det,n1_solv,ratio_n1_n2,w1_solv,midhot_arith,midhot_geo,midhot_bins,deepke,deepke_bins,n1_ke_eV,ke2_eV,above115_n1,gate_n1,gate_nbar,gate,twin_tail_ge10,twin_tail_ge13
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.46,20000,0.9857,315.2,0.753,0,0.0143,0.6632,1.415,0.3061,1.928,0.6948,0.7882,0.771,7,0.6203,7,0.4116,0.3574,0.0,0,0,0,0.11342,0.04308
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.47,20000,0.9857,315.2,0.753,0,0.0143,0.6891,1.317,0.3008,1.891,0.6732,0.7546,0.7385,7,0.5814,7,0.3955,0.3435,0.0,0,0,0,0.11584,0.0425
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.48,20000,0.9857,315.2,0.753,0,0.0143,0.7115,1.227,0.301,1.917,0.6543,0.7238,0.7084,7,0.5447,7,0.38,0.3294,0.0,0,0,0,0.11577,0.04255
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.49,20000,0.9857,315.2,0.753,0,0.0143,0.7312,1.147,0.298,1.883,0.6453,0.6938,0.6793,7,0.5147,7,0.3661,0.3169,0.0,1,0,0,0.1168,0.04265
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.5,20000,0.9857,315.2,0.753,0,0.0143,0.7498,1.075,0.2938,1.866,0.628,0.6665,0.6528,7,0.4856,7,0.3525,0.3054,0.0,1,0,0,0.1174,0.04339
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.51,20000,0.9857,315.2,0.753,0,0.0143,0.766,1.008,0.2952,1.894,0.6127,0.64,0.6271,7,0.4584,7,0.3394,0.2938,0.0,1,0,0,0.11867,0.04422
lin,32.5,,eb1168,0.11675778353879479,0,5.6,0,0.52,20000,0.9857,315.2,0.753,0,0.0143,0.7805,0.948,0.2925,1.833,0.6077,0.6153,0.603,7,0.4883,6,0.3278,0.2832,0.0,1,0,0,0.1188,0.04368
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.17,20000,0.9857,315.2,0.753,0,0.0143,0.0,11.156,0.0,nan,6.322,5.2821,5.2781,2,4.0619,8,nan,nan,nan,0,0,0,0.75812,0.23577
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.18,20000,0.9857,315.2,0.753,0,0.0143,0.0,10.585,0.0,nan,5.7685,4.6729,4.666,3,3.5776,8,nan,nan,nan,0,0,0,0.62291,0.1889
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.19,20000,0.9857,315.2,0.753,0,0.0143,0.0,10.019,0.0,nan,5.2258,4.2525,4.2466,3,3.1718,8,nan,nan,nan,0,0,0,0.50951,0.15436
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.2,20000,0.9857,315.2,0.753,0,0.0143,0.0,9.442,0.0,nan,4.6849,3.7377,3.7266,4,2.8129,8,nan,nan,nan,0,0,0,0.41673,0.1274
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.21,20000,0.9857,315.2,0.753,0,0.0143,0.0,8.875,0.0,nan,4.1633,3.2773,3.2568,5,2.5107,8,nan,nan,nan,0,0,0,0.34574,0.10624
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.22,20000,0.9857,315.2,0.753,0,0.0143,0.0,8.302,0.0,nan,3.6431,2.8568,2.8211,6,2.2508,8,nan,nan,nan,0,0,0,0.28576,0.09057
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.23,20000,0.9857,315.2,0.753,0,0.0143,0.0,7.732,0.0,0.0,3.142,2.6271,2.597,6,2.0185,8,nan,nan,nan,0,0,0,0.23965,0.07758
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.24,20000,0.9857,315.2,0.753,0,0.0143,0.0,7.165,0.0001,0.016,2.6611,2.2746,2.2185,7,1.8113,8,nan,0.9907,nan,0,0,0,0.2027,0.06604
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.25,20000,0.9857,315.2,0.753,0,0.0143,0.0,6.616,0.0005,0.017,2.2208,2.1039,2.0553,7,1.6359,8,nan,0.9325,nan,0,1,0,0.17432,0.05783
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.26,20000,0.9857,315.2,0.753,0,0.0143,0.0,6.074,0.0058,0.074,1.8166,1.9456,1.9032,7,1.482,8,0.9591,0.8753,0.0,0,1,0,0.14982,0.05034
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.27,20000,0.9857,315.2,0.753,0,0.0143,0.0001,5.565,0.0271,0.2,1.4706,1.8055,1.7679,7,1.3413,8,0.9068,0.8226,0.0,0,1,0,0.13025,0.04439
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.28,20000,0.9857,315.2,0.753,0,0.0143,0.0008,5.07,0.0768,0.45,1.1822,1.6759,1.6422,7,1.2167,8,0.859,0.7707,0.0,0,1,0,0.11324,0.03879
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.29,20000,0.9857,315.2,0.753,0,0.0143,0.0075,4.611,0.1417,0.767,0.9991,1.5593,1.5289,7,1.1053,8,0.8158,0.7218,0.0,0,1,0,0.10204,0.03476
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.3,20000,0.9857,315.2,0.753,0,0.0143,0.029,4.173,0.2048,1.091,0.9333,1.4525,1.4248,7,1.0061,8,0.7737,0.6755,0.0,1,0,0,0.09218,0.03119
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.31,20000,0.9857,315.2,0.753,0,0.0143,0.0743,3.764,0.2506,1.356,0.9761,1.356,1.3307,7,0.9182,8,0.7313,0.6338,0.0,1,0,0,0.08675,0.02934
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.32,20000,0.9857,315.2,0.753,0,0.0143,0.1376,3.38,0.2828,1.551,1.0246,1.2682,1.2449,7,0.9438,7,0.6894,0.5941,0.0,1,0,0,0.08275,0.02797
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.33,20000,0.9857,315.2,0.753,0,0.0143,0.2079,3.029,0.3031,1.681,1.079,1.1858,1.1647,7,0.8623,7,0.6506,0.5583,0.0,0,0,0,0.08021,0.02757
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.34,20000,0.9857,315.2,0.753,0,0.0143,0.2797,2.718,0.3161,1.781,1.1144,1.1137,1.094,7,0.7902,7,0.6138,0.5257,0.0,0,0,0,0.07997,0.0275
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.35,20000,0.9857,315.2,0.753,0,0.0143,0.3485,2.439,0.3249,1.861,1.1451,1.0447,1.0268,7,0.7248,7,0.5795,0.4951,0.0,0,0,0,0.08047,0.02733
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.36,20000,0.9857,315.2,0.753,0,0.0143,0.4129,2.192,0.3293,1.867,1.1548,0.9825,0.9659,7,0.6658,7,0.5474,0.4664,0.0,0,0,0,0.08057,0.02721
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.37,20000,0.9857,315.2,0.753,0,0.0143,0.4699,1.975,0.3295,1.818,1.1632,0.9242,0.9089,7,0.6069,7,0.5184,0.4412,0.0,0,0,0,0.08138,0.0267
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.38,20000,0.9857,315.2,0.753,0,0.0143,0.5221,1.783,0.3326,1.877,1.1566,0.8706,0.8568,7,0.557,7,0.4902,0.4179,0.0,0,0,0,0.08147,0.02638
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.39,20000,0.9857,315.2,0.753,0,0.0143,0.568,1.616,0.3361,1.93,1.1483,0.8221,0.8092,7,0.5846,6,0.4644,0.3952,0.0,0,0,0,0.08284,0.02642
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.4,20000,0.9857,315.2,0.753,0,0.0143,0.6091,1.466,0.3383,1.969,1.1371,0.7765,0.7644,7,0.5406,6,0.4402,0.3742,0.0,0,0,0,0.08345,0.02712
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.41,20000,0.9857,315.2,0.753,0,0.0143,0.6435,1.337,0.3397,2.004,1.138,0.7326,0.7218,7,0.4943,6,0.4194,0.3555,0.0,0,0,0,0.08381,0.02675
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.42,20000,0.9857,315.2,0.753,0,0.0143,0.6762,1.221,0.3381,2.003,1.1169,0.6942,0.6841,7,0.4504,6,0.3991,0.3376,0.0,0,0,0,0.08468,0.02601
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.43,20000,0.9857,315.2,0.753,0,0.0143,0.7061,1.115,0.3366,2.024,1.0947,0.6565,0.6472,7,0.4153,6,0.3793,0.3202,0.0,0,0,0,0.0856,0.02597
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.44,20000,0.9857,315.2,0.753,0,0.0143,0.7316,1.024,0.3329,1.993,1.0722,0.6218,0.6133,7,0.3853,6,0.3615,0.305,0.0,0,0,0,0.08665,0.02608
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.45,20000,0.9857,315.2,0.753,0,0.0143,0.7551,0.941,0.3287,1.95,1.0472,0.5895,0.5816,7,0.3552,6,0.3441,0.2903,0.0,0,0,0,0.08856,0.02548
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.46,20000,0.9857,315.2,0.753,0,0.0143,0.7743,0.868,0.3276,1.911,1.0428,0.56,0.5526,7,0.3759,5,0.3289,0.2767,0.0,0,0,0,0.08891,0.02428
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.47,20000,0.9857,315.2,0.753,0,0.0143,0.7934,0.8,0.3223,1.924,1.0147,0.5311,0.5245,7,0.3449,5,0.3135,0.2646,0.0,0,0,0,0.0896,0.02418
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.48,20000,0.9857,315.2,0.753,0,0.0143,0.8093,0.741,0.322,1.971,1.0041,0.5043,0.4983,7,0.3168,5,0.2993,0.2524,0.0,0,0,0,0.09057,0.02261
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.49,20000,0.9857,315.2,0.753,0,0.0143,0.8232,0.688,0.3241,2.052,0.9988,0.4801,0.4745,7,0.2923,5,0.2863,0.2408,0.0,0,0,0,0.0898,0.0218
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.5,20000,0.9857,315.2,0.753,0,0.0143,0.8366,0.638,0.3227,2.069,0.9858,0.456,0.4507,7,0.2715,5,0.2737,0.2293,0.0,0,0,0,0.08878,0.02126
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.51,20000,0.9857,315.2,0.753,0,0.0143,0.8481,0.594,0.3151,1.974,0.9771,0.4335,0.4288,7,0.2483,5,0.2629,0.2198,0.0,0,0,0,0.08667,0.01971
lin,32.5,,eb1168,0.11675778353879479,0,6.4,0,0.52,20000,0.9857,315.2,0.753,0,0.0143,0.8587,0.553,0.3122,1.926,0.9718,0.4128,0.4085,7,0.2266,5,0.2518,0.2103,0.0,0,0,0,0.08654,0.01867
lin,32.5,,eb154,0.154,1,3.6,0,0.17,20000,0.9806,315.2,0.753,0,0.0194,0.0,14.771,0.0,nan,9.8822,nan,nan,0,8.9428,8,nan,nan,nan,0,0,0,0.9999,0.85302
lin,32.5,,eb154,0.154,1,3.6,0,0.18,20000,0.9806,315.2,0.753,0,0.0194,0.0,14.404,0.0,nan,9.5155,nan,nan,0,8.3814,8,nan,nan,nan,0,0,0,0.99924,0.77753
lin,32.5,,eb154,0.154,1,3.6,0,0.19,20000,0.9806,315.2,0.753,0,0.0194,0.0,14.048,0.0,nan,9.1589,nan,nan,0,7.8845,8,nan,nan,nan,0,0,0,0.99457,0.7047
lin,32.5,,eb154,0.154,1,3.6,0,0.2,20000,0.9806,315.2,0.753,0,0.0194,0.0,13.689,0.0,nan,8.8008,6.1097,6.1097,1,7.4299,8,nan,nan,nan,0,0,0,0.98108,0.6353
lin,32.5,,eb154,0.154,1,3.6,0,0.21,20000,0.9806,315.2,0.753,0,0.0194,0.0,13.33,0.0,nan,8.4409,5.4853,5.4747,2,7.0142,8,nan,nan,nan,0,0,0,0.95276,0.57393
lin,32.5,,eb154,0.154,1,3.6,0,0.22,20000,0.9806,315.2,0.753,0,0.0194,0.0,12.969,0.0,nan,8.0804,5.2448,5.2342,2,6.6304,8,nan,nan,nan,0,0,0,0.90972,0.5205
lin,32.5,,eb154,0.154,1,3.6,0,0.23,20000,0.9806,315.2,0.753,0,0.0194,0.0,12.609,0.0,nan,7.7202,4.7518,4.7301,3,6.2821,8,nan,nan,nan,0,0,0,0.85761,0.4719
lin,32.5,,eb154,0.154,1,3.6,0,0.24,20000,0.9806,315.2,0.753,0,0.0194,0.0,12.25,0.0,nan,7.3616,4.5492,4.5282,3,5.9631,8,nan,nan,nan,0,0,0,0.80321,0.42966
lin,32.5,,eb154,0.154,1,3.6,0,0.25,20000,0.9806,315.2,0.753,0,0.0194,0.0,11.888,0.0,nan,6.9993,4.1149,4.0774,4,5.673,8,nan,nan,nan,0,0,0,0.74778,0.39206
lin,32.5,,eb154,0.154,1,3.6,0,0.26,20000,0.9806,315.2,0.753,0,0.0194,0.0,11.532,0.0,nan,6.6432,3.7113,3.649,5,5.4048,8,nan,nan,nan,0,0,0,0.69498,0.36057
lin,32.5,,eb154,0.154,1,3.6,0,0.27,20000,0.9806,315.2,0.753,0,0.0194,0.0,11.171,0.0,0.0,6.2821,3.5635,3.5044,5,5.1558,8,nan,nan,nan,0,0,0,0.64432,0.33235
lin,32.5,,eb154,0.154,1,3.6,0,0.28,20000,0.9806,315.2,0.753,0,0.0194,0.0,10.813,0.0,0.0,5.9244,3.2031,3.1101,6,4.9232,8,nan,nan,nan,0,0,0,0.59736,0.30476
lin,32.5,,eb154,0.154,1,3.6,0,0.29,20000,0.9806,315.2,0.753,0,0.0194,0.0,10.451,0.0001,0.143,5.5628,3.0825,2.9941,6,4.703,8,nan,nan,nan,0,0,0,0.55458,0.28052
lin,32.5,,eb154,0.154,1,3.6,0,0.3,20000,0.9806,315.2,0.753,0,0.0194,0.0,10.094,0.0001,0.08,5.2073,2.7494,2.6086,7,4.5042,8,nan,1.0007,nan,0,0,0,0.51614,0.25974
lin,32.5,,eb154,0.154,1,3.6,0,0.31,20000,0.9806,315.2,0.753,0,0.0194,0.0,9.736,0.0003,0.071,4.8512,2.6531,2.519,7,4.3172,8,nan,0.9698,nan,0,0,0,0.48029,0.24138
lin,32.5,,eb154,0.154,1,3.6,0,0.32,20000,0.9806,315.2,0.753,0,0.0194,0.0,9.384,0.0008,0.082,4.4998,2.562,2.4343,7,4.1471,8,0.9951,0.9423,0.0,0,0,0,0.44753,0.22537
lin,32.5,,eb154,0.154,1,3.6,0,0.33,20000,0.9806,315.2,0.753,0,0.0194,0.0001,9.032,0.0025,0.139,4.1493,2.4748,2.3528,7,3.9812,8,0.9549,0.9145,0.0,0,0,0,0.41846,0.21012
lin,32.5,,eb154,0.154,1,3.6,0,0.34,20000,0.9806,315.2,0.753,0,0.0194,0.0002,8.684,0.0067,0.219,3.8022,2.3929,2.276,7,3.8227,8,0.9298,0.8861,0.0,0,0,0,0.39131,0.19591
lin,32.5,,eb154,0.154,1,3.6,0,0.35,20000,0.9806,315.2,0.753,0,0.0194,0.0005,8.342,0.0138,0.3,3.4644,2.3148,2.2023,7,3.6833,8,0.9063,0.8592,0.0,0,0,0,0.36747,0.1846
lin,32.5,,eb154,0.154,1,3.6,0,0.36,20000,0.9806,315.2,0.753,0,0.0194,0.0015,8.014,0.024,0.392,3.1439,2.2423,2.1343,7,3.5508,8,0.8835,0.8358,0.0,0,0,0,0.3466,0.17403
lin,32.5,,eb154,0.154,1,3.6,0,0.37,20000,0.9806,315.2,0.753,0,0.0194,0.0037,7.681,0.0393,0.531,2.8298,2.1716,2.0678,7,3.4176,8,0.8597,0.8115,0.0,0,0,0,0.32657,0.16436
lin,32.5,,eb154,0.154,1,3.6,0,0.38,20000,0.9806,315.2,0.753,0,0.0194,0.0085,7.359,0.0566,0.661,2.5446,2.1053,2.0051,7,3.2956,8,0.8369,0.7883,0.0,0,0,0,0.30814,0.15587
lin,32.5,,eb154,0.154,1,3.6,0,0.39,20000,0.9806,315.2,0.753,0,0.0194,0.0158,7.052,0.0748,0.792,2.2893,2.043,1.9463,7,3.1793,8,0.8161,0.7665,0.0,0,1,0,0.29202,0.14796
lin,32.5,,eb154,0.154,1,3.6,0,0.4,20000,0.9806,315.2,0.753,0,0.0194,0.0262,6.753,0.0935,0.915,2.0606,1.9828,1.8896,7,3.0713,8,0.7961,0.7454,0.0,0,1,0,0.27871,0.14203
lin,32.5,,eb154,0.154,1,3.6,0,0.41,20000,0.9806,315.2,0.753,0,0.0194,0.0425,6.459,0.1097,1.017,1.8726,1.9255,1.8354,7,2.9721,8,0.7753,0.7249,0.0,0,1,0,0.26751,0.13728
lin,32.5,,eb154,0.154,1,3.6,0,0.42,20000,0.9806,315.2,0.753,0,0.0194,0.0614,6.177,0.1246,1.12,1.7091,1.8715,1.7842,7,2.8728,8,0.756,0.7056,0.0,0,1,0,0.25901,0.13263
lin,32.5,,eb154,0.154,1,3.6,0,0.43,20000,0.9806,315.2,0.753,0,0.0194,0.0837,5.908,0.1381,1.22,1.5762,1.8201,1.7355,7,2.7828,8,0.7368,0.6871,0.0,0,1,0,0.25199,0.12907
lin,32.5,,eb154,0.154,1,3.6,0,0.44,20000,0.9806,315.2,0.753,0,0.0194,0.1077,5.649,0.1509,1.311,1.4607,1.7713,1.6892,7,2.688,8,0.7186,0.6688,0.0,0,1,0,0.24623,0.12577
lin,32.5,,eb154,0.154,1,3.6,0,0.45,20000,0.9806,315.2,0.753,0,0.0194,0.1349,5.4,0.1578,1.305,1.3728,1.724,1.6442,7,2.6034,8,0.7012,0.6516,0.0,0,1,0,0.24102,0.12337
lin,32.5,,eb154,0.154,1,3.6,0,0.46,20000,0.9806,315.2,0.753,0,0.0194,0.1631,5.165,0.1649,1.354,1.3028,1.6791,1.6018,7,2.5224,8,0.684,0.6358,0.0,0,1,0,0.23692,0.12222
lin,32.5,,eb154,0.154,1,3.6,0,0.47,20000,0.9806,315.2,0.753,0,0.0194,0.1905,4.942,0.1726,1.414,1.239,1.6362,1.5611,7,2.4485,8,0.6678,0.6204,0.0,0,1,0,0.23329,0.1218
lin,32.5,,eb154,0.154,1,3.6,0,0.48,20000,0.9806,315.2,0.753,0,0.0194,0.2186,4.73,0.1786,1.446,1.1879,1.5951,1.5221,7,2.3722,8,0.6521,0.6054,0.0,0,1,0,0.23174,0.12081
lin,32.5,,eb154,0.154,1,3.6,0,0.49,20000,0.9806,315.2,0.753,0,0.0194,0.2475,4.525,0.1832,1.498,1.1496,1.5549,1.4841,7,2.2998,8,0.6364,0.5909,0.0,0,1,0,0.23002,0.12014
lin,32.5,,eb154,0.154,1,3.6,0,0.5,20000,0.9806,315.2,0.753,0,0.0194,0.2741,4.336,0.1887,1.554,1.1103,1.5171,1.4483,7,2.2331,8,0.6221,0.577,0.0,0,0,0,0.22799,0.11984
lin,32.5,,eb154,0.154,1,3.6,0,0.51,20000,0.9806,315.2,0.753,0,0.0194,0.3005,4.155,0.1919,1.546,1.0787,1.4812,1.414,7,2.1663,8,0.6085,0.5633,0.0,1,0,0,0.22629,0.11889
lin,32.5,,eb154,0.154,1,3.6,0,0.52,20000,0.9806,315.2,0.753,0,0.0194,0.3265,3.985,0.1951,1.564,1.0564,1.4464,1.3809,7,2.1049,8,0.595,0.5503,0.0,1,0,0,0.22567,0.11889
lin,32.5,,eb154,0.154,1,4.0,0,0.17,20000,0.9806,315.2,0.753,0,0.0194,0.0,14.094,0.0,nan,9.2054,nan,nan,0,7.9226,8,nan,nan,nan,0,0,0,0.99929,0.73623
lin,32.5,,eb154,0.154,1,4.0,0,0.18,20000,0.9806,315.2,0.753,0,0.0194,0.0,13.697,0.0,nan,8.8081,nan,nan,0,7.3704,8,nan,nan,nan,0,0,0,0.99352,0.65078
lin,32.5,,eb154,0.154,1,4.0,0,0.19,20000,0.9806,315.2,0.753,0,0.0194,0.0,13.293,0.0,nan,8.4045,6.0736,6.0736,1,6.8598,8,nan,nan,nan,0,0,0,0.97438,0.57388
lin,32.5,,eb154,0.154,1,4.0,0,0.2,20000,0.9806,315.2,0.753,0,0.0194,0.0,12.897,0.0,nan,8.008,5.4495,5.4403,2,6.4121,8,nan,nan,nan,0,0,0,0.93241,0.50867
lin,32.5,,eb154,0.154,1,4.0,0,0.21,20000,0.9806,315.2,0.753,0,0.0194,0.0,12.498,0.0,nan,7.6096,5.1606,5.1514,2,6.0068,8,nan,nan,nan,0,0,0,0.87538,0.45087
lin,32.5,,eb154,0.154,1,4.0,0,0.22,20000,0.9806,315.2,0.753,0,0.0194,0.0,12.098,0.0,nan,7.2114,4.6627,4.644,3,5.635,8,nan,nan,nan,0,0,0,0.80882,0.4023
lin,32.5,,eb154,0.154,1,4.0,0,0.23,20000,0.9806,315.2,0.753,0,0.0194,0.0,11.698,0.0,nan,6.8136,4.1946,4.1604,4,5.3003,8,nan,nan,nan,0,0,0,0.7421,0.36139
lin,32.5,,eb154,0.154,1,4.0,0,0.24,20000,0.9806,315.2,0.753,0,0.0194,0.0,11.301,0.0,nan,6.4169,3.9979,3.9662,4,4.9905,8,nan,nan,nan,0,0,0,0.67872,0.32557
lin,32.5,,eb154,0.154,1,4.0,0,0.25,20000,0.9806,315.2,0.753,0,0.0194,0.0,10.901,0.0,nan,6.018,3.589,3.5357,5,4.7115,8,nan,nan,nan,0,0,0,0.61842,0.2926
lin,32.5,,eb154,0.154,1,4.0,0,0.26,20000,0.9806,315.2,0.753,0,0.0194,0.0,10.505,0.0,0.0,5.6232,3.2092,3.1248,6,4.4582,8,nan,nan,nan,0,0,0,0.56455,0.26509
lin,32.5,,eb154,0.154,1,4.0,0,0.27,20000,0.9806,315.2,0.753,0,0.0194,0.0,10.104,0.0,0.0,5.2234,3.0669,2.9877,6,4.222,8,nan,nan,nan,0,0,0,0.51639,0.24069
lin,32.5,,eb154,0.154,1,4.0,0,0.28,20000,0.9806,315.2,0.753,0,0.0194,0.0,9.706,0.0001,0.111,4.8273,2.723,2.5955,7,4.0056,8,nan,1.0185,nan,0,0,0,0.47254,0.22089
lin,32.5,,eb154,0.154,1,4.0,0,0.29,20000,0.9806,315.2,0.753,0,0.0194,0.0,9.309,0.0002,0.049,4.4337,2.6087,2.488,7,3.8035,8,nan,0.9779,nan,0,0,0,0.43366,0.20151
lin,32.5,,eb154,0.154,1,4.0,0,0.3,20000,0.9806,315.2,0.753,0,0.0194,0.0,8.916,0.0006,0.06,4.0427,2.5023,2.3887,7,3.621,8,1.0057,0.9451,0.0,0,0,0,0.39856,0.18578
lin,32.5,,eb154,0.154,1,4.0,0,0.31,20000,0.9806,315.2,0.753,0,0.0194,0.0001,8.525,0.0021,0.103,3.6539,2.402,2.295,7,3.4453,8,0.9609,0.9139,0.0,0,0,0,0.36825,0.17205
lin,32.5,,eb154,0.154,1,4.0,0,0.32,20000,0.9806,315.2,0.753,0,0.0194,0.0001,8.145,0.0067,0.182,3.2752,2.3088,2.2068,7,3.2847,8,0.9312,0.881,0.0,0,0,0,0.34146,0.15898
lin,32.5,,eb154,0.154,1,4.0,0,0.33,20000,0.9806,315.2,0.753,0,0.0194,0.0004,7.765,0.0154,0.274,2.9008,2.2196,2.1227,7,3.1351,8,0.9039,0.8506,0.0,0,0,0,0.31537,0.14798
lin,32.5,,eb154,0.154,1,4.0,0,0.34,20000,0.9806,315.2,0.753,0,0.0194,0.0013,7.403,0.0297,0.397,2.549,2.1371,2.0449,7,2.9979,8,0.8766,0.8228,0.0,0,0,0,0.29222,0.13778
lin,32.5,,eb154,0.154,1,4.0,0,0.35,20000,0.9806,315.2,0.753,0,0.0194,0.0041,7.047,0.0498,0.543,2.2154,2.0583,1.9702,7,2.869,8,0.8499,0.7946,0.0,0,1,0,0.2722,0.12907
lin,32.5,,eb154,0.154,1,4.0,0,0.36,20000,0.9806,315.2,0.753,0,0.0194,0.0101,6.694,0.0732,0.707,1.9068,1.983,1.8991,7,2.7398,8,0.8244,0.7682,0.0,0,1,0,0.25493,0.12105
lin,32.5,,eb154,0.154,1,4.0,0,0.37,20000,0.9806,315.2,0.753,0,0.0194,0.0202,6.361,0.0975,0.864,1.6426,1.9146,1.8339,7,2.6194,8,0.8003,0.7428,0.0,0,1,0,0.24081,0.11433
lin,32.5,,eb154,0.154,1,4.0,0,0.38,20000,0.9806,315.2,0.753,0,0.0194,0.0362,6.037,0.1202,1.012,1.4215,1.8483,1.7707,7,2.5164,8,0.7766,0.7187,0.0,0,1,0,0.22981,0.10903
lin,32.5,,eb154,0.154,1,4.0,0,0.39,20000,0.9806,315.2,0.753,0,0.0194,0.0583,5.724,0.1394,1.135,1.246,1.7851,1.7108,7,2.4118,8,0.7534,0.6957,0.0,0,1,0,0.21995,0.10586
lin,32.5,,eb154,0.154,1,4.0,0,0.4,20000,0.9806,315.2,0.753,0,0.0194,0.0848,5.427,0.1561,1.244,1.1067,1.7269,1.6553,7,2.3139,8,0.7308,0.6738,0.0,0,1,0,0.21206,0.10302
lin,32.5,,eb154,0.154,1,4.0,0,0.41,20000,0.9806,315.2,0.753,0,0.0194,0.1146,5.144,0.1694,1.302,0.9955,1.6711,1.602,7,2.2238,8,0.7097,0.6526,0.0,0,1,0,0.20719,0.10076
lin,32.5,,eb154,0.154,1,4.0,0,0.42,20000,0.9806,315.2,0.753,0,0.0194,0.1468,4.875,0.1801,1.363,0.9095,1.6175,1.5512,7,2.1322,8,0.6891,0.6332,0.0,0,1,0,0.20283,0.09866
lin,32.5,,eb154,0.154,1,4.0,0,0.43,20000,0.9806,315.2,0.753,0,0.0194,0.1805,4.622,0.1888,1.413,0.8431,1.5673,1.5033,7,2.0523,8,0.6693,0.6146,0.0,0,1,0,0.1997,0.09753
lin,32.5,,eb154,0.154,1,4.0,0,0.44,20000,0.9806,315.2,0.753,0,0.0194,0.2152,4.381,0.1972,1.492,0.7904,1.519,1.4573,7,1.9784,8,0.6497,0.5965,0.0,1,0,0,0.19715,0.09693
lin,32.5,,eb154,0.154,1,4.0,0,0.45,20000,0.9806,315.2,0.753,0,0.0194,0.2494,4.158,0.2024,1.528,0.7509,1.4739,1.4143,7,1.9039,8,0.6316,0.5794,0.0,1,0,0,0.195,0.09558
lin,32.5,,eb154,0.154,1,4.0,0,0.46,20000,0.9806,315.2,0.753,0,0.0194,0.2819,3.947,0.2074,1.536,0.7144,1.43,1.3724,7,1.8302,8,0.6146,0.5626,0.0,1,0,0,0.19352,0.09508
lin,32.5,,eb154,0.154,1,4.0,0,0.47,20000,0.9806,315.2,0.753,0,0.0194,0.3134,3.748,0.2135,1.589,0.6814,1.3877,1.3322,7,1.7649,8,0.598,0.5465,0.0,1,0,0,0.19265,0.0941
lin,32.5,,eb154,0.154,1,4.0,0,0.48,20000,0.9806,315.2,0.753,0,0.0194,0.3449,3.565,0.2155,1.593,0.6689,1.3491,1.2953,7,1.7014,8,0.5821,0.5319,0.0,1,0,0,0.19145,0.09333
lin,32.5,,eb154,0.154,1,4.0,0,0.49,20000,0.9806,315.2,0.753,0,0.0194,0.3764,3.39,0.2161,1.597,0.6631,1.3108,1.2589,7,1.6418,8,0.5663,0.5177,0.0,1,0,0,0.19119,0.09357
