v_c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
5.75,eb0482,6.4,0.335,14,0.017,0.0585
5.75,eb0482,6.4,0.335,15,0.0148,0.0492
5.75,eb0482,6.4,0.335,16,0.0142,0.0411
5.75,eb0482,6.4,0.335,17,0.0127,0.0331
5.75,eb0482,6.4,0.335,18,0.0109,0.0249
5.75,eb0482,6.4,0.335,19,0.0098,0.0161
5.75,eb0482,6.4,0.335,20,0.0028,0.0105
5.75,eb0482,6.4,0.34,0,0.225,0.6554
5.75,eb0482,6.4,0.34,1,0.1991,0.4777
5.75,eb0482,6.4,0.34,2,0.113,0.352
5.75,eb0482,6.4,0.34,3,0.079,0.2634
5.75,eb0482,6.4,0.34,4,0.0478,0.2088
5.75,eb0482,6.4,0.34,5,0.0457,0.1785
5.75,eb0482,6.4,0.34,6,0.0388,0.1545
5.75,eb0482,6.4,0.34,7,0.0331,0.1359
5.75,eb0482,6.4,0.34,8,0.0305,0.1199
5.75,eb0482,6.4,0.34,9,0.026,0.1056
5.75,eb0482,6.4,0.34,10,0.0236,0.0944
5.75,eb0482,6.4,0.34,11,0.0216,0.0846
5.75,eb0482,6.4,0.34,12,0.0184,0.075
5.75,eb0482,6.4,0.34,13,0.0179,0.0654
5.75,eb0482,6.4,0.34,14,0.017,0.0573
5.75,eb0482,6.4,0.34,15,0.0139,0.0483
5.75,eb0482,6.4,0.34,16,0.0142,0.0406
5.75,eb0482,6.4,0.34,17,0.0123,0.0328
5.75,eb0482,6.4,0.34,18,0.0109,0.0245
5.75,eb0482,6.4,0.34,19,0.0096,0.0159
5.75,eb0482,6.4,0.34,20,0.0026,0.0105
5.75,eb0482,6.4,0.345,0,0.2547,0.641
5.75,eb0482,6.4,0.345,1,0.1931,0.4553
5.75,eb0482,6.4,0.345,2,0.1074,0.3316
5.75,eb0482,6.4,0.345,3,0.0733,0.2476
5.75,eb0482,6.4,0.345,4,0.0468,0.199
5.75,eb0482,6.4,0.345,5,0.0437,0.1717
5.75,eb0482,6.4,0.345,6,0.0366,0.149
5.75,eb0482,6.4,0.345,7,0.0322,0.1315
5.75,eb0482,6.4,0.345,8,0.0285,0.1169
5.75,eb0482,6.4,0.345,9,0.0259,0.1032
5.75,eb0482,6.4,0.345,10,0.0225,0.0928
5.75,eb0482,6.4,0.345,11,0.0216,0.0825
5.75,eb0482,6.4,0.345,12,0.0175,0.0735
5.75,eb0482,6.4,0.345,13,0.0174,0.0642
5.75,eb0482,6.4,0.345,14,0.0167,0.0564
5.75,eb0482,6.4,0.345,15,0.0138,0.0478
5.75,eb0482,6.4,0.345,16,0.0136,0.0398
5.75,eb0482,6.4,0.345,17,0.0123,0.0324
5.75,eb0482,6.4,0.345,18,0.0109,0.024
5.75,eb0482,6.4,0.345,19,0.0091,0.0156
5.75,eb0482,6.4,0.345,20,0.0025,0.0105
5.75,eb0482,6.4,0.35,0,0.2844,0.6271
5.75,eb0482,6.4,0.35,1,0.1852,0.4335
5.75,eb0482,6.4,0.35,2,0.1019,0.3126
5.75,eb0482,6.4,0.35,3,0.0687,0.2337
5.75,eb0482,6.4,0.35,4,0.0465,0.19
5.75,eb0482,6.4,0.35,5,0.0406,0.1654
5.75,eb0482,6.4,0.35,6,0.0352,0.1441
5.75,eb0482,6.4,0.35,7,0.0311,0.1277
5.75,eb0482,6.4,0.35,8,0.0273,0.1138
5.75,eb0482,6.4,0.35,9,0.025,0.1008
5.75,eb0482,6.4,0.35,10,0.0222,0.0909
5.75,eb0482,6.4,0.35,11,0.0212,0.0807
5.75,eb0482,6.4,0.35,12,0.0172,0.0716
5.75,eb0482,6.4,0.35,13,0.0162,0.063
5.75,eb0482,6.4,0.35,14,0.0166,0.0559
5.75,eb0482,6.4,0.35,15,0.0135,0.0467
5.75,eb0482,6.4,0.35,16,0.0132,0.0393
5.75,eb0482,6.4,0.35,17,0.0123,0.0319
5.75,eb0482,6.4,0.35,18,0.0106,0.0236
5.75,eb0482,6.4,0.35,19,0.0088,0.0153
5.75,eb0482,6.4,0.35,20,0.0024,0.0105
5.75,eb0482,6.4,0.355,0,0.312,0.6144
5.75,eb0482,6.4,0.355,1,0.1784,0.4126
5.75,eb0482,6.4,0.355,2,0.0963,0.2942
5.75,eb0482,6.4,0.355,3,0.0644,0.2216
5.75,eb0482,6.4,0.355,4,0.045,0.1824
5.75,eb0482,6.4,0.355,5,0.0388,0.1596
5.75,eb0482,6.4,0.355,6,0.034,0.1399
5.75,eb0482,6.4,0.355,7,0.0304,0.124
5.75,eb0482,6.4,0.355,8,0.0259,0.1106
5.75,eb0482,6.4,0.355,9,0.024,0.0986
5.75,eb0482,6.4,0.355,10,0.022,0.0893
5.75,eb0482,6.4,0.355,11,0.0206,0.079
5.75,eb0482,6.4,0.355,12,0.0165,0.0701
5.75,eb0482,6.4,0.355,13,0.0161,0.0623
5.75,eb0482,6.4,0.355,14,0.0158,0.0546
5.75,eb0482,6.4,0.355,15,0.0136,0.0461
5.75,eb0482,6.4,0.355,16,0.0128,0.0385
5.75,eb0482,6.4,0.355,17,0.0121,0.0316
5.75,eb0482,6.4,0.355,18,0.0104,0.0233
5.75,eb0482,6.4,0.355,19,0.0088,0.0151
5.75,eb0482,6.4,0.355,20,0.0021,0.0106
5.75,eb0482,6.8,0.3,0,0.043,0.7816
5.75,eb0482,6.8,0.3,1,0.1999,0.6371
5.75,eb0482,6.8,0.3,2,0.1586,0.4943
5.75,eb0482,6.8,0.3,3,0.1177,0.3825
5.75,eb0482,6.8,0.3,4,0.0739,0.2927
5.75,eb0482,6.8,0.3,5,0.0592,0.2309
5.75,eb0482,6.8,0.3,6,0.053,0.1892
5.75,eb0482,6.8,0.3,7,0.0446,0.1597
5.75,eb0482,6.8,0.3,8,0.0372,0.1369
5.75,eb0482,6.8,0.3,9,0.0329,0.1189
5.75,eb0482,6.8,0.3,10,0.0281,0.1028
5.75,eb0482,6.8,0.3,11,0.0255,0.091
5.75,eb0482,6.8,0.3,12,0.0227,0.0791
5.75,eb0482,6.8,0.3,13,0.0191,0.068
5.75,eb0482,6.8,0.3,14,0.0181,0.0595
5.75,eb0482,6.8,0.3,15,0.016,0.0496
5.75,eb0482,6.8,0.3,16,0.0149,0.0408
5.75,eb0482,6.8,0.3,17,0.013,0.0325
5.75,eb0482,6.8,0.3,18,0.0114,0.0236
5.75,eb0482,6.8,0.3,19,0.0091,0.0149
5.75,eb0482,6.8,0.3,20,0.0019,0.0109
5.75,eb0482,6.8,0.305,0,0.0666,0.7558
5.75,eb0482,6.8,0.305,1,0.2114,0.609
5.75,eb0482,6.8,0.305,2,0.1526,0.4667
5.75,eb0482,6.8,0.305,3,0.1112,0.3567
5.75,eb0482,6.8,0.305,4,0.069,0.2711
5.75,eb0482,6.8,0.305,5,0.0545,0.2163
5.75,eb0482,6.8,0.305,6,0.0509,0.1806
5.75,eb0482,6.8,0.305,7,0.0421,0.1528
5.75,eb0482,6.8,0.305,8,0.0356,0.1322
5.75,eb0482,6.8,0.305,9,0.031,0.1151
5.75,eb0482,6.8,0.305,10,0.0277,0.1001
5.75,eb0482,6.8,0.305,11,0.0243,0.0888
5.75,eb0482,6.8,0.305,12,0.0217,0.0773
5.75,eb0482,6.8,0.305,13,0.0189,0.0665
5.75,eb0482,6.8,0.305,14,0.018,0.0582
5.75,eb0482,6.8,0.305,15,0.015,0.0484
5.75,eb0482,6.8,0.305,16,0.0147,0.0402
5.75,eb0482,6.8,0.305,17,0.013,0.0319
5.75,eb0482,6.8,0.305,18,0.0109,0.0235
5.75,eb0482,6.8,0.305,19,0.009,0.0144
5.75,eb0482,6.8,0.305,20,0.0016,0.0114
5.75,eb0482,6.8,0.31,0,0.0936,0.7334
5.75,eb0482,6.8,0.31,1,0.2183,0.5813
5.75,eb0482,6.8,0.31,2,0.1475,0.4395
5.75,eb0482,6.8,0.31,3,0.1031,0.3318
5.75,eb0482,6.8,0.31,4,0.0638,0.2519
5.75,eb0482,6.8,0.31,5,0.0529,0.204
5.75,eb0482,6.8,0.31,6,0.0475,0.1724
5.75,eb0482,6.8,0.31,7,0.0399,0.147
5.75,eb0482,6.8,0.31,8,0.0347,0.1274
5.75,eb0482,6.8,0.31,9,0.0288,0.1112
5.75,eb0482,6.8,0.31,10,0.027,0.0977
5.75,eb0482,6.8,0.31,11,0.0238,0.0866
5.75,eb0482,6.8,0.31,12,0.0198,0.0757
5.75,eb0482,6.8,0.31,13,0.0191,0.0655
5.75,eb0482,6.8,0.31,14,0.0178,0.0568
5.75,eb0482,6.8,0.31,15,0.0147,0.0476
5.75,eb0482,6.8,0.31,16,0.014,0.0391
5.75,eb0482,6.8,0.31,17,0.0127,0.0316
5.75,eb0482,6.8,0.31,18,0.0107,0.0228
5.75,eb0482,6.8,0.31,19,0.0088,0.0142
5.75,eb0482,6.8,0.31,20,0.0015,0.0116
5.75,eb0482,6.8,0.315,0,0.124,0.712
5.75,eb0482,6.8,0.315,1,0.2212,0.5535
5.75,eb0482,6.8,0.315,2,0.1391,0.4136
5.75,eb0482,6.8,0.315,3,0.097,0.3091
5.75,eb0482,6.8,0.315,4,0.0589,0.2357
5.75,eb0482,6.8,0.315,5,0.0519,0.1934
5.75,eb0482,6.8,0.315,6,0.0445,0.1649
5.75,eb0482,6.8,0.315,7,0.0374,0.1418
5.75,eb0482,6.8,0.315,8,0.0339,0.1233
5.75,eb0482,6.8,0.315,9,0.0279,0.1075
5.75,eb0482,6.8,0.315,10,0.0254,0.0953
5.75,eb0482,6.8,0.315,11,0.0232,0.0843
5.75,eb0482,6.8,0.315,12,0.0191,0.0743
5.75,eb0482,6.8,0.315,13,0.0184,0.0642
5.75,eb0482,6.8,0.315,14,0.0173,0.0559
5.75,eb0482,6.8,0.315,15,0.0145,0.0466
5.75,eb0482,6.8,0.315,16,0.0135,0.0385
5.75,eb0482,6.8,0.315,17,0.0125,0.0311
5.75,eb0482,6.8,0.315,18,0.0107,0.0224
5.75,eb0482,6.8,0.315,19,0.0084,0.014
5.75,eb0482,6.8,0.315,20,0.0013,0.0116
5.75,eb0482,6.8,0.32,0,0.1574,0.6915
5.75,eb0482,6.8,0.32,1,0.2203,0.5253
5.75,eb0482,6.8,0.32,2,0.1299,0.388
5.75,eb0482,6.8,0.32,3,0.0912,0.2876
5.75,eb0482,6.8,0.32,4,0.0545,0.2213
5.75,eb0482,6.8,0.32,5,0.0502,0.1843
5.75,eb0482,6.8,0.32,6,0.0423,0.1574
5.75,eb0482,6.8,0.32,7,0.0351,0.1367
5.75,eb0482,6.8,0.32,8,0.0319,0.1197
5.75,eb0482,6.8,0.32,9,0.0276,0.1045
5.75,eb0482,6.8,0.32,10,0.0242,0.0931
5.75,eb0482,6.8,0.32,11,0.0229,0.0821
5.75,eb0482,6.8,0.32,12,0.0187,0.0722
5.75,eb0482,6.8,0.32,13,0.0172,0.0629
5.75,eb0482,6.8,0.32,14,0.0168,0.0549
5.75,eb0482,6.8,0.32,15,0.0145,0.046
5.75,eb0482,6.8,0.32,16,0.0133,0.0376
5.75,eb0482,6.8,0.32,17,0.0121,0.0304
5.75,eb0482,6.8,0.32,18,0.0105,0.0219
5.75,eb0482,6.8,0.32,19,0.0081,0.0138
5.75,eb0482,6.8,0.32,20,0.0012,0.0117
5.75,eb0482,6.8,0.325,0,0.1907,0.6731
5.75,eb0482,6.8,0.325,1,0.2165,0.4991
5.75,eb0482,6.8,0.325,2,0.1227,0.3636
5.75,eb0482,6.8,0.325,3,0.0854,0.2675
5.75,eb0482,6.8,0.325,4,0.0507,0.2083
5.75,eb0482,6.8,0.325,5,0.0479,0.1765
5.75,eb0482,6.8,0.325,6,0.0399,0.1512
5.75,eb0482,6.8,0.325,7,0.0343,0.132
5.75,eb0482,6.8,0.325,8,0.0302,0.1162
5.75,eb0482,6.8,0.325,9,0.0266,0.1017
5.75,eb0482,6.8,0.325,10,0.0236,0.0911
5.75,eb0482,6.8,0.325,11,0.0225,0.0801
5.75,eb0482,6.8,0.325,12,0.0176,0.0706
5.75,eb0482,6.8,0.325,13,0.0172,0.0618
5.75,eb0482,6.8,0.325,14,0.0159,0.0538
5.75,eb0482,6.8,0.325,15,0.0143,0.0453
5.75,eb0482,6.8,0.325,16,0.0128,0.0371
5.75,eb0482,6.8,0.325,17,0.0119,0.03
5.75,eb0482,6.8,0.325,18,0.0104,0.0215
5.75,eb0482,6.8,0.325,19,0.0079,0.0138
5.75,eb0482,6.8,0.325,20,0.0011,0.0113
5.75,eb0482,6.8,0.33,0,0.224,0.6559
5.75,eb0482,6.8,0.33,1,0.21,0.4739
5.75,eb0482,6.8,0.33,2,0.1165,0.3406
5.75,eb0482,6.8,0.33,3,0.0785,0.2499
5.75,eb0482,6.8,0.33,4,0.0498,0.1974
5.75,eb0482,6.8,0.33,5,0.0451,0.1689
5.75,eb0482,6.8,0.33,6,0.0377,0.1456
5.75,eb0482,6.8,0.33,7,0.0329,0.1278
5.75,eb0482,6.8,0.33,8,0.029,0.1128
5.75,eb0482,6.8,0.33,9,0.0255,0.0991
5.75,eb0482,6.8,0.33,10,0.0231,0.0891
5.75,eb0482,6.8,0.33,11,0.0214,0.0785
5.75,eb0482,6.8,0.33,12,0.0172,0.0689
5.75,eb0482,6.8,0.33,13,0.0171,0.0606
5.75,eb0482,6.8,0.33,14,0.0153,0.053
5.75,eb0482,6.8,0.33,15,0.014,0.0447
5.75,eb0482,6.8,0.33,16,0.013,0.0362
5.75,eb0482,6.8,0.33,17,0.0114,0.0295
5.75,eb0482,6.8,0.33,18,0.0102,0.021
5.75,eb0482,6.8,0.33,19,0.0076,0.0137
5.75,eb0482,6.8,0.33,20,0.001,0.0117
5.75,eb0482,6.8,0.335,0,0.2572,0.6398
5.75,eb0482,6.8,0.335,1,0.2024,0.4491
5.75,eb0482,6.8,0.335,2,0.1092,0.3188
5.75,eb0482,6.8,0.335,3,0.0726,0.2344
5.75,eb0482,6.8,0.335,4,0.0494,0.188
5.75,eb0482,6.8,0.335,5,0.0418,0.1621
5.75,eb0482,6.8,0.335,6,0.0362,0.1405
5.75,eb0482,6.8,0.335,7,0.0322,0.1235
5.75,eb0482,6.8,0.335,8,0.027,0.1089
5.75,eb0482,6.8,0.335,9,0.0251,0.0969
5.75,eb0482,6.8,0.335,10,0.0222,0.087
5.75,eb0482,6.8,0.335,11,0.0203,0.0769
5.75,eb0482,6.8,0.335,12,0.0171,0.0674
5.75,eb0482,6.8,0.335,13,0.0167,0.0597
5.75,eb0482,6.8,0.335,14,0.0149,0.0515
5.75,eb0482,6.8,0.335,15,0.0136,0.0438
5.75,eb0482,6.8,0.335,16,0.0125,0.0357
5.75,eb0482,6.8,0.335,17,0.0112,0.029
5.75,eb0482,6.8,0.335,18,0.0101,0.0207
5.75,eb0482,6.8,0.335,19,0.0072,0.0133
5.75,eb0482,6.8,0.335,20,0.0009,0.012
5.75,eb1168,4.4,0.415,0,0.1931,0.6391
5.75,eb1168,4.4,0.415,1,0.154,0.4979
5.75,eb1168,4.4,0.415,2,0.1038,0.4107
5.75,eb1168,4.4,0.415,3,0.0801,0.3435
5.75,eb1168,4.4,0.415,4,0.0573,0.2875
5.75,eb1168,4.4,0.415,5,0.0498,0.2451
5.75,eb1168,4.4,0.415,6,0.045,0.2117
5.75,eb1168,4.4,0.415,7,0.04,0.1831
5.75,eb1168,4.4,0.415,8,0.0399,0.1613
5.75,eb1168,4.4,0.415,9,0.0352,0.1405
5.75,eb1168,4.4,0.415,10,0.0314,0.1224
5.75,eb1168,4.4,0.415,11,0.0297,0.106
5.75,eb1168,4.4,0.415,12,0.0261,0.0911
5.75,eb1168,4.4,0.415,13,0.0248,0.076
5.75,eb1168,4.4,0.415,14,0.0228,0.0644
5.75,eb1168,4.4,0.415,15,0.0223,0.0516
5.75,eb1168,4.4,0.415,16,0.0182,0.0392
5.75,eb1168,4.4,0.415,17,0.0174,0.0262
5.75,eb1168,4.4,0.415,18,0.0087,0.0218
5.75,eb1168,4.4,0.42,0,0.2109,0.6302
5.75,eb1168,4.4,0.42,1,0.1525,0.4847
5.75,eb1168,4.4,0.42,2,0.1016,0.3984
5.75,eb1168,4.4,0.42,3,0.0777,0.3317
5.75,eb1168,4.4,0.42,4,0.0559,0.2775
5.75,eb1168,4.4,0.42,5,0.0487,0.2368
5.75,eb1168,4.4,0.42,6,0.0426,0.2047
5.75,eb1168,4.4,0.42,7,0.0399,0.1787
5.75,eb1168,4.4,0.42,8,0.0385,0.1577
5.75,eb1168,4.4,0.42,9,0.035,0.1369
5.75,eb1168,4.4,0.42,10,0.03,0.12
5.75,eb1168,4.4,0.42,11,0.0291,0.1039
5.75,eb1168,4.4,0.42,12,0.0258,0.089
5.75,eb1168,4.4,0.42,13,0.0243,0.0744
5.75,eb1168,4.4,0.42,14,0.0225,0.0637
5.75,eb1168,4.4,0.42,15,0.0219,0.0501
5.75,eb1168,4.4,0.42,16,0.0179,0.0384
5.75,eb1168,4.4,0.42,17,0.0169,0.0256
5.75,eb1168,4.4,0.42,18,0.0081,0.0217
5.75,eb1168,4.8,0.375,0,0.1257,0.6766
5.75,eb1168,4.8,0.375,1,0.1666,0.5467
5.75,eb1168,4.8,0.375,2,0.1201,0.4476
5.75,eb1168,4.8,0.375,3,0.0935,0.372
5.75,eb1168,4.8,0.375,4,0.065,0.3079
5.75,eb1168,4.8,0.375,5,0.0576,0.2574
5.75,eb1168,4.8,0.375,6,0.0503,0.2173
5.75,eb1168,4.8,0.375,7,0.0441,0.1849
5.75,eb1168,4.8,0.375,8,0.0434,0.1603
5.75,eb1168,4.8,0.375,9,0.0377,0.1374
5.75,eb1168,4.8,0.375,10,0.032,0.1187
5.75,eb1168,4.8,0.375,11,0.0315,0.1017
5.75,eb1168,4.8,0.375,12,0.0261,0.085
5.75,eb1168,4.8,0.375,13,0.0259,0.0712
5.75,eb1168,4.8,0.375,14,0.0228,0.0592
5.75,eb1168,4.8,0.375,15,0.0217,0.0457
5.75,eb1168,4.8,0.375,16,0.0173,0.032
5.75,eb1168,4.8,0.375,17,0.0147,0.0223
5.75,eb1168,4.8,0.375,18,0.004,0.0277
5.75,eb1168,4.8,0.38,0,0.1463,0.6642
5.75,eb1168,4.8,0.38,1,0.1675,0.5297
5.75,eb1168,4.8,0.38,2,0.1168,0.432
5.75,eb1168,4.8,0.38,3,0.091,0.3569
5.75,eb1168,4.8,0.38,4,0.0628,0.2938
5.75,eb1168,4.8,0.38,5,0.0552,0.2463
5.75,eb1168,4.8,0.38,6,0.048,0.2092
5.75,eb1168,4.8,0.38,7,0.0438,0.179
5.75,eb1168,4.8,0.38,8,0.0411,0.1558
5.75,eb1168,4.8,0.38,9,0.0364,0.1335
5.75,eb1168,4.8,0.38,10,0.0317,0.1159
5.75,eb1168,4.8,0.38,11,0.0307,0.0993
5.75,eb1168,4.8,0.38,12,0.0258,0.0829
5.75,eb1168,4.8,0.38,13,0.0246,0.0693
5.75,eb1168,4.8,0.38,14,0.0228,0.0582
5.75,eb1168,4.8,0.38,15,0.0206,0.0446
5.75,eb1168,4.8,0.38,16,0.0174,0.0313
5.75,eb1168,4.8,0.38,17,0.014,0.0219
5.75,eb1168,4.8,0.38,18,0.0036,0.0285
5.75,eb1168,4.8,0.385,0,0.1669,0.6528
5.75,eb1168,4.8,0.385,1,0.1674,0.5134
5.75,eb1168,4.8,0.385,2,0.1145,0.4166
5.75,eb1168,4.8,0.385,3,0.0868,0.3423
5.75,eb1168,4.8,0.385,4,0.0613,0.2814
5.75,eb1168,4.8,0.385,5,0.0531,0.2366
5.75,eb1168,4.8,0.385,6,0.0456,0.2014
5.75,eb1168,4.8,0.385,7,0.0438,0.1733
5.75,eb1168,4.8,0.385,8,0.0397,0.1516
5.75,eb1168,4.8,0.385,9,0.0347,0.1301
5.75,eb1168,4.8,0.385,10,0.031,0.1129
5.75,eb1168,4.8,0.385,11,0.0296,0.0971
5.75,eb1168,4.8,0.385,12,0.0255,0.0807
5.75,eb1168,4.8,0.385,13,0.0243,0.0682
5.75,eb1168,4.8,0.385,14,0.0222,0.0566
5.75,eb1168,4.8,0.385,15,0.0201,0.0435
5.75,eb1168,4.8,0.385,16,0.0171,0.0306
5.75,eb1168,4.8,0.385,17,0.0135,0.0214
5.75,eb1168,4.8,0.385,18,0.003,0.0296
5.75,eb1168,4.8,0.39,0,0.1873,0.642
5.75,eb1168,4.8,0.39,1,0.1672,0.4974
5.75,eb1168,4.8,0.39,2,0.111,0.4018
5.75,eb1168,4.8,0.39,3,0.085,0.3279
5.75,eb1168,4.8,0.39,4,0.0577,0.269
5.75,eb1168,4.8,0.39,5,0.0517,0.2276
5.75,eb1168,4.8,0.39,6,0.0438,0.1945
5.75,eb1168,4.8,0.39,7,0.0426,0.1681
5.75,eb1168,4.8,0.39,8,0.0383,0.1477
5.75,eb1168,4.8,0.39,9,0.0342,0.1264
5.75,eb1168,4.8,0.39,10,0.0305,0.1102
5.75,eb1168,4.8,0.39,11,0.028,0.0949
5.75,eb1168,4.8,0.39,12,0.0255,0.0793
5.75,eb1168,4.8,0.39,13,0.0234,0.0667
5.75,eb1168,4.8,0.39,14,0.022,0.0556
5.75,eb1168,4.8,0.39,15,0.0197,0.0422
5.75,eb1168,4.8,0.39,16,0.0166,0.0299
5.75,eb1168,4.8,0.39,17,0.0131,0.021
5.75,eb1168,4.8,0.39,18,0.0026,0.0308
5.75,eb1168,4.8,0.395,0,0.208,0.6317
5.75,eb1168,4.8,0.395,1,0.1661,0.4818
5.75,eb1168,4.8,0.395,2,0.1075,0.3874
5.75,eb1168,4.8,0.395,3,0.0822,0.314
5.75,eb1168,4.8,0.395,4,0.0557,0.2578
5.75,eb1168,4.8,0.395,5,0.0494,0.219
5.75,eb1168,4.8,0.395,6,0.0422,0.1882
5.75,eb1168,4.8,0.395,7,0.0418,0.1637
5.75,eb1168,4.8,0.395,8,0.0369,0.144
5.75,eb1168,4.8,0.395,9,0.0334,0.1235
5.75,eb1168,4.8,0.395,10,0.0299,0.1072
5.75,eb1168,4.8,0.395,11,0.027,0.0929
5.75,eb1168,4.8,0.395,12,0.0254,0.0776
5.75,eb1168,4.8,0.395,13,0.0226,0.0654
5.75,eb1168,4.8,0.395,14,0.0216,0.0545
5.75,eb1168,4.8,0.395,15,0.019,0.0416
5.75,eb1168,4.8,0.395,16,0.0167,0.0292
5.75,eb1168,4.8,0.395,17,0.0125,0.021
5.75,eb1168,4.8,0.395,18,0.0022,0.0314
5.75,eb1168,4.8,0.4,0,0.2288,0.6216
5.75,eb1168,4.8,0.4,1,0.1648,0.4661
5.75,eb1168,4.8,0.4,2,0.1035,0.3729
5.75,eb1168,4.8,0.4,3,0.0789,0.301
5.75,eb1168,4.8,0.4,4,0.0538,0.2476
5.75,eb1168,4.8,0.4,5,0.0472,0.2118
5.75,eb1168,4.8,0.4,6,0.0412,0.1825
5.75,eb1168,4.8,0.4,7,0.0413,0.1596
5.75,eb1168,4.8,0.4,8,0.0358,0.139
5.75,eb1168,4.8,0.4,9,0.0317,0.1212
5.75,eb1168,4.8,0.4,10,0.0294,0.1049
5.75,eb1168,4.8,0.4,11,0.0268,0.0905
5.75,eb1168,4.8,0.4,12,0.0244,0.0755
5.75,eb1168,4.8,0.4,13,0.0224,0.0644
5.75,eb1168,4.8,0.4,14,0.021,0.0531
5.75,eb1168,4.8,0.4,15,0.0184,0.0409
5.75,eb1168,4.8,0.4,16,0.0165,0.0284
5.75,eb1168,4.8,0.4,17,0.0119,0.0211
5.75,eb1168,4.8,0.4,18,0.002,0.0323
5.75,eb1168,4.8,0.405,0,0.2494,0.6121
5.75,eb1168,4.8,0.405,1,0.1624,0.4512
5.75,eb1168,4.8,0.405,2,0.0995,0.3591
5.75,eb1168,4.8,0.405,3,0.0775,0.2885
5.75,eb1168,4.8,0.405,4,0.0512,0.2374
5.75,eb1168,4.8,0.405,5,0.0452,0.2045
5.75,eb1168,4.8,0.405,6,0.041,0.1769
5.75,eb1168,4.8,0.405,7,0.0398,0.1553
5.75,eb1168,4.8,0.405,8,0.0351,0.1351
5.75,eb1168,4.8,0.405,9,0.0304,0.118
5.75,eb1168,4.8,0.405,10,0.0289,0.1027
5.75,eb1168,4.8,0.405,11,0.0256,0.0882
5.75,eb1168,4.8,0.405,12,0.024,0.0741
5.75,eb1168,4.8,0.405,13,0.0218,0.0634
5.75,eb1168,4.8,0.405,14,0.0209,0.0515
5.75,eb1168,4.8,0.405,15,0.0176,0.0404
5.75,eb1168,4.8,0.405,16,0.0167,0.028
5.75,eb1168,4.8,0.405,17,0.0111,0.0203
5.75,eb1168,4.8,0.405,18,0.0018,0.0338
5.75,eb1168,4.8,0.41,0,0.27,0.6029
5.75,eb1168,4.8,0.41,1,0.1588,0.4367
5.75,eb1168,4.8,0.41,2,0.0969,0.3456
5.75,eb1168,4.8,0.41,3,0.0747,0.2766
5.75,eb1168,4.8,0.41,4,0.0493,0.2286
5.75,eb1168,4.8,0.41,5,0.0429,0.1971
5.75,eb1168,4.8,0.41,6,0.041,0.1719
5.75,eb1168,4.8,0.41,7,0.0382,0.1517
5.75,eb1168,4.8,0.41,8,0.0337,0.1314
5.75,eb1168,4.8,0.41,9,0.0297,0.1159
5.75,eb1168,4.8,0.41,10,0.0292,0.1007
5.75,eb1168,4.8,0.41,11,0.0244,0.0857
5.75,eb1168,4.8,0.41,12,0.0236,0.0724
5.75,eb1168,4.8,0.41,13,0.0215,0.0626
5.75,eb1168,4.8,0.41,14,0.0207,0.0501
5.75,eb1168,4.8,0.41,15,0.0168,0.0397
5.75,eb1168,4.8,0.41,16,0.0167,0.0269
5.75,eb1168,4.8,0.41,17,0.0102,0.0204
5.75,eb1168,4.8,0.41,18,0.0017,0.0344
5.75,eb1168,4.8,0.415,0,0.2889,0.5945
5.75,eb1168,4.8,0.415,1,0.1567,0.4229
5.75,eb1168,4.8,0.415,2,0.0929,0.3325
5.75,eb1168,4.8,0.415,3,0.0721,0.266
5.75,eb1168,4.8,0.415,4,0.0485,0.2206
5.75,eb1168,4.8,0.415,5,0.0409,0.1908
5.75,eb1168,4.8,0.415,6,0.041,0.1664
5.75,eb1168,4.8,0.415,7,0.037,0.1476
5.75,eb1168,4.8,0.415,8,0.0323,0.1279
5.75,eb1168,4.8,0.415,9,0.0286,0.1133
5.75,eb1168,4.8,0.415,10,0.0285,0.0984
5.75,eb1168,4.8,0.415,11,0.0239,0.084
5.75,eb1168,4.8,0.415,12,0.0229,0.0713
5.75,eb1168,4.8,0.415,13,0.0214,0.0615
5.75,eb1168,4.8,0.415,14,0.0204,0.049
5.75,eb1168,4.8,0.415,15,0.0165,0.0387
5.75,eb1168,4.8,0.415,16,0.0161,0.0265
5.75,eb1168,4.8,0.415,17,0.0098,0.0202
5.75,eb1168,4.8,0.415,18,0.0015,0.0368
5.75,eb1168,4.8,0.42,0,0.3082,0.5862
5.75,eb1168,4.8,0.42,1,0.153,0.4093
5.75,eb1168,4.8,0.42,2,0.0912,0.3194
5.75,eb1168,4.8,0.42,3,0.0687,0.2548
5.75,eb1168,4.8,0.42,4,0.0469,0.2127
5.75,eb1168,4.8,0.42,5,0.0394,0.1849
5.75,eb1168,4.8,0.42,6,0.0398,0.1622
5.75,eb1168,4.8,0.42,7,0.0355,0.1443
5.75,eb1168,4.8,0.42,8,0.0318,0.1252
5.75,eb1168,4.8,0.42,9,0.0283,0.1106
5.75,eb1168,4.8,0.42,10,0.028,0.0964
5.75,eb1168,4.8,0.42,11,0.0229,0.0818
5.75,eb1168,4.8,0.42,12,0.0229,0.0702
5.75,eb1168,4.8,0.42,13,0.0211,0.0606
5.75,eb1168,4.8,0.42,14,0.0201,0.0474
5.75,eb1168,4.8,0.42,15,0.0157,0.0375
5.75,eb1168,4.8,0.42,16,0.0158,0.0259
