arm,a,c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
lin,45.0,,eb154,4.8,0.39,13,0.0218,0.0532
lin,45.0,,eb154,4.8,0.39,14,0.0168,0.0339
lin,45.0,,eb154,4.8,0.39,15,0.0091,0.0224
lin,47.5,,eb0482,4.8,0.41,0,0.2095,0.5555
lin,47.5,,eb0482,4.8,0.41,1,0.1519,0.4373
lin,47.5,,eb0482,4.8,0.41,2,0.1034,0.3765
lin,47.5,,eb0482,4.8,0.41,3,0.0821,0.3333
lin,47.5,,eb0482,4.8,0.41,4,0.0591,0.3
lin,47.5,,eb0482,4.8,0.41,5,0.0539,0.2726
lin,47.5,,eb0482,4.8,0.41,6,0.0467,0.2452
lin,47.5,,eb0482,4.8,0.41,7,0.0462,0.2194
lin,47.5,,eb0482,4.8,0.41,8,0.0413,0.1944
lin,47.5,,eb0482,4.8,0.41,9,0.0358,0.1688
lin,47.5,,eb0482,4.8,0.41,10,0.0325,0.1446
lin,47.5,,eb0482,4.8,0.41,11,0.0272,0.1212
lin,47.5,,eb0482,4.8,0.41,12,0.0245,0.0997
lin,47.5,,eb0482,4.8,0.41,13,0.0219,0.0811
lin,47.5,,eb0482,4.8,0.41,14,0.0197,0.0622
lin,47.5,,eb0482,4.8,0.41,15,0.0144,0.0472
lin,47.5,,eb0482,4.8,0.41,16,0.0136,0.0314
lin,47.5,,eb0482,4.8,0.41,17,0.0102,0.0214
lin,47.5,,eb0482,4.8,0.41,18,0.0054,0.0167
lin,47.5,,eb0482,4.8,0.41,19,0.0006,0.0353
lin,47.5,,eb0482,6.4,0.32,0,0.0734,0.6291
lin,47.5,,eb0482,6.4,0.32,1,0.1919,0.5128
lin,47.5,,eb0482,6.4,0.32,2,0.1472,0.4188
lin,47.5,,eb0482,6.4,0.32,3,0.1156,0.3544
lin,47.5,,eb0482,6.4,0.32,4,0.0801,0.3049
lin,47.5,,eb0482,6.4,0.32,5,0.069,0.2661
lin,47.5,,eb0482,6.4,0.32,6,0.0604,0.2286
lin,47.5,,eb0482,6.4,0.32,7,0.0525,0.1966
lin,47.5,,eb0482,6.4,0.32,8,0.0439,0.1645
lin,47.5,,eb0482,6.4,0.32,9,0.0379,0.1356
lin,47.5,,eb0482,6.4,0.32,10,0.0306,0.1082
lin,47.5,,eb0482,6.4,0.32,11,0.0256,0.0857
lin,47.5,,eb0482,6.4,0.32,12,0.0216,0.0669
lin,47.5,,eb0482,6.4,0.32,13,0.0173,0.049
lin,47.5,,eb0482,6.4,0.32,14,0.0133,0.0337
lin,47.5,,eb0482,6.4,0.32,15,0.0109,0.0233
lin,47.5,,eb0482,6.4,0.32,16,0.0071,0.0162
lin,47.5,,eb0482,6.4,0.32,17,0.0016,0.0214
lin,50.0,,eb0482,4.8,0.42,0,0.2299,0.512
lin,50.0,,eb0482,4.8,0.42,1,0.1469,0.3921
lin,50.0,,eb0482,4.8,0.42,2,0.0988,0.3353
lin,50.0,,eb0482,4.8,0.42,3,0.0783,0.2953
lin,50.0,,eb0482,4.8,0.42,4,0.0579,0.2645
lin,50.0,,eb0482,4.8,0.42,5,0.0522,0.2391
lin,50.0,,eb0482,4.8,0.42,6,0.0453,0.2144
lin,50.0,,eb0482,4.8,0.42,7,0.0442,0.1908
lin,50.0,,eb0482,4.8,0.42,8,0.0416,0.1689
lin,50.0,,eb0482,4.8,0.42,9,0.0359,0.1451
lin,50.0,,eb0482,4.8,0.42,10,0.031,0.125
lin,50.0,,eb0482,4.8,0.42,11,0.0296,0.1047
lin,50.0,,eb0482,4.8,0.42,12,0.0239,0.0847
lin,50.0,,eb0482,4.8,0.42,13,0.0221,0.0681
lin,50.0,,eb0482,4.8,0.42,14,0.0189,0.0543
lin,50.0,,eb0482,4.8,0.42,15,0.0172,0.0411
lin,50.0,,eb0482,4.8,0.42,16,0.0137,0.0289
lin,50.0,,eb0482,4.8,0.42,17,0.0085,0.0209
lin,50.0,,eb0482,4.8,0.42,18,0.0035,0.0184
lin,50.0,,eb0482,6.4,0.32,0,0.0656,0.6005
lin,50.0,,eb0482,6.4,0.32,1,0.1825,0.4855
lin,50.0,,eb0482,6.4,0.32,2,0.1457,0.3939
lin,50.0,,eb0482,6.4,0.32,3,0.1177,0.3306
lin,50.0,,eb0482,6.4,0.32,4,0.0802,0.2822
lin,50.0,,eb0482,6.4,0.32,5,0.0721,0.2454
lin,50.0,,eb0482,6.4,0.32,6,0.0596,0.2101
lin,50.0,,eb0482,6.4,0.32,7,0.056,0.1784
lin,50.0,,eb0482,6.4,0.32,8,0.0466,0.1491
lin,50.0,,eb0482,6.4,0.32,9,0.0385,0.1229
lin,50.0,,eb0482,6.4,0.32,10,0.0338,0.0989
lin,50.0,,eb0482,6.4,0.32,11,0.0272,0.0764
lin,50.0,,eb0482,6.4,0.32,12,0.0232,0.0589
lin,50.0,,eb0482,6.4,0.32,13,0.0187,0.0449
lin,50.0,,eb0482,6.4,0.32,14,0.016,0.0318
lin,50.0,,eb0482,6.4,0.32,15,0.0102,0.0227
lin,50.0,,eb0482,6.4,0.32,16,0.0052,0.0176
lin,50.0,,eb0482,6.4,0.32,17,0.0012,0.032
lin,55.0,,eb0482,6.4,0.33,0,0.0914,0.5156
lin,55.0,,eb0482,6.4,0.33,1,0.1835,0.4016
lin,55.0,,eb0482,6.4,0.33,2,0.1365,0.3195
lin,55.0,,eb0482,6.4,0.33,3,0.1112,0.2651
lin,55.0,,eb0482,6.4,0.33,4,0.0749,0.2242
lin,55.0,,eb0482,6.4,0.33,5,0.0691,0.1933
lin,55.0,,eb0482,6.4,0.33,6,0.0603,0.1646
lin,55.0,,eb0482,6.4,0.33,7,0.0502,0.1382
lin,55.0,,eb0482,6.4,0.33,8,0.0474,0.1157
lin,55.0,,eb0482,6.4,0.33,9,0.0403,0.0962
lin,55.0,,eb0482,6.4,0.33,10,0.0343,0.0765
lin,55.0,,eb0482,6.4,0.33,11,0.028,0.0617
lin,55.0,,eb0482,6.4,0.33,12,0.0249,0.0488
lin,55.0,,eb0482,6.4,0.33,13,0.0183,0.0367
lin,55.0,,eb0482,6.4,0.33,14,0.0148,0.0277
lin,55.0,,eb0482,6.4,0.33,15,0.0096,0.0235
lin,55.0,,eb0482,6.4,0.33,16,0.0035,0.0348
lin,55.0,,eb0482,6.4,0.33,17,0.0011,0.06
lin,57.5,,eb0482,6.4,0.33,0,0.0829,0.4913
lin,57.5,,eb0482,6.4,0.33,1,0.1766,0.3805
lin,57.5,,eb0482,6.4,0.33,2,0.1352,0.3013
lin,57.5,,eb0482,6.4,0.33,3,0.1126,0.2487
lin,57.5,,eb0482,6.4,0.33,4,0.0767,0.2104
lin,57.5,,eb0482,6.4,0.33,5,0.07,0.1802
lin,57.5,,eb0482,6.4,0.33,6,0.0623,0.1538
lin,57.5,,eb0482,6.4,0.33,7,0.0539,0.1295
lin,57.5,,eb0482,6.4,0.33,8,0.0455,0.1078
lin,57.5,,eb0482,6.4,0.33,9,0.0438,0.0895
lin,57.5,,eb0482,6.4,0.33,10,0.0356,0.0737
lin,57.5,,eb0482,6.4,0.33,11,0.0304,0.0574
lin,57.5,,eb0482,6.4,0.33,12,0.0243,0.0491
lin,57.5,,eb0482,6.4,0.33,13,0.021,0.038
lin,57.5,,eb0482,6.4,0.33,14,0.0158,0.0323
lin,57.5,,eb0482,6.4,0.33,15,0.0084,0.0284
lin,57.5,,eb0482,6.4,0.33,16,0.0033,0.0487
lin,57.5,,eb0482,6.4,0.33,17,0.0009,0.0653
lin,60.0,,eb0482,6.4,0.34,0,0.1165,0.4419
lin,60.0,,eb0482,6.4,0.34,1,0.1812,0.3311
lin,60.0,,eb0482,6.4,0.34,2,0.1286,0.2603
lin,60.0,,eb0482,6.4,0.34,3,0.1065,0.2145
lin,60.0,,eb0482,6.4,0.34,4,0.0718,0.1814
lin,60.0,,eb0482,6.4,0.34,5,0.0667,0.1551
lin,60.0,,eb0482,6.4,0.34,6,0.0585,0.1327
lin,60.0,,eb0482,6.4,0.34,7,0.0519,0.1125
lin,60.0,,eb0482,6.4,0.34,8,0.043,0.0932
lin,60.0,,eb0482,6.4,0.34,9,0.0393,0.0789
lin,60.0,,eb0482,6.4,0.34,10,0.0366,0.0661
lin,60.0,,eb0482,6.4,0.34,11,0.029,0.0543
lin,60.0,,eb0482,6.4,0.34,12,0.0245,0.0432
lin,60.0,,eb0482,6.4,0.34,13,0.0188,0.0386
lin,60.0,,eb0482,6.4,0.34,14,0.0137,0.0358
lin,60.0,,eb0482,6.4,0.34,15,0.0074,0.0403
lin,60.0,,eb0482,6.4,0.34,16,0.0032,0.0627
lin,60.0,,eb0482,6.4,0.34,17,0.0016,0.0708
lin,60.0,,eb0482,6.4,0.34,18,0.0008,0.0758
