arm,n_cells,n_gated,ke1_anchor_h405_twin,gated_phi_min,gated_phi_max,n_sub_plateau,n_intermediate,n_plateau_convergent,n_above_window,n_gated_subbare,gated_a_min,gated_a_max,gated_wells,n_gated_tau_flagged,best_gated_twin_KE1,best_gated_cell,r4_beats_h405_anchor
lin,14364,126,0.6236,0.406,1.391,38,24,49,15,14,17.5,60.0,eb0482|eb1168|eb154,0,1.118,a=17.5 c= eb0482 tau=3.6 E0=0.42,1
