a,j0,w_j,P0_twin,P_strip0,P_surv1,P_surv2,twin_ratio,nbar_det,nbar_det_repsd,n1_solv,n1_solv_repsd,bin0,bin0_repsd,w1_solv,w1_solv_repsd,midHot,midHot_repsd,deepKE,deepKE_repsd,KE1_mean,KE1_mean_repsd,KE1_sd,KE1_sd_repsd,KE2_mean,KE2_mean_repsd,KE1_conv,KE1_conv_repsd,conv_n0_frac,conv_n0_frac_repsd
2.0,1.0,0.5,1.0,0.4312407691214906,0.49873755776193923,0.06875610054951087,0.8646647167633872,3.8788106973347936,0.011535704290916812,0.26987897488240203,0.007662995251411662,0.1620230923694779,0.006773515264218293,0.5916739163735941,0.017720892130355898,0.9482622751508664,0.003585435556469976,0.5355099877349623,0.011212750956801128,0.6763272445197895,0.003493123881089966,0.10228168198724814,0.0028510108995096306,0.5630471793568363,0.007936103031484995,0.7739879840216686,0.003986781918290021,0.4262100798403194,0.024303775573094183
2.0,1.0,1.0,1.0,0.2979864430906633,0.4714076115748238,0.2005646408261146,0.6321205593078669,3.984586071558963,0.014845634343795034,0.2661109542856352,0.006746379068502748,0.11103504928806134,0.007608129238471963,0.5840735250711345,0.010302460369315352,0.9665514432910243,0.0036850744892933146,0.5387669831619624,0.010334499450919044,0.6749622556215572,0.004015755090319599,0.09670768796163463,0.0025345857238175205,0.6057254798186347,0.006920902832841625,0.7742178188409833,0.003382530134265388,0.2876746506986028,0.028294927047796938
2.0,1.0,1.5,1.0,0.20027773329205628,0.4116001088184277,0.2869654787394849,0.4865832855753844,4.080298466593647,0.014569973060663155,0.25516536001235735,0.006864302699398055,0.07530120481927711,0.005967156075608765,0.6382126862738233,0.011988303411673588,0.9852300896866554,0.004459898113305527,0.5349935639102931,0.010688714176260052,0.6710362013359816,0.003550046534918011,0.09098941939973067,0.003309628983685741,0.6233492982795594,0.00610502587954207,0.7737220915293807,0.005461243394591101,0.20240768463073855,0.021534752295049944
2.0,1.0,2.0,1.0,0.13368473066555683,0.33974959615686784,0.32598084070932193,0.39348017533428487,4.170454545454546,0.01557867759426079,0.23998834147124448,0.006557495377413685,0.04936792625045636,0.003981294210584941,0.7034167468579451,0.011783266855739912,1.0088205602194937,0.005198205280759659,0.5395697231930138,0.009607289463932014,0.66732541458435,0.003433433673833753,0.08493030843472765,0.003169465764293697,0.629110428059692,0.0047052739973704235,0.773555191202281,0.00453872140776159,0.13217315369261476,0.014693451413377983
2.0,1.5,0.5,1.0,0.18583794296842582,0.5842263407025495,0.21893479029450555,0.31809237280357844,4.031181544359256,0.010443153285314673,0.29321967752489586,0.0066859213032960645,0.07080595107703541,0.005383563979555107,0.5920847733288072,0.010865849236324514,0.9645134201233442,0.0027757710390888075,0.5381084623827835,0.008854528106554122,0.6806698424931374,0.0037533003044057166,0.09463067550464382,0.0016084932608766726,0.6097946825355952,0.007306438796078627,0.7738694749545395,0.003318677902258694,0.187936626746507,0.021618726711660177
2.0,1.5,1.0,1.0,0.1693630429501379,0.44173923355401395,0.3098639079424187,0.3834004998549193,4.086162833150785,0.011973991582159798,0.2630720537294483,0.00808241645304143,0.06419998174516246,0.005284607424139273,0.6428938809248639,0.009665255841783394,0.9805773839965454,0.0031101025927279965,0.5375919885447279,0.01185298604712893,0.6730811609010271,0.0028167617382318213,0.0908138253724899,0.0030867107087184913,0.6276213342354348,0.005038216510078559,0.773378816263835,0.004382503033389593,0.1725299401197605,0.020822276255653246
2.0,1.5,1.5,1.0,0.12326137425309613,0.35353681587600777,0.3439962021480432,0.3486521593166305,4.1703860898138005,0.013710747751725996,0.2422953729809627,0.00731700401474017,0.04500958378970427,0.005245115421033958,0.7070600518028978,0.012234186075525932,1.0037303239695172,0.004601473775932319,0.5363955191890551,0.011300475398462706,0.6681216592538849,0.002947220812020674,0.08517640064019551,0.0027410040962399834,0.6333784413500143,0.004351828868466294,0.7745130813652521,0.00430135773066291,0.12319111776447104,0.020117553367455722
2.0,1.5,2.0,1.0,0.08540360549480723,0.278693583581288,0.34334736339485034,0.3064426686734147,4.243211482292808,0.013436488978049055,0.2262177127140952,0.006053649602387041,0.032322471705001826,0.0037916556235788037,0.7519872842378822,0.009902527289644901,1.0276414580901623,0.006318291051219539,0.5335533495595468,0.008430199642440774,0.6635694750405762,0.0028551178871306067,0.0796566065078678,0.0030401803939226583,0.6328410082461684,0.0057743369099455925,0.7743641253370882,0.005852710595023702,0.08601546906187625,0.015498872238948483
2.0,2.0,0.5,1.0,0.05140515977434706,0.4392865835545413,0.4474825116468895,0.11701964434787855,4.165936473165389,0.009941409602494396,0.26376303316069877,0.0061223822118230235,0.01806087988316904,0.0030175822339443452,0.7391460022412032,0.010324828548289354,0.9822709797330583,0.0031638843546617965,0.5389387260599671,0.010591266907841776,0.6736071661950307,0.0025752545553584323,0.08683600796818114,0.0024377161258966793,0.6492254005632957,0.004267513895970574,0.7751804371986021,0.0036662852332820794,0.048590319361277445,0.012524692072884246
2.0,2.0,1.0,1.0,0.08014089771897488,0.34462657918358447,0.3985667181647728,0.23254415811115772,4.194904618473895,0.010851785336628091,0.24176466258878612,0.005989247517885527,0.03015470974808324,0.004297941673471305,0.7331321042316535,0.009893753293809218,1.0020608552270533,0.004512345938004475,0.5371568488893869,0.010842526464686935,0.6665580524354858,0.0029765672172030458,0.08342913182574484,0.0028991430851059955,0.6428575843245968,0.004729919257633871,0.7735301427999891,0.0047517157871794675,0.08077594810379242,0.012558908278693586
