leg,ladder,v_c,p_tail,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,trapped_frac,suppressed_frac,nbar_det,pred_md_nbar,n1_solv,w1_solv,midhot_geo,deepke,n1_ke_eV,S_measured,S_provisional,gate_n1,gate_nbar,gate,pareto
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,4.8,0,0.4,20000,0.8749,0.1251,0.2341,4.035,3.655,0.2222,0.7,0.604,0.5247,0.4476,24.4073,9.448,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.38,20000,0.9113,0.0887,0.2282,4.15,3.742,0.2305,0.6451,0.6001,0.5222,0.4615,24.6086,9.4321,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.32,20000,0.9113,0.0887,0.1077,4.148,3.741,0.2468,0.4766,0.5946,0.4261,0.5402,24.7426,10.6573,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,4.8,0,0.355,20000,0.9945,0.0055,0.0925,4.741,4.193,0.2035,0.4481,1.6863,1.4353,0.8434,24.8187,7.1093,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.41,20000,0.9113,0.0887,0.27,4.175,3.762,0.2175,0.9152,0.6029,0.5727,0.4367,24.8618,9.2115,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.0,0,0.35,20000,0.9818,0.0182,0.2165,4.51,4.017,0.2428,0.8674,0.6001,0.7076,0.4885,24.9924,7.6466,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.37,20000,0.9818,0.0182,0.2493,4.564,4.058,0.2299,1.1914,0.6073,0.7575,0.4685,25.0091,7.6424,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,4.4,0,0.385,20000,0.9945,0.0055,0.1402,4.714,4.172,0.2037,0.5935,1.6904,1.5948,0.8145,25.1801,8.1348,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,6.0,0,0.33,20000,0.8749,0.1251,0.1122,4.021,3.644,0.2409,0.6306,0.5922,0.4286,0.5237,25.1998,10.9162,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.2,0,0.395,20000,0.9818,0.0182,0.2825,4.62,4.1,0.2172,1.55,0.6129,0.8121,0.4477,25.2003,7.7063,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,5.2,0,0.33,20000,0.9945,0.0055,0.0484,4.825,4.257,0.1908,0.5029,1.697,1.3129,0.8766,25.2032,6.6123,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,6.8,1,0.3,20000,0.8749,0.1251,0.0439,4.1,3.704,0.2263,0.8532,0.597,0.3674,0.5807,25.2106,12.349,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.8,1,0.32,20000,0.9818,0.0182,0.1574,4.405,3.937,0.2615,0.3465,0.5834,0.6188,0.5253,25.3952,7.8972,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,5.6,0,0.35,20000,0.8749,0.1251,0.1588,3.973,3.607,0.239,0.5761,0.5883,0.4452,0.4925,25.4056,10.5954,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.4,0,0.335,20000,0.9818,0.0182,0.1943,4.414,3.944,0.2534,0.5923,0.5849,0.6572,0.5012,25.7026,7.8778,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,6.4,0,0.315,20000,0.8749,0.1251,0.0814,4.011,3.636,0.2404,0.7387,0.586,0.3831,0.5462,25.8658,11.9828,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,5.2,0,0.375,20000,0.8749,0.1251,0.2087,3.919,3.567,0.2356,0.5801,0.5824,0.4919,0.4604,25.8781,9.9611,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.36,20000,0.9113,0.0887,0.208,4.022,3.645,0.2436,0.4679,0.5781,0.4847,0.4714,26.0276,9.9221,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,4.8,0,0.405,20000,0.8749,0.1251,0.2558,3.911,3.56,0.2258,0.6942,0.5827,0.514,0.4323,26.0472,9.8417,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.34,20000,0.9113,0.0887,0.1677,4.019,3.643,0.2495,0.4205,0.5753,0.445,0.4971,26.1667,10.486,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,4.8,0,0.35,20000,0.9945,0.0055,0.0727,4.911,4.322,0.1916,0.5062,1.7342,1.4755,0.8599,26.2075,7.609,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,4.4,0,0.38,20000,0.9945,0.0055,0.1193,4.861,4.285,0.1972,0.6311,1.7299,1.633,0.8288,26.3081,8.5354,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.385,20000,0.9113,0.0887,0.2516,4.021,3.645,0.2331,0.6457,0.5781,0.5115,0.4449,26.3312,9.8492,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.415,20000,0.9113,0.0887,0.2889,4.064,3.677,0.2203,0.9133,0.5832,0.5613,0.4229,26.3862,9.589,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,4.0,0,0.42,20000,0.9945,0.0055,0.1759,4.8,4.238,0.1954,0.936,1.7204,1.8149,0.7958,26.581,9.7855,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.375,20000,0.9818,0.0182,0.2728,4.441,3.964,0.2314,1.2187,0.5852,0.7455,0.4506,26.7582,8.0695,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.2,0,0.4,20000,0.9818,0.0182,0.303,4.51,4.016,0.218,1.581,0.593,0.801,0.4322,26.7756,8.0952,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.0,0,0.355,20000,0.9818,0.0182,0.2451,4.371,3.911,0.2429,0.9019,0.5762,0.696,0.4675,26.9243,8.117,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.31,20000,0.9113,0.0887,0.0965,4.014,3.639,0.2565,0.5983,0.5673,0.407,0.5449,27.1164,11.5351,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.325,20000,0.9113,0.0887,0.1386,3.97,3.605,0.2568,0.4591,0.5636,0.4179,0.5148,27.178,11.15,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,5.6,0,0.355,20000,0.8749,0.1251,0.1857,3.815,3.488,0.246,0.5618,0.562,0.4338,0.4724,27.4877,11.0823,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,6.0,0,0.335,20000,0.8749,0.1251,0.1406,3.847,3.512,0.251,0.6213,0.5629,0.423,0.5009,27.519,11.3563,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb0482,0.0482,1,4.0,0,0.415,20000,0.9945,0.0055,0.1587,4.927,4.334,0.1904,0.968,1.7539,1.8516,0.8072,27.5259,10.1232,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.8,1,0.325,20000,0.9818,0.0182,0.1907,4.241,3.812,0.2675,0.3586,0.5553,0.6068,0.4991,27.6912,8.4116,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.4,0,0.34,20000,0.9818,0.0182,0.225,4.265,3.83,0.2569,0.6179,0.5591,0.6463,0.4777,27.8212,8.3649,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,6.0,0,0.305,20000,0.9839,0.0161,0.0361,3.85,3.514,0.2256,1.123,1.755,0.9424,0.9136,27.8216,6.4158,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.42,20000,0.9113,0.0887,0.3082,3.955,3.594,0.2212,0.9184,0.5651,0.5501,0.4093,27.8455,9.9684,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.365,20000,0.9113,0.0887,0.2343,3.88,3.537,0.2473,0.4632,0.5542,0.4759,0.4525,27.9617,10.3481,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.39,20000,0.9113,0.0887,0.2741,3.898,3.551,0.2356,0.6467,0.5575,0.5011,0.4288,28.004,10.2573,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,5.6,0,0.32,20000,0.9839,0.0161,0.0632,3.839,3.506,0.2357,1.0,1.7751,0.9741,0.895,28.1334,6.0452,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,6.8,1,0.305,20000,0.8749,0.1251,0.0689,3.894,3.547,0.2475,0.8776,0.56,0.3617,0.553,28.1917,12.9607,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.345,20000,0.9113,0.0887,0.1964,3.862,3.523,0.2583,0.4048,0.5491,0.4339,0.4747,28.2853,10.9718,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.2,0,0.405,20000,0.9818,0.0182,0.3227,4.405,3.937,0.2169,1.6158,0.5744,0.7899,0.4174,28.2997,8.4836,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,6.4,0,0.29,20000,0.9839,0.0161,0.013,3.962,3.599,0.1906,1.218,1.7675,0.8277,0.9399,28.3127,7.5613,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.38,20000,0.9818,0.0182,0.2958,4.321,3.873,0.2326,1.2475,0.5643,0.7339,0.4331,28.4801,8.4918,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb154,0.154,1,6.4,0,0.32,20000,0.8749,0.1251,0.1093,3.822,3.493,0.2554,0.755,0.5535,0.3723,0.5208,28.523,12.6235,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.0,0,0.36,20000,0.9818,0.0182,0.2707,4.242,3.812,0.2453,0.9276,0.5536,0.6849,0.4478,28.8087,8.5635,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.8,0,0.36,20000,0.9839,0.0161,0.1334,3.857,3.519,0.2368,0.7031,1.8232,1.3626,0.8584,28.8514,7.7426,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.4,0,0.39,20000,0.9839,0.0161,0.184,3.822,3.493,0.2359,0.5752,1.8339,1.6008,0.8339,28.8981,8.7129,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,5.2,0,0.335,20000,0.9839,0.0161,0.0807,3.95,3.59,0.2303,0.8423,1.8273,1.1844,0.8869,29.1944,6.9993,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,6.0,0,0.3,20000,0.9839,0.0161,0.0199,4.057,3.672,0.1959,1.0942,1.8164,0.9987,0.9331,29.3531,6.1964,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,5.6,0,0.315,20000,0.9839,0.0161,0.0417,4.036,3.656,0.2144,0.9723,1.8307,1.0285,0.9133,29.504,6.2304,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.305,20000,0.9889,0.0111,0.037,3.886,3.541,0.2266,1.0798,1.8262,1.01,0.9352,29.5772,6.2714,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.2,0,0.41,20000,0.9818,0.0182,0.3415,4.306,3.862,0.2173,1.6515,0.5573,0.7799,0.4027,29.7562,8.8542,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.315,20000,0.9113,0.0887,0.1281,3.827,3.496,0.2694,0.6059,0.5357,0.3921,0.5179,29.7706,12.2265,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.4,0,0.385,20000,0.9839,0.0161,0.1622,3.962,3.599,0.2273,0.5966,1.8695,1.6511,0.8463,29.8217,9.1095,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.4,0,0.345,20000,0.9818,0.0182,0.2547,4.124,3.723,0.2591,0.6474,0.5354,0.635,0.4553,29.8692,8.8534,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.32,20000,0.9889,0.0111,0.0642,3.88,3.537,0.2358,0.9529,1.8473,1.165,0.9169,29.8864,7.1531,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.8,1,0.33,20000,0.9818,0.0182,0.224,4.086,3.694,0.2707,0.384,0.5295,0.5952,0.4739,29.9175,8.9339,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.8,0,0.355,20000,0.9839,0.0161,0.1081,4.024,3.647,0.2271,0.7084,1.8672,1.4185,0.8735,29.9558,8.2097,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.29,20000,0.9889,0.0111,0.0135,3.999,3.627,0.1915,1.1766,1.8392,0.8979,0.9619,30.0692,7.1906,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.385,20000,0.9818,0.0182,0.3186,4.21,3.788,0.2314,1.2903,0.5458,0.7234,0.4162,30.0936,8.9097,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.0,0,0.42,20000,0.9839,0.0161,0.2016,4.02,3.644,0.2192,0.5564,1.8976,1.9667,0.829,30.4374,10.3973,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,5.2,0,0.33,20000,0.9839,0.0161,0.0591,4.136,3.732,0.2135,0.8423,1.878,1.2427,0.9034,30.4532,7.5386,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.36,20000,0.9889,0.0111,0.135,3.898,3.55,0.2366,0.6526,1.8938,1.5802,0.8799,30.5113,8.9856,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.39,20000,0.9889,0.0111,0.1855,3.863,3.524,0.2353,0.5299,1.9037,1.8199,0.8555,30.5394,9.8186,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.0,0,0.365,20000,0.9818,0.0182,0.2967,4.118,3.718,0.2454,0.9656,0.5329,0.6739,0.4285,30.6279,9.0179,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.4,0,0.38,20000,0.9839,0.0161,0.1397,4.11,3.712,0.2189,0.6179,1.9061,1.7085,0.8594,30.7506,9.53,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,6.8,1,0.285,20000,0.9979,0.0021,0.0157,3.83,3.499,0.2178,1.2173,1.8678,1.0974,0.9934,30.8498,7.2669,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.335,20000,0.9889,0.0111,0.0823,3.988,3.619,0.2305,0.7961,1.8982,1.3839,0.9085,30.8665,8.3049,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.8,0,0.35,20000,0.9839,0.0161,0.0859,4.191,3.774,0.2147,0.7249,1.9102,1.4765,0.8882,31.0323,8.6884,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.3,20000,0.9889,0.0111,0.0204,4.096,3.701,0.1971,1.0496,1.8888,1.0652,0.9549,31.0761,6.8406,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.315,20000,0.9889,0.0111,0.0424,4.075,3.685,0.215,0.9284,1.9017,1.2218,0.9352,31.1787,7.6579,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.2,0,0.415,20000,0.9818,0.0182,0.3611,4.21,3.788,0.2143,1.7004,0.541,0.7697,0.3882,31.2048,9.2462,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.0,0,0.415,20000,0.9839,0.0161,0.1815,4.15,3.743,0.2131,0.5783,1.9286,2.0237,0.8401,31.2202,10.7558,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.33,20000,0.8706,0.1294,0.0828,5.085,4.455,0.1954,0.9027,0.5228,0.5388,0.4469,31.4022,10.6461,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.385,20000,0.9889,0.0111,0.1635,4.005,3.632,0.2268,0.5526,1.9405,1.8701,0.8681,31.4587,10.1899,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,6.4,0,0.295,20000,0.9979,0.0021,0.0276,3.862,3.523,0.2292,1.1125,1.9017,1.2251,0.9819,31.4972,7.9998,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.315,20000,0.8706,0.1294,0.0578,5.031,4.414,0.195,0.7989,0.5191,0.4844,0.4697,31.5458,11.2757,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.355,20000,0.9889,0.0111,0.1098,4.064,3.677,0.2264,0.6639,1.9379,1.6332,0.8951,31.5897,9.4061,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.4,0,0.375,20000,0.9839,0.0161,0.1169,4.265,3.83,0.2112,0.6367,1.9436,1.7663,0.8728,31.6781,9.9401,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.39,20000,0.9818,0.0182,0.3401,4.104,3.708,0.2305,1.3313,0.5278,0.7136,0.3999,31.7018,9.3176,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,5.2,0,0.325,20000,0.9839,0.0161,0.0398,4.327,3.878,0.1942,0.8581,1.9293,1.2987,0.9203,31.7217,8.0751,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.4,0,0.35,20000,0.9818,0.0182,0.2844,3.989,3.62,0.2588,0.6877,0.5136,0.6232,0.4335,31.8485,9.3551,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.0,0,0.41,20000,0.9839,0.0161,0.1631,4.282,3.843,0.2055,0.6072,1.9605,2.0788,0.8509,32.0258,11.1162,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.35,20000,0.8706,0.1294,0.1186,5.085,4.454,0.1962,1.0453,0.5181,0.5435,0.4162,32.0676,10.8983,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.0,0,0.42,20000,0.9889,0.0111,0.2027,4.065,3.678,0.2188,0.5208,1.9689,2.1957,0.8508,32.0731,11.3868,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.33,20000,0.9889,0.0111,0.0603,4.174,3.761,0.2133,0.7988,1.9487,1.4457,0.9252,32.0801,8.8101,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.8,1,0.335,20000,0.9818,0.0182,0.2572,3.937,3.58,0.2725,0.4188,0.5056,0.5834,0.4491,32.108,9.469,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.365,20000,0.8139,0.1861,0.1253,4.816,4.25,0.1949,0.9969,0.5166,0.5699,0.4015,32.1148,10.495,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.8,0,0.345,20000,0.9839,0.0161,0.0659,4.365,3.906,0.2,0.7461,1.9547,1.5344,0.9032,32.1285,9.1654,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.0,0,0.325,20000,0.8139,0.1861,0.0639,4.751,4.2,0.1931,0.8549,0.5136,0.5043,0.4526,32.133,11.1627,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.38,20000,0.9889,0.0111,0.1408,4.152,3.744,0.219,0.5742,1.9773,1.9283,0.8812,32.3605,10.5815,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.0,0,0.37,20000,0.9818,0.0182,0.3219,3.998,3.627,0.2455,1.0078,0.5135,0.6633,0.4094,32.4081,9.4707,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.8,0,0.365,20000,0.9979,0.0021,0.1631,3.823,3.493,0.2475,0.5446,1.982,1.9299,0.9046,32.4194,10.5527,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.2,0,0.42,20000,0.9818,0.0182,0.3796,4.116,3.717,0.2139,1.7469,0.5256,0.76,0.3734,32.6134,9.6247,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,6.0,0,0.305,20000,0.9979,0.0021,0.0386,3.967,3.603,0.2276,0.9868,1.9581,1.3921,0.9755,32.6245,8.9031,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.4,0,0.37,20000,0.9839,0.0161,0.0964,4.422,3.95,0.2017,0.6688,1.982,1.8254,0.8859,32.6338,10.372,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.35,20000,0.9889,0.0111,0.0873,4.232,3.805,0.2149,0.6808,1.9816,1.6913,0.9098,32.6453,9.8457,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.2,0,0.34,20000,0.9979,0.0021,0.1097,3.895,3.548,0.245,0.7115,1.9803,1.7318,0.9318,32.6681,10.0639,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.0,0,0.415,20000,0.9889,0.0111,0.1827,4.192,3.775,0.2133,0.5433,1.9994,2.2533,0.8617,32.8207,11.7219,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.0,0,0.405,20000,0.9839,0.0161,0.1431,4.419,3.948,0.2004,0.6355,1.9934,2.1306,0.8621,32.8414,11.4611,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.6,0,0.345,20000,0.8139,0.1861,0.1019,4.711,4.17,0.1993,0.881,0.5063,0.5059,0.4182,32.8433,11.2893,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.6,0,0.32,20000,0.9979,0.0021,0.0662,3.963,3.6,0.2365,0.8553,1.9791,1.5603,0.957,32.8877,9.565,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.375,20000,0.8706,0.1294,0.1617,5.08,4.451,0.1903,1.2827,0.5123,0.5729,0.3837,32.9894,11.0169,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.305,20000,0.8706,0.1294,0.0487,4.873,4.293,0.1997,0.7226,0.5014,0.4589,0.4762,33.012,11.7779,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,6.4,0,0.29,20000,0.9979,0.0021,0.0141,4.079,3.689,0.1937,1.0866,1.9715,1.279,1.0024,33.1122,8.5206,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.375,20000,0.9889,0.0111,0.118,4.304,3.86,0.2115,0.5947,2.0142,1.9899,0.8946,33.2487,10.9751,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.395,20000,0.9818,0.0182,0.3622,4.0,3.628,0.2291,1.3832,0.5112,0.7038,0.383,33.2627,9.736,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.325,20000,0.9889,0.0111,0.0409,4.366,3.907,0.1946,0.8164,2.0008,1.5105,0.9421,33.3227,9.3429,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.335,20000,0.8706,0.1294,0.1054,4.91,4.321,0.2041,0.8587,0.4996,0.5323,0.424,33.417,10.9811,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.8,0,0.36,20000,0.9979,0.0021,0.1378,3.982,3.615,0.2369,0.5543,2.0247,1.9867,0.9196,33.418,10.9298,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.4,0,0.39,20000,0.9979,0.0021,0.1885,3.948,3.589,0.2341,0.4407,2.0335,2.2366,0.8952,33.42,11.6094,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.0,0,0.41,20000,0.9889,0.0111,0.1641,4.324,3.875,0.2059,0.5707,2.031,2.3139,0.8726,33.5877,12.0713,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.4,0,0.365,20000,0.9839,0.0161,0.0778,4.588,4.076,0.19,0.7136,2.0232,1.8824,0.8991,33.6577,10.8177,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb154,0.154,1,4.0,0,0.4,20000,0.9839,0.0161,0.1238,4.562,4.056,0.194,0.6694,2.0268,2.188,0.8735,33.6642,11.8296,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.345,20000,0.9889,0.0111,0.0669,4.405,3.937,0.2007,0.7053,2.0263,1.7522,0.9249,33.7146,10.3014,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.32,20000,0.8706,0.1294,0.0807,4.841,4.269,0.2084,0.7436,0.494,0.4714,0.4433,33.7367,11.7288,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.4,0,0.355,20000,0.9818,0.0182,0.312,3.863,3.524,0.2593,0.7293,0.4936,0.6125,0.4126,33.7435,9.8362,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.37,20000,0.8139,0.1861,0.1468,4.664,4.134,0.1985,0.9725,0.4979,0.5703,0.3838,33.7696,10.7108,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.2,0,0.335,20000,0.9979,0.0021,0.0844,4.073,3.684,0.2311,0.7001,2.0295,1.7879,0.9485,33.7784,10.4479,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.355,20000,0.8706,0.1294,0.1413,4.928,4.335,0.201,1.0217,0.4981,0.534,0.396,33.8358,11.2645,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,6.0,0,0.3,20000,0.9979,0.0021,0.0214,4.179,3.765,0.1987,0.9571,2.0221,1.4527,0.9954,34.0539,9.3862,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.6,0,0.315,20000,0.9979,0.0021,0.0437,4.158,3.749,0.2157,0.833,2.0339,1.6182,0.9758,34.1068,9.9825,1,1,1,0
