leg,ladder,v_c,p_tail,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,trapped_frac,suppressed_frac,nbar_det,pred_md_nbar,n1_solv,w1_solv,midhot_geo,deepke,n1_ke_eV,S_measured,S_provisional,gate_n1,gate_nbar,gate,pareto
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.385,20000,0.9751,0.0249,0.3798,4.175,3.762,0.1965,1.8435,0.3645,0.5893,0.2243,49.6211,14.2331,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,5.6,0,0.385,20000,0.7516,0.2485,0.226,4.205,3.785,0.1909,1.1119,0.3542,0.6193,0.2196,49.6739,12.8007,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.355,20000,0.8278,0.1722,0.2062,4.48,3.994,0.1945,1.1082,0.349,0.5089,0.227,50.3544,14.3068,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.4,0,0.345,20000,0.7516,0.2485,0.1713,4.097,3.702,0.2091,0.931,0.3463,0.56,0.2428,50.4099,13.368,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.0,0,0.365,20000,0.7516,0.2485,0.2075,4.089,3.696,0.2011,0.9986,0.3463,0.5266,0.2262,50.5201,13.925,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.37,20000,0.9751,0.0249,0.3752,4.027,3.648,0.2074,1.5605,0.3535,0.5489,0.225,50.5447,14.4645,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.39,20000,0.9751,0.0249,0.3971,4.079,3.688,0.1964,1.877,0.3557,0.5813,0.2139,50.8116,14.565,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,5.6,0,0.39,20000,0.7516,0.2485,0.2445,4.075,3.685,0.1936,1.0966,0.3447,0.6159,0.2109,50.8971,13.0076,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.8,1,0.33,20000,0.7516,0.2485,0.1457,4.051,3.667,0.2167,0.9005,0.342,0.5721,0.2555,50.9244,13.2499,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.34,20000,0.8278,0.1722,0.1874,4.379,3.917,0.2041,0.9618,0.3427,0.5209,0.2349,50.9393,14.0135,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.36,20000,0.8278,0.1722,0.2282,4.336,3.884,0.1962,1.0944,0.3384,0.5048,0.2159,51.7542,14.562,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.375,20000,0.9751,0.0249,0.3947,3.922,3.569,0.2079,1.5955,0.3445,0.5416,0.2132,51.7933,14.8073,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.395,20000,0.9751,0.0249,0.4141,3.985,3.617,0.1946,1.9134,0.3477,0.5734,0.2043,51.9186,14.8893,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.0,0,0.37,20000,0.7516,0.2485,0.2283,3.948,3.589,0.2042,0.9827,0.3355,0.532,0.2162,51.9475,14.0507,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.4,0,0.35,20000,0.7516,0.2485,0.1962,3.938,3.581,0.2126,0.9224,0.3344,0.5617,0.2295,52.0023,13.5811,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,5.6,0,0.395,20000,0.7516,0.2485,0.2638,3.947,3.588,0.1944,1.0878,0.3356,0.6175,0.2031,52.1126,13.1651,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.345,20000,0.8278,0.1722,0.2113,4.227,3.801,0.2062,0.9489,0.3315,0.5215,0.2221,52.4463,14.2199,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.8,1,0.335,20000,0.7516,0.2485,0.173,3.877,3.534,0.2217,0.8957,0.3293,0.5769,0.2393,52.6588,13.4522,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.4,20000,0.9751,0.0249,0.4295,3.896,3.549,0.193,1.941,0.3398,0.5661,0.1962,53.0262,15.1947,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.38,20000,0.9751,0.0249,0.4136,3.825,3.495,0.2042,1.6381,0.3359,0.5347,0.2031,53.034,15.1551,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.365,20000,0.8278,0.1722,0.2501,4.197,3.778,0.1964,1.0868,0.3289,0.5079,0.206,53.045,14.7071,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,5.6,0,0.4,20000,0.7516,0.2485,0.2823,3.827,3.496,0.1962,1.0796,0.3272,0.6223,0.1954,53.2718,13.2784,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.0,0,0.375,20000,0.7516,0.2485,0.2503,3.812,3.485,0.2057,0.9828,0.3257,0.5408,0.2067,53.3132,14.1456,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.35,20000,0.8278,0.1722,0.2355,4.078,3.688,0.2081,0.9424,0.3209,0.5142,0.2105,53.9228,14.5405,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.37,20000,0.8278,0.1722,0.2709,4.064,3.677,0.1989,1.076,0.3195,0.5042,0.1968,54.3638,14.948,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.395,20000,0.8278,0.1722,0.3079,4.037,3.656,0.1909,1.2469,0.3166,0.4963,0.1832,55.0731,15.4255,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.355,20000,0.8278,0.1722,0.2587,3.938,3.581,0.21,0.9393,0.3113,0.4338,0.2001,55.3205,15.9704,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.375,20000,0.8278,0.1722,0.2918,3.935,3.579,0.2003,1.074,0.3108,0.5063,0.188,55.6211,15.1115,1,1,1,0
g4scan,rq4graded,6.5,-1.0,eb154,0.154,1,6.8,1,0.345,20000,0.6883,0.3117,0.1587,4.18,3.765,0.1913,1.0913,0.3105,0.657,0.1868,55.6954,13.2844,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.4,20000,0.8278,0.1722,0.3249,3.926,3.572,0.1914,1.2429,0.3092,0.4924,0.1769,56.152,15.6438,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.38,20000,0.8278,0.1722,0.3103,3.813,3.486,0.2025,1.0638,0.3025,0.5069,0.1809,56.8508,15.2785,1,1,1,0
g4scan,rq4graded,6.5,-1.0,eb154,0.154,1,6.8,1,0.35,20000,0.6883,0.3117,0.1806,4.017,3.641,0.1973,1.0728,0.3016,0.6665,0.1788,57.0094,13.358,1,1,1,0
g4scan,rq4graded,6.5,-1.0,eb154,0.154,1,6.4,0,0.37,20000,0.6883,0.3117,0.2142,3.993,3.623,0.19,1.1073,0.3006,0.6558,0.1696,57.2204,13.5582,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.405,20000,0.8278,0.1722,0.3411,3.816,3.488,0.1922,1.2322,0.3017,0.4917,0.1712,57.2624,15.8095,1,1,1,0
g4scan,rq4graded,6.5,-1.0,eb154,0.154,1,6.8,1,0.355,20000,0.6883,0.3117,0.2035,3.86,3.521,0.1991,1.0586,0.2934,0.6768,0.1717,58.2472,13.4197,1,1,1,0
g4scan,rq4graded,6.5,-1.0,eb154,0.154,1,6.4,0,0.375,20000,0.6883,0.3117,0.2348,3.851,3.515,0.1923,1.0937,0.293,0.6576,0.1637,58.3793,13.6983,1,1,1,0
